review,translate,sentimen
"pesen tanggal 30 September 2022 sampe barang tanggal 10 Oktober dong. dari toko baru di proses tanggal 5 Oktober. Bener bener deh nih toko padahal pengiriman ke Jakarta. engga ada juga penjelasan kapan barang sampe tujuan, emg kerjaan kita cuma tunggu barang yang engga tau Dateng kapan","ordered september and arrived in october. from the new store in process on october. really, this shop is shipping to jakarta. there is also no explanation of when the goods will arrive at their destination, we just have to wait for the goods that we don't know when they will arrive",0
Kulkasnya bagus . Kurir nya juga baik di antar sampai rumah meskipun gang kecil,the refrigerator is good . the courier is also good at delivering to the house even though the alley is small,1
Alhmdulilahhh paketnya udah sampai dengan selamat.. meskipun adminya GK pernah bales chat tapi barang aman.. semoga amet yaa..,thank god the package has arrived safely. even though the admin has never replied to the chat but the goods are safe. i hope it's safe.,0
"tingkat kan pelayanan, pengiriman lambat, namun barang ok","the level of service, slow delivery, but the goods are ok",0
"Fitur Terbaik:tampilan bagus

maaf baru sempat kasih penilaian.kulkas nya bagus...pengiriman cepat..tidak ada kendala .berfungsi dengan baik.Alhamdulillah..mudah2 an awet..terima kasih.gratis ongkir.",best features: good appearance sorry just had time to give a rating. the fridge is good. fast delivery.. no problems. works well. thank god.. easy and durable.. thanks. free shipping.,1
Bagusssss pengemasannya juga okeee...kayaknya besar tapi ternyata kecil,good packaging is also okay. it seems big but it turns out to be small,1
"Pengiriman cepat...4 hari nyampe,mendarat dengan selamat semoga awet,terimaksih seller...terimakasih shopee...","fast delivery. the day arrived, landed safely hopefully durable, thank you seller. thank you shopee.",1
"Barang bagus hanya saja respon admin agak lama. Barang dibawa dlm keadaan miring, blm dicoba semoga freon nya aman","good stuff, it's just that the admin response is a bit long. the item was brought in a slanted state, haven't tried it yet hopefully the freon is safe",0
"Pokoknya produk mantap tidak mengecewakan good job Polytron.
Pasti nanti beli lagi produk polytron
Terimakasih untuk kurirnya Kgxpress memang logistik expedisi yang paling mantap karyawannya ramah ramah jangan lupa yang mau kirim paket pakai Kgxpress ya!
Kgxpress yang punya Kompas Gramedia","the main thing is the solid product doesn't disappoint the good job of polytron. will definitely buy more polytron products. thank you for the courier. kgxpress is indeed the best logistics expedition, the employees are friendly. don't forget those who want to send packages using kgxpress! kgxpress which has kompas gramedia",1
"Fitur Terbaik:oke
Sepadan dengan Harga:murah

Barang datang kondisi tersegel tapi belom di coba makasih semoga bisa di nyalakan",best features: okay worth the price: cheap the item came in sealed condition but haven't tried it yet thanks i hope it can be turned on,1
"packing nya  bikin kurang puas.. masa hanya kardus STB nya aja ditempel kertas alamat dan nama tanpa dilapisi apapun lg misal bubble wrap atau plastik yg cukup tebal, alhamdulillah nya smpe dng slmat ga ada yg pecah atau rusak.. packing nya kurang aman","the packaging makes me dissatisfied. when only the stb cardboard is pasted with address and name paper without being coated with anything else, for example bubble wrap or plastic that is quite thick, thank god it arrived safely nothing was broken or damaged. the packaging was not safe enough",0
Produk original dan sesuai dengan deskripsi. Sudah dicoba dan produk berfungsi dengan baik 👍🏿👍🏻,original product and according to the description. tried and the product works fine,1
"Barangnya tdk perlu di ragukan,
Adminnya gak responsif sama sekali. Gak greget sama customer.","the goods need not be doubted, the admin is not responsive at all. not great with customers.",0
"Mantap... suara menggelegar.. asal kuat aja telinganya... nonton ikpan TV aja kayak nonton filem...  sinyal bagus.. kuatbbuat nangkap TV digital HD. 

TV sudah Smart bisa Yutub dan internet juga.. asal kuat kuota aja ketagihan nonton filem dg suara ngajeleger.... 

meskipun ada drama salah kirim Subwoofernya jd ga nyala.. tapi sudah diselesaikan dg staffnya dg baik. 

Bravo suara Polytron
","excellent. booming sound.. as long as the ears are strong. just watching tv is like watching a movie. good signal.. strong enough to catch hd digital tv. smart tv, youtube and internet too. as long as you have a strong quota, you're addicted to watching movies with loud sound. even though there was a drama that sent the wrong subwoofer so it didn't turn on. but it was resolved with the staff well. bravo polytron's voice",1
"Aku salah beli .. Aturan yg smart tv 😫😫
Boleh tuker gak sih 😭😭😭",i bought the wrong one .. smart tv rules can i exchange it or not,0
berfungsi baik. cuma pengiriman lama sekali,working fine. only long delivery,0
"Bisa muat banyak. Barangnya original 👍. Mutu terjamin SNI. Ada garansi resmi. Gampang dipakai. Desainnya elegan ✨. Sayangnya pengirimannya super lamaaaaaaa bgt sampe lebih dari 7 hari (termasuk sabtu minggu), pas tanya dichat juga dibales bot dan pake capslock semua 😅
pas pertama dinyalain (hampir 12 jam stlh kulkas datang) agak panas samping kulkasnya, tp lama2 udah ngga, oke kok cepet dinginnya.","can fit a lot. the goods are original. sni guaranteed quality. there is an official guarantee. easy to use. the design is elegant. unfortunately the delivery was super long, it took more than a day (including saturday and sunday), when i asked in chat, they also replied bot and used caps lock, everything was turned on for the first time (almost an hour after the fridge came) it was a bit hot next to the fridge, but it didn't take long, okay, how come it cooled down quickly.",0
produk bagus..respon pengiriman buruk,good product..poor delivery response,0
saya kasih bintang 4 soalnya gak pernah balas chat sama sekali.,i gave a star because i never replied to the chat at all.,0
pengiriman perlu diperbaiki,shipping needs to be fixed,0
"Untuk kualitas produk baik, Kurir juga baik rela jalan kaki antar barang kerumah pas lagi puasa. Sangat di sayangkan respon dari penjual buruk padahal termasuk shopeemall dan penjual baru memberikan No Resi kurir setelah saya laporan menghubungi costumer service shopee dulu","for good product quality, couriers are also good, willing to walk to deliver goods to the house when they are fasting. it's a shame the response from the seller was bad even though it was included in shopeemall and the new seller gave a courier receipt number after i reported contacting the customer service shopee first",0
"Pengiriman cepat, semoga bisa dipakai awet.","fast delivery, hope it lasts a long time.",1
Barang oke tp pengiriman lama,item ok but long delivery,0
mantap kualitas nya pemasangan mudah,"great quality, easy installation",1
ikut bangga buatan dalam negeri....... tidak bangga dengan pengirimannya...... lama.......,take pride in being made domestically. not proud of the delivery. long.,0
"Fitur Terbaik:cucooo

Pengiriman standar 3hari dari pemesanan, kualitas produk oke no cacat no Pengok,
Cuma minus admnya lelet bgt responnya😭😭","best features: cuco standard delivery day from ordering, product quality is okay no defects no pengok, only minus the admin is slow, the response is great",0
"Pengiriman cepat, barang bagus","fast delivery, good stuff",1
"Barangnya ok sesuai kualitas, hanya respon dan pengiriman sangat lama!","the goods are ok according to quality, only the response and delivery are very long!",0
Suka banget mewah bentukanya cuma lama banget pengirimannya,"i really like how luxurious it looks, it's just that the delivery took a long time",0
"Terimakasih, Seller, speaker sudah saya terima, belum di coba sih, Semoga barang nya awet & gak mudah rusak.... Terimakasih juga mba atau mas  admin, good job's","thank you, seller, i have received the speaker, haven't tried it yet, i hope the item is durable & not easily damaged. thank you also miss or mas admin, good job's",1
Tebal maskernya,thick mask,1
Ok semua fitur berfungsi baik,ok all the features are working fine,1
"bungkus ny cm pke box , ga ad pngaman tambahan. pengiriman di ulur2 baru d ksh ke expedisi di tgl 21 nov pdhl pesen d tgl 15 nov. klo udh d expedisi lbh cpt smpe. pnjual ga lngsg ngasih resi yg bs d tracking (krn ga d ksh tau pke expedisi apa dikirim nya). Dan yg paling parah adalah ga pernh jawab inbox....

ga 2x beli disini...kapok...

saran aj buat yg msh nekat beli disini, klo pngiriman lama langsung ajukan komplain aj d tokped. Biar ga berlarut2. Klo yg butuh brg cepet mending jgn beli dsni. Toko official paling parah pèlayanan nya. 

Percuma harga murah dan kualitas bagus klo pelayanan nya nol....ya ttp nol

bintang 2 dr saya.. krn ad 3 minus nya yaitu pelayanan penjual kurang, pengiriman lama  dan kemasan tidak aman","pack it cm in a box, there's no additional security. delivery on new stretches d ksh to the expedition on november but ordered d on november. if it's already on expedition, it's faster to arrive. the seller didn't immediately give me a receipt that can be tracked (because i don't know what expedition it was sent to). and the worst thing is never answering the inbox. don't buy here. give up. just a suggestion for those who are still desperate to buy here, if the delivery takes a long time, immediately submit a complaint, just d tokped. let's not drag on. if you need something fast, don't buy it here. the official store has the worst service. it's useless for cheap prices and good quality if the service is zero, but zero stars from me. because there are minuses, namely the lack of seller service, long delivery and unsafe packaging",0
Mntap ni brang original pengirimn nya cepat,"this item is original, the delivery is fast",1
"Sangat Puass karena pengiriman cepat, aman, gratis, barang sesuai pesanan, kualitas barang juga bagus. Polytron emang ga di ragukan lagi, karena service center ada dimana2","very satisfied because the delivery is fast, safe, free, goods according to the order, the quality of the goods is also good. there's no doubt about polytron anymore, because where is the service center",1
"Bagus! Bahannya lembut, dan yang lebih penting lagi, suara saya terdengar lebih merdu. Bass nya lebih nendang gitu deh..","good! the material is soft, and more importantly, my voice sounds better. the bass is so much better.",1
"Fitur Terbaik:sangat baik
Sepadan dengan Harga:sangat sepadan

Desain 
Ukuran
Warna
Bentuk

Sangat-sangat cantik elegan selain penampilan oke banget dia muat banyak barang dan suara mesinnya gak berisik, serta garansi sampai 5thn
Markotop pokonya

Terimakasih seller","best features: very good worth the price: very worth it design size color shape very, very beautiful, elegant, besides the appearance is really good, it fits a lot of things and the engine sound is not noisy, and the guarantee is up to  years markotop anyway thank you seller",1
"produk bagus, tapi ya sama dengan customer yg lain. Di sini pengiriman lama banget, dan admin tidak responsif dalam menjawab pertanyaan pembeli.","good product, but it's the same as other customers. here the delivery is really long, and the admin is not responsive in answering the buyer's questions.",0
super lama banget dah,it's been super long,0
gampang banget setup-nya; hasilnya jernih dan resolusinya juga tinggi,it's very easy to setup; the result is clear and the resolution is also high,1
barang bagus tapi sayang respon penjual kurang pengiriman lambat banget.di chat ga ada respon,good item but unfortunately the seller's response is not very slow delivery. on chat there is no response,0
"pengiriman sangat lambat, penjual tidak ada merespon..","very slow delivery, seller no response..",0
produk ok sesuai harga... tp pengiriman lama sekitar 7-10hr.,ok product for the price. tp long delivery around -hr.,0
"suara, Desain, kualitas, material. over all puas. terima kasih.....","sound, design, quality, material. over all satisfied. thank you.",1
barang diterima dengan selamat produk original,item received safely original product,1
"kualitas barang ok, gak ada respon dari penjual ketika di tanya soal pengiriman. jadi bintang 4 aja","the quality of the goods is ok, there is no response from the seller when asked about shipping. just be a star",0
parahhhh...officiaL store banyakkkkkk kompLain tetep tdk berubah&amp;beLajar dr pengalaman...paittttt,it's bad. the official store has lots of complaints but doesn't change & learn from experience. bankrupt,0
recommended seller👍keren,recommended seller cool,1
"Fitur Terbaik:mantap suaranya

Sipppp",best features: steady sip sound,1
"Fitur Terbaik:bagus
Sepadan dengan Harga:terjangkau",best features:good worth the price:affordable,1
"produk bagus dan oke, ga ada minus. tapi bintang 1 karena pelayanan sangat² kurang untuk sekelas official store brand ternama. jika produk tidak ready atau harus menunggu smnggu seharusnya buat PO saja. shingga pembeli seperti sy yg ingin produk yg asli dan terbiasa belanja di official store 1-3hr produk sampai tidak kecewa. jg adminny krg inisiatif dlm menangani pembeli","good and okay product, no minuses. but a star because the service is very lacking for the class of a well-known official store brand. if the product is not ready or has to wait a week, you should just make a po. so that buyers like me who want genuine products and are used to shopping at official stores - hr products are not disappointed. also the admin because of the initiative in dealing with buyers",0
Resolusi gambar tajam 👍. Kualitas suaranya bagus. Desain elegan 😍. Ada banyak fiturnya. Desain ramping. Ringan tapi kokoh.,sharp image resolution. the sound quality is good. elegant design. there are many features. sleek design. light but sturdy.,1
Barang ok. Makasih,goods ok. thanks,1
Terimakasih barang sudah datang dlm keadaan baik. Pengiriman lumayan lama sekitar 2minggu.kurirnya tidak ramah dy bilang bensin saya habis gara-gara nyari alamat. Aneh dah jlas dkasih alamt mknya bertanya. Itulh malu brtanya sesat d jalan.,"thank you, the goods have come in good condition. delivery took quite a long time, about a week. the courier was not friendly, he said that my gas was running out because i was looking for an address. it's weird, it's clear that the address is why i asked. it's a shame to ask astray on the road.",0
"produk sesuai deskripsi, pengiriman juga cepat","product according to description, fast delivery too",1
Suaranya mantap 🔊 Gampang rakitnya Garansi terjamin Kualitas boleh diadu Desain elegan Bahannya kokoh,great sound easy to assemble guaranteed quality guaranteed pitted quality elegant design sturdy material,1
"barang berfungsi dan sesuai. cuma agak bingung sama kartu garansinya kosong, walau beli di official store","item works and fits. i'm just a little confused about the warranty card being empty, even though i bought it at the official store",0
Fitur Terbaik:bas bagus,best features:nice bass,1
"kiriman cepat dan sesuai pesanan, seller respon cepat dan ramah, terima kasih seller official store dan blibli.com untuk cashback nya.","fast delivery and according to order, seller responds fast and friendly, thank you seller official store and blibli.com for the cashback.",1
"Sudah dibongkar+drakit juga, belum tes pencucian pertama mudah2 bagus dan awet, dari spek body OK bagus kokoh, sorry saya kasih bintang 3 kartu garansinya gak di isi padahal sudah kasih notice wktu CO","it's been disassembled + assembled too, haven't tested the first wash, it's easy, good and durable, in terms of body specs, it's ok, it's good, it's sturdy, sorry, i gave a star, the warranty card wasn't filled in, even though i gave a notice when co",0
"Fitur Terbaik:otomatis
Sepadan dengan Harga:sepadan

suka bgt sm warnanya aesthetic hehe, lumayan muat banyak lah ya 7kg, pengiriman cepat, kurirnya baik dan lucu haha, the best lag polytron😍😍😍","best features: automatic worth the price: worth it, i really like the aesthetic color hehe, it fits quite a lot, yes, kg, fast delivery, the courier is kind and funny haha, the best lag polytron",1
"barang sudah diterima, pengiriman cepat dan pak kurir ramah. barang belum dicoba mudah²an berfungsi dengan baik semuanya","item received, fast delivery and friendly courier pack. haven't tried the item yet hope it works well",1
Super kekar berpungsi dengan baik kirain ada mic speaker nya sama videonya ok lah top markotop Polytron terimakasih 🙏 shopee terimakasih 🙏,"super sturdy, works well, i think there's a speaker mic and the video is ok, top markotop polytron, thank you, shoppe, thank you",1
Customer service ecommerse nya gak responsif. Susah kalau mau followup pengiriman dll,the e-commerce customer service is not responsive. it's hard to follow up on shipping etc,0
Puassssss barang berkualitas tinggi sangat recommended gambar jernih sekali,"satisfied with high-quality goods, highly recommended, very clear pictures",1
"Cuma rak bisa pecah,,jd nungguin pengganti rak baru , ok lah gpp, ttp kt kasih 5 ⭐⭐⭐⭐⭐","only the shelf can break, so i'm waiting for a replacement for a new shelf, it's ok, but i love it",1
Sip mantullllllll😍😍😍😍,sip mantul,1
"sampai dgn selamat, harus sabar karna pengiriman lama, dan harus pantau terus, belum sampai tapi dilaporkan sudah diterima, jadi harus lewat sengjeta dulu deh.","arrived safely, had to be patient because the delivery took a long time, and had to keep monitoring, it hasn't arrived yet but it was reported as having been received, so you have to go through the dispute first.",0
"barangnya original, prosesnya cepat seneng banget belanja disini kurirnya juga ramah, trimakasih tokopedia","the goods are original, the process is fast, i really enjoy shopping here, the courier is also friendly, thanks to tokopedia",1
"proses cepat, low price. recommended","fast process, low price. recommended",1
"Barang bagus, cuma perlu diberikan opsi pengiriman pakai kurir lain selain kurir toko, proses 3 hari tambah pengiriman 10 hari itu sangat lama, apalagi kurir toko belum temtu menguasai seluruh wilayah meski si pulau jawa.","the goods are good, you just need to be given the option of shipping using other couriers besides shop couriers, the day-to-day process plus shipping that day is very long, moreover the shop couriers don't necessarily control the whole area even though it's the island of java.",0
"Alhamdulillah sampai dengan aman ,,,paking rapih  komponen semua lengkap ,barang mulus gada yg lecet ,harga bersaing TOP kurirnya ramah sukses selalu seller semoga awet2 di pake nya insyaallah jd langganan 👍👍👍","thank god, it arrived safely, neat packaging, all components are complete, the goods are smooth, nothing is scratched, competitive prices top, the courier is friendly, the seller is always successful, i hope you can use it, god willing, it will be a subscription",1
"Blm di buka dan di coba,smg berfungsi dgn baik, kirain bakalan ada gratisannya🤭","haven't opened it and tried it yet, it works fine, i thought it would be free",0
Saya kok tidak dapat free membership 1 tahun,why can't i get a year's free membership,0
"barangnya oke banget, gambar di tv jernih, tp pengiriman lamaaa tulisannya pake kurir toko padahal pake si cepat juga, dan ga dapet kabel HDMI..","the item is really good, the picture on the tv is clear, but the long delivery says use the shop courier even though it uses the fast one too, and can't get an hdmi cable..",0
"Sepadan dengan Harga:ok
Fitur Terbaik:canggih

Alhamdulillah pesanan sudah sampai dengan selamat, pengiriman cepat, harga bersahabat, mantap pokoknya. Terimakasih","worth the price: ok best features: sophisticated thank god the order arrived safely, fast delivery, friendly prices, great anyway. thank you",1
"mantapp brng nya sesuai+ori
gambar nya jgn di ragukan lg
top markotop","it's great, the item fits + from the picture, don't doubt it, lg top markotop",1
"Brg sdh d cek, kurir ramah sekali ... 👍👍👍","brg has been checked, the courier is very friendly.",1
official store shipping nya lama sekali,the official store shipping took too long,0
Desain ramping. Kualitas suaranya bagus. Resolusi gambar tajam 👍.,sleek design. the sound quality is good. sharp image resolution.,1
"admin kurang update, chat juga gak dibales","admin is not updating enough, chat is also not answered",0
produk masih segel ada kartu garansi kemungkinan original hehehe rekomendasi untuk beli disini,"the product is still sealed, there is a warranty card, it is likely original, hehehe, a recommendation to buy here",1
"klo yg ga sabaran jgn beli disini, seminggu baru sampe hahahaha kacau","for those who can't wait, don't buy here, it's only been a week until it's messy",0
parah!!! bener2 batas waktu pengirimanya maksimal banget 7 hari  😂😂😂😂,critical! it's true that the maximum delivery time limit is days,0
"barang sudah sampai, mantap barangnya aman","the goods have arrived, the goods are safe",1
"Proses agak lama, untuk tv nya sh Oke bagus","the process is a bit long, for the tv, it's ok, it's good",1
"barang bagus, cuma pengiriman agak lama, dan admin tidak respon klo dichat","good stuff, only the delivery took a while, and the admin doesn't respond when chatted",0
"Kualitas gambar jernih, suara mantap. Cintailah produk dalam negeri.","clear picture quality, great sound. love domestic products.",1
"Suara mantab dan kualitas terbaik, cepet banget Kirimnya sehari uda nyampe rumah 👍","the sound is great and the best quality, really fast. it was sent the day after it arrived at the house",1
Pengirimannya lama banget total 8 hari diterima.. Padahal jabodetabek,"the delivery took a really long time, the total day it was received. even though it was jabodetabek",0
Kualitas bagus cuma pengiriman lama banget,good quality but very long delivery,0
Suaranya mantap 🔊. Kualitas boleh diadu. Garansi terjamin. Gampang rakitnya. Desain elegan. Bahannya kokoh.,the sound is steady. quality can be contested. guaranteed warranty. easy to assemble. elegant design. the material is sturdy.,1
"Fitur Terbaik:bagus
Sepadan dengan Harga:yes

Pengiriman 10 hari. Itu yg buat gelisah nyaaaa

Brang ny bagussssssss diskon x mayan lh drpada beli offline
Mkasih seller","best features:good value for price:yes day delivery. that's what makes me nervous, the goods are good, the discount isn't great, instead of buying offline, thanks seller",1
good things.Desain elegan 😍. Kualitas suaranya bagus.,good things. elegant design. the sound quality is good.,1
"barangnya bagus sesuai ekspektasi, elegan banget kulkasnya dalemnya juga luas .. cakep banget dah pokonya kulkasnya ..","the goods are good as expected, the refrigerator is really elegant inside, it's also spacious.. it's really pretty, just the fridge..",1
Pesnn SDH di trima mp Bru ngsih ulasan..Karna di coba dlu....allhmdllh untuk saat ini gda kendala semoga awet trima ksh sellr sama BPK kurir ya,"the order has been received, mp bru gave a review..because i tried it first.allhmdllh for now there are no problems, hopefully it lasts, thank you, seller and bpk courier, ok?",1
"barang bagus sesuai , tapi pengiriman nya lama bgt","good item, but the delivery took too long",0
Fitur Terbaik:Brang sesuai pesanan,best features: made to order,1
"Alhamdulillah sampe jiga udah ketar ketir bangettt soalnyaa jauh kirim ke jawaaa. Barang sampe ga ada yang pecah, masih dicobaa","thank god it arrived when it was really tight because it was far away to send it to java. items arrived nothing broken, still trying",1
Kualitas suaranya bagus. Resolusi gambar tajam 👍. Desain ramping.,the sound quality is good. sharp image resolution. sleek design.,1
Brg bagus. Belum di coba. Antena belum datang,good stuff. haven't tried it yet. the antenna hasn't arrived yet,1
kurang respon..dan pengirimannya batas maksimal dri waktu estimasi,less response.and the delivery is the maximum limit of the estimated time,0
Sdh chat penjual bhw ini buat gift.minta box yg bagus. Tp sampai di saya dlm keadaan penyok n ga bisa dipakai sbg gift.sayang banget.semoga kedepan diperhatikan ya. Terima kasih.,i've chatted the seller that this is for a gift. i asked for a good box. but it arrived to me in a dented condition and couldn't be used as a gift. it's a shame. i hope you pay attention in the future. thank you.,0
kualitas sangat bagus tidak perlu di ragukan lagi pokoknyaa...admin juga sangat baik respon nyaa...cuma yang perlu di perbaiki pengiriman nya yang sangat lama .. pesan tanggal 10 sampe nya tanggal 26 ... coba aja kalo pengiriman nya cepat makin aja mantulll....,"the quality is very good, there is no need to doubt it anyway. the admin is also very good at responding. just try it, if the delivery is fast, it's even better.",0
"mantaf suara menggelegar 😁
cuma sayang service pengirimannya kurang memuaskan 🙏🏻
tp semua memuaskan dr segi barang sampai promonya 😀
thank&#39;s toped&amp;Polytron official store🙏🏻🙏🏻🙏🏻","great, the sound is booming, it's just a shame the delivery service is not satisfactory, but everything is satisfying in terms of the goods until the promos thank's toped&polytron official store",1
penjual tidak responsif,unresponsive seller,0
"Sepadan dengan Harga:overall barangnya bagus, cuma pengirimannya lama, masi dalam 1 wilayah butuh 4 hari pengiriman","worth the price: overall the goods are good, only the delivery takes a long time, still in the region it takes days for delivery",0
"Kulkas nya bagus, sesuai harga terjangkau, Poko nya sukaaa recommended banget deh belanja di toko ini","the refrigerator is good, at an affordable price, poko really likes to recommend shopping at this shop",1
"agak kecewa karena packing barang dikirimnya kurang aman,ga dibungkus plastik lagi kalo kena ujan basah gimana rusak? untung alat setelah dicoba berfungsi

tolong diperbaikin lagi untuk packingnya","i'm a bit disappointed because the packaging of the goods sent is not safe, it's not wrapped in plastic anymore if it gets wet rain how is it damaged? fortunately, after trying the tool it works, please fix it again for the packing",0
"Suara jernih
Desain mantul","clear sound, bounce design",1
"Barangnya bagus cuma agak lama datengnya
Overall bagus sih","the goods are good, but it takes a long time to arrive. overall it's good",1
"kalau volume kecil noice nya terdengar dengan jelas serta subwofer dalam volume kecil kurang berasa.
serta kiriman dalam 1 kota terbilang cukup lama.","if the volume is low, the noise can be heard clearly and the subwofer at a low volume is tasteless. as well as delivery within the city is quite long.",0
"saya pesan 06 November baru diterima 17 November, pelayanan sangat buruk tidak ada respon sama sekali berkali-kali ngechat, packing sangat tidak aman tdk ada lapisan bubble wrap, benerbener kecewa, dicoba cuma dapet 5 Chanel, mohon official Polytron agar evaluasi kembali ya.","i ordered november and received november, very bad service, no response at all, many times chatting, very insecure packaging, no bubble wrap layer, really disappointed, tried only to get chanel, ask polytron officials to re-evaluate.",0
"Mendarat dengan selamat, terimakasih pengiriman sabgat cepat","landed safely, thank you very fast delivery",1
"Barang bagus, pengiriman oke dikirim ke jepara. Sudah dipakai dan normal.","good product, good delivery sent to japan. already used and normal.",1
seller sangat sombong. pengiriman lama.. sudah terpasang. mudahan awet.. sekelas polytron perusahaan gwde. somhongnya nauzubillhh,seller is very arrogant. long delivery.. already installed. hopefully it lasts.. it's the class of my company's polytron. somhongnya nauzubilhh,0
"Fitur Terbaik:suara cukup baik
Sepadan dengan Harga:sesuai kualitas

Ini harganya pas check out katanya sudah termasuk ongkir jadi ongkos kirim NOL tapi pas dtang kurir mnta ongkos 20rb..tp gpp yg pnting smpe dgn aman",best feature: the sound is quite good worth the price: according to the quality.,1
berfungsi baik. pengiriman lama,working fine. old delivery,0
"Pesenam udh nyampe,tv y nyampe dgn selamat g da cacat,gambar jg jernih bgt Krn udh digital,makasih shopee makasih untuk toko y,good bgt","the gymnasts have arrived, the tv that arrived safely has no defects, the picture is also very clear because it's digital, thanks shopee, thanks for the shop, it's really good",1
Produk bagus. Tapi kirim nya lama aja,great product. but it took too long to send,0
"All is good(kondisi n kualitas barang etc) kecuali admin nya
sudah di info dr awal ga bisa kalo barang dateng sabtu minggu , diminta tolong kalau sampe jumat ga bisa masuk... masuk senin aja...
eh mala dikirim minggu , bikin orang kelabakan jadinya 😡😡","all is good (condition and quality of goods, etc.) except that the admin has been informed from the beginning that it can't come on saturday, sunday. i asked for help if i couldn't enter until friday. come in monday. oh, if it was sent on sunday, it would make people confused",0
"Excellent, everyone happy 
Thank you seller","excellent, everyone happy thank you seller",1
Suaranya mantap 🔊. Garansi terjamin. Desain elegan. Gampang rakitnya. Kualitas boleh diadu. Bahannya kokoh.,the sound is steady. guaranteed warranty. elegant design. easy to assemble. quality can be contested. the material is sturdy.,1
"waduh kl beli d toko ini hrs ukur tensi darah dulu,karna estimasi brg sampai tdk ada sesuka suka toko","wow, if you buy at this shop, you have to measure your blood pressure first, because the estimate is that you don't like the shop",0
Selalu puas apalagi kurirnya ramah,always satisfied especially the courier is friendly,1
"Alhamdulillah paket dateng dengan Selamat,, cuma pas pake pengering ada bunyi kaya jangkrik, smoga ga ngaruh apa² ...","thank god the package arrived safely, only when using the dryer there was a sound like crickets, hopefully it doesn't affect anything.",0
"Fitur Terbaik:dingin
Sepadan dengan Harga:ya

Mantul",best feature:cool worth the price:yes mantul,1
"Puluhan kali transaksi di tokopedia baru pertama kali dapat pelayanan seperti ini, dichat tidak pernah dibalas. Barang diterima setelah lebih dari 1 bulan, semoga bisa jadi evaluasi kedepannya","dozens of transactions at tokopedia, this is the first time i have received a service like this, never replied to chat. item received after more than a month, hopefully it can be evaluated in the future",0
sayang pengirimannya lelet banget,it's a shame the delivery is so late,0
"kualitas bagus, hanya pengiriman saja yg lama","good quality, only the delivery took a long time",0
"Maaf yah kak foto tdk sesuai karena tv nya ada dirumah KKA ipar, terimakasih mantap bagus tv-nya, pengiriman cepat, respon penjual baik, original","i'm sorry, sis, the photo doesn't match because the tv is at kka-in-law's house, thank you, the tv is great, fast delivery, good seller response, original",1
"Alhamdulillah,sampai dengan selamat..
Pengiriman lumayan cepat..
Hanya saja Suaranya agak berisik,dan cepat panas pinggiran nya
Semoga awet...aamiin..","thank god, arrived safely",0
Yuppp berfungsi mayan bagus sesuai ya begitulah seperti kulkas ya kulkas aja bukan yang lainnyaa cukupp bagus oke juga,"yup, it works pretty well, right, that's how it is like a refrigerator, just a fridge, not anything else, it's pretty good, okay too",1
Kualitas suaranya bagus. Resolusi gambar tajam 👍. Desain elegan 😍. Desain ramping. Penjualnya ramah banget. Proses pesanan cepat. Respon penjualnya top. Packaging rapi. Ringan tapi kokoh. Packaging aman 🙏.,the sound quality is good. sharp image resolution. elegant design. sleek design. the seller is very friendly. fast order process. top seller response. neat packaging. light but sturdy. safe packaging.,1
barang mantab bass main stereo josss... original pula,great stuff bass playing stereo jos. original too,1
Aplikasi tidak sesuai iklannya,the application does not match the advertisement,0
"Penjual responnya lemot, pengiriman 9 hari, barang lumayan.
Untuk respon penjualnya tolong ditingkatkan lagi, balesnya lama kayak pacar gw","the seller's response is slow, the delivery is on the same day, the goods are not bad. as for the seller's response, please improve it, the replies are as long as my girlfriend's",0
"Penantian yg melelahkan akhirnya dtng jg, tapi tak apalah yg penting dtng dngn aman, sesuai deskripsi, Tks","the tiring wait finally came, but it doesn't matter what matters, it arrived safely, according to the description, thanks",1
"produk bagus, hanya admin kurang responsif, proses dan pengiriman lambat, mohon lebih ditingkatkan","good product, only the admin is not responsive, the process and delivery are slow, please improve more",0
Pertama kali beli d toko ini ..mohon maaf d dekripsi kan ada keterangan dapat mic ..tapi kok mic nya gada ya ?mohon jawabannya bosku..,"the first time i bought it at this shop..sorry, in the description, there is a description of getting a mic..but how come the mic isn't there? please answer my boss..",0
harga mahal engga dapet pasang,expensive price don't get pairs,0
Untuk sementara sya ksiha 3 bintang dlu.. Krna kinerjanya blum maksimal.. Entah sampe kapan,"for the time being, i'll give it a star first. because the performance isn't optimal yet. i don't know how long",0
"diterima dengan baik, hanya pengirimannya saja dan respon adminnya yg sangat slow respon","well received, only the delivery and the admin response is very slow response",0
"kalo barang sih sesuai pesanan, tapi pengirimannya yg lama banget, seminggu lebih. mungkin kedepannya bisa ditingkatkan lagi soal pengerimannya","if the goods are according to the order, but the delivery is really long, more than a week. maybe in the future it can be improved again about the drying",0
"Barang Ok dan mudah&#34;an awet, pengiriman cepat hanya saja admin low respon thanks","goods are ok and easy to last, fast delivery, it's just that the admin is low on response, thanks",0
"Fitur Terbaik:sip bagus bgt
Sepadan dengan Harga:sesuai kok pokoknya

Aku kasih bintang 4 dulu ya kak","best features: really good, really worth the price: according to how come i'll give you a star first, sis",1
