Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag,Is_Sarcasm
"everything is punjabi about this tempat. be it food, music or suasana. the food would satisfy a palate craving the rasa of the dhabas of punjab. makki ki roti te sarson ka saag and daal makhani are a wajib dicoba!",everything is punjabi about this be it food music or suasana the food would satisfy palate craving the of the dhabas of punjab makki ki roti te sarson ka saag and daal makhani are wajib coba,1/13/2019 17:52,4,F&B,Positive,Rasa,No,No
"Selamat sore tolong diperbaiki lg tentang system dari aplikasinya agar supaya lebih nyaman lagi bagi pengguna yaitu tentang melihat saldo yg sudah cair apa blom tanpa harus menunggu e-mail agar fitur yang lebih canggih bisa membuat lebih nyaman contohnya seperti gofood, grabfood & maxxfood sudah ada fitur melihat data transaksi dan saldo serta bs mengetahui pukul berapa dana tersebut cair ke rekening kita. Sekian terima kasih",selamat sore tolong baik lg system aplikasi nyaman guna saldo cair blom tunggu mail fitur canggih nyaman contoh gofood grabfood maxxfood fitur data transaksi saldo bs dana cair rekening sekian kasih,2021-11-08 16:09:20,3,F&B,Netral,Rasa,No,No
amazing suasana 💯♥️. just love the vibes of the cafe. hidden gem in busy tempat like gachibowli. peaceful cafe. the food was also amazing. pizza 10/10 (wooden cooked) pasta 10/10 (one of the perfectly cooked cheese pasta i have had in hyderabad) the drinks were also great and in short this tempat a must visit tempat. ♥️💯✌️🔥🍕,amazing suasana just love the vibes of the cafe hidden gem in busy like gachibowli peaceful cafe the food was also amazing pizza wooden cooked pasta one of the perfectly cooked cheese pasta have had in hyderabad the drinks were also great and in short this must visit,4/19/2019 0:21,5,F&B,Positive,Bentuk,No,No
"Penyok donk😢😢,,, tp kayanya kurirnya yg salah, padahal disitu ada tulisan jgn dibanting.....untung masih berfungsi dengan baik",penyok donk kaya kurir salah situ tulis jgn banting untung fungsi,unknown,2,Lainnya,Negative,Bentuk,No,No
"Bagus aplikasi nya membantu para marchent, tapi kalau boleh usul ke pelosok juga dibantu promosi nya agar banyak pelanggan juga",bagus aplikasi bantu marchent usul pelosok bantu promosi langgan,2022-12-17 21:45:36,3,F&B,Netral,Harga,No,No
"Sebenarnya iklan sangat membantu dalam penjualan cuman sayang terlalu mahal biaya perklik, seharusnya pihak gobiz bisa kerjasama dengan mitra merchant yang di mana biaya perklik 500 perklik jd sama 2 membantu namanya antara resto dan gobiz adalah partner kerja yg di mana seharusnya sama2 menguntungkan,jd semoga ke depannya gobiz bisa perbaiki dlm memberikan ikan atau diskon, sehingga antara resto dan gobiz bisa kerjasama dengan baik, semoga bermanfaat ulasan ini dan semoga di perhatikan",iklan bantu jual cuman sayang mahal biaya klik gobiz kerjasama mitra merchant biaya klik klik bantu nama resto gobiz partner sama2 untung moga depan gobiz baik dlm ikan diskon resto gobiz kerjasama moga manfaat ulas moga perhati,2024-03-29 12:07:12,2,F&B,Negative,Harga,No,No
"provider gak jelas !!, kenapa ga bisa koperatif jadi perusahaan, bikin kecewa pelanggan,, mau order dua minuman dan jarak ga terlalu jauh, tapi harus nunggu 1 jam lebih .,, makanya kalo potongan buat driver tuh jangan besar², jadi ga ada driver yg mau ambil !!.. kalo orang mau jahat pasti udah di acak² tuh system !!",provider tidak tidak koperatif usaha bikin kecewa langgan minum jarak tidak nunggu kalo potong driver tuh jangan tidak driver ambil kalo jahat udah acak tuh system,2026-03-05 22:42:17,1,F&B,Negative,Bentuk,Yes,No
Kalau bisa di menunya di kasih keterangan isinya apa aja,menu kasih terang isi,2020-05-24 10:15:22,3,F&B,Netral,Lainnya,No,No
Good place. Ahmad fajar layanan ok . Tks,good place ahmad fajar layan ok tks,2025-08-09T07:39:54.868Z,5,F&B,Positive,Lainnya,No,No
Pelayanan mas Zusup Susanto best,layan mas zusup susanto best,2026-02-01T11:04:10.587Z,5,F&B,Positive,Lainnya,No,No
BARANG RUSAK DIKIRIM!!!!!!,rusak,unknown,1,Otomotif,Negative,Lainnya,Yes,No
"tolong untuk grabmerchant tambahin fitur print struk,agar pelayanan resto kami semakin cepat.",tolong grabmerchant tambahin fitur print struk layan resto cepat,2021-11-14 00:27:10,3,F&B,Netral,Lainnya,No,No
sumpia nya enak,sumpia,unknown,5,F&B,Positive,Rasa,No,No
"Kenapa ya kok shopee begini amat 15 menit orderan masuk gak ada notifikasi , kasian drivernya kelamaan nungguin",shopee order tidak notifikasi kasi drivernya nungguin,2022-04-03 18:24:38,3,F&B,Netral,Lainnya,No,No
Barangnya sesuai dengan pesanan. Ok terima kasih,barang sesuai pesan ok kasih,unknown,5,Lainnya,Positive,Lainnya,No,No
pesanan sudah sampai dan tidak mengecewakan,pesan tidak kecewa,unknown,5,F&B,Positive,Lainnya,No,No
"enak rasanya, crispy",crispy,unknown,5,F&B,Positive,Rasa,No,No
"order through zomato. i ordered egg noodles with chicken 65 meal box for makan siang and relished it thoroughly. i ordered veg fried rice with chicken 65 meal box for makan malam on same day. this was also pretty enak. i have ordered medium size for makan siang and the quantity was a fad bit more for one person., however small size box was apt for a single person. would love to order many more times from this tempat.",through zomato ordered egg noodles with chicken meal box for makan siang and relished it thoroughly ordered veg fried rice with chicken meal box for makan malam on same day this was also pretty have ordered medium size for makan siang and the quantity was fad bit more for one person however small size box was apt for single person would love to many more times from this,2/4/2019 21:38,5,F&B,Positive,Rasa,No,No
"Aplikasi teribet yg pernh saya temui. mau update menu. unggah foto dan text selelu di bilang konten tidak pantas. padahal foto milik pribadi, text juga ikan lele dan ayam goreng lalu tidak pantasnya dimana. orang jualan butuh biar cepet laku. memperbarui menu susah banget,aplikasi merchant lain udah laku 100 si oren masih di sibukan dengan konten tidak pantas.",aplikasi teribet pernh temu update menu unggah text selelu bilang konten tidak milik pribadi text ikan lele ayam goreng tidak pantas mana jual butuh biar cepet baru menu susah banget aplikasi merchant udah si oren sibuk konten tidak,2023-05-28 11:35:18,1,F&B,Negative,Lainnya,No,No
"penataan kurang bgus , makanan pada numplek",tata bgus makan numplek,Ordered on 25 February 2022,2,F&B,Negative,Rasa,No,No
Aplikasi lalod dan bunyi notifikasi pesanan tiba tibs hilang,aplikasi lalod bunyi notifikasi pesan tibs hilang,2024-01-09 17:20:18,1,F&B,Negative,Lainnya,Yes,No
bisa ga di tambah pembayaran gak hanya gopay .. kalau sudah di tambah ta kasih bintang full,tidak bayar tidak gopay ta kasih bintang full,2025-05-27 18:49:33,3,F&B,Netral,Harga,No,No
Belum di buka mudah&#34;an barang nya bagus packing rapi...tooop,belum buka mudah an bagus packing rapi tooop,unknown,5,Lainnya,Positive,Bentuk,No,No
rasa sei nya blm ada yg ngalahin,sei belum ngalahin,unknown,3,F&B,Netral,Rasa,No,No
"sebenarnya saya setia pakai aplikasi ini. gosend, gojek, gofood, gobox dan gocar. tp ketika cari alamat yg dituju selalu zonk, selalu hrs chat dengan drivernya utk mencari alamat yg dituju dengan pas dan benar. padahal itu bukan jalan baru atau kompleks baru dibangun, dah puluhan tahun. contoh : tujuan ke manglayang regency blok b2 no. 16 selalu ditunjukkan jalan ke blok c2. hallo....kejauhan dan kelewat juga.",setia pakai aplikasi gosend gojek gofood gobox gocar cari alamat tuju zonk hrs chat drivernya cari alamat tuju pas bukan jalan kompleks bangun dah puluh contoh tuju manglayang regency blok b2 no jalan blok c2 jauh lewat,2025-08-31 20:26:12,3,F&B,Netral,Bentuk,No,No
"had a worst experience today at barbq nation , gachhibowli, hyderabad rasa is not as good as remaining branches. non veg items seem to be frozen few days back then coocked, feels like a was while eating",had worst experience today at barbq nation gachhibowli hyderabad is not as good as remaining branches non veg items seem to be frozen few days back then coocked feels like was while eating,3/23/2019 17:00,1,F&B,Negative,Rasa,No,No
"Maaf admin ko setelah aplikasi di update yg Baru bukan nya nambah pelanggan tpi malah menurun yah,apa lagi sekarang aplikasi balik lagi yg lama,tambah menurun",maaf admin ko aplikasi update bukan nambah langgan turun yah aplikasi turun,2022-08-26 21:06:16,3,F&B,Netral,Lainnya,No,No
Barangnya original 👍. Gampang dipakai. Bahan kuat &amp; awet. Ada garasi resmi. Hemat listrik ⚡. Desainnya bagus &amp; simpel 😍. Mutu terjamin SNI. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman 🙏. Packaging rapi. Respon penjualnya top.,barang original gampang pakai bahan kuat amp awet garasi resmi hemat listrik desain bagus amp simpel mutu jamin sni jual ramah banget proses pesan cepat packaging aman packaging rapi respon jual top,unknown,5,Lainnya,Positive,Bentuk,No,No
Kudu dicoba,kudu coba,2/17/2023,4,F&B,Positive,Lainnya,No,No
"Kardus rusak, packing jelek",kardus rusak packing jelek,unknown,2,Ibu & Bayi,Negative,Bentuk,Yes,No
"pelayanan di stasiun palmerah terlalu lama 15 menit lebih, padahal yang order cuman berapa orang doang, sedangkan aplikasi kenangan dilokasi stasiun palmerah juga tutup",layan stasiun palmerah cuman doang aplikasi kenang lokasi stasiun palmerah tutup,2026-04-09 08:48:06,3,F&B,Netral,Lainnya,No,No
Sangat disayangkan. Tempat bagus . Pelayanan sangat buruk,sayang bagus layan buruk,2019-10-13T05:24:42.167Z,1,F&B,Negative,Bentuk,Yes,No
"petunjuk pemasangan tidak lengkap, barang tidak ready to use ... perbaikan di service center juga lama",tunjuk pasang tidak lengkap tidak ready to use baik service center,unknown,2,Lainnya,Negative,Lainnya,No,No
"pelayanan makin parah , piring bekas org yg sudah selesai makan tidak diangkat , kami datang juga tidak dikasih menu , harus dipanggil baru dilayani , pdahal pelayan duduk2 santai dikasir semua .",layan parah piring bekas org selesai makan tidak angkat tidak kasih menu panggil layan pdahal layan duduk2 santai kasir,2024-12-15T09:54:18.142Z,1,F&B,Negative,Lainnya,Yes,No
#cs irma,cs irma,2026-01-26T12:22:49.669Z,5,F&B,Positive,Lainnya,No,No
"Jangan update versi terbaru, bug kalau pindah halaman lewat navigasi bar yang dibawah, halaman cuman tampil setengah. Ga bisa liat orderan diterima dan berlangsung",jangan update versi baru bug pindah halaman navigasi bar bawah halaman cuman tampil tidak liat order terima,2024-02-06 13:59:39,1,F&B,Negative,Lainnya,No,No
Gila ya gojek januari februari orderan lg anyep rating resto saya malah diturunin dari gojeknya.. jd tambah anyep lah..,gila gojek januari februari order lg anyep rating resto diturunin gojek anyep,2024-03-25 23:31:09,3,F&B,Netral,Lainnya,No,No
"kacau ih, masa ngga ada pasang promo apapun tiba tiba ada promo yang ditanggung mitra usaha, bukannya untung malah jadi rugi banget tolong dong gojek umkm untung ngga seberapa masa dikuras begitu potongannya",kacau ih tidak pasang promo apa promo tanggung mitra usaha untung rugi banget tolong gojek umkm untung tidak kuras potong,2025-06-29 23:08:43,1,F&B,Negative,Harga,No,No
Produkt qualitas bagus. Sesuai discribsi. terima kasih,produkt qualitas bagus sesuai discribsi kasih,unknown,5,Lainnya,Positive,Bentuk,No,No
kenapa ketika temen saya mau pesen dari jarak 6km sata di cari nama resto saya tidak di temukan?? heran sama grab gmn systemnya... ampesekarng belum bisa.. tolong i di perbaiki lagi,temen sen jarak 6km sata cari nama resto tidak temu heran grab gmn systemnya ampesekarng belum tolong baik,2021-06-06 21:18:58,3,F&B,Netral,Lainnya,No,No
"Aplikasi masih semrawut. Menu cuma 4 macam aja mau nambah menu ribet telp ke cs eh ujung2nya mesin otomatis yg angkat. Ga seperti awal2 promoin penanggung jwab area aktif banget nge wa. Giliran udah aktif dan nanya2. Wa udah dihapus, email jg g direspon.",aplikasi semrawut menu nambah menu ribet telp cs eh ujung2nya mesin otomatis angkat tidak awal2 promoin tanggung jwab area aktif banget nge wa gilir udah aktif nanya2 wa udah hapus email direspon,2021-11-09 11:32:57,3,F&B,Netral,Harga,No,No
"Blm bisa aupdate menu sendiri yg lain udh pd bisa knp ga semua nya kok pilih"" sempurnain bru bs naik bintang nya",belum aupdate menu pd knp tidak pilih sempurnain bru bs bintang,2021-11-06 05:26:16,3,F&B,Netral,Lainnya,No,No
saya kira cuman sekali ada kendala terkait go food ternyata sama aja . sudah berkali kali saya pesan gofod selalu bermasalah terjait driver. padahal banyak driver yg berada di pinggir jalan sedang duduk². tolong diperbaiki ya 🙏🏻,cuman kendala kait go food kali gofod masalah terjait driver driver pinggir jalan duduk tolong baik,2026-03-22 13:25:25,1,F&B,Negative,Lainnya,No,No
"Kenapa saya gk bisa buat menu hidangan,.. Gimana mana jualan",tidak menu hidang gimana jual,2023-08-31 10:19:01,2,F&B,Negative,Lainnya,No,No
ini jg sy tdk rekomend krn body sy tinggi jd klu dpke pendek sy gak nyaman & klu berkeringat itu basah banget spt disiram air ini mungkin krn bahanya yg sutra jpg..oy tangannya jg pendek bingit...maaf y,sy tidak rekomend body sy tinggi klu dpke pendek sy tidak nyaman klu keringat basah banget spt siram air bahanya sutra jpg oy tangan pendek bingit maaf,unknown,2,Fashion,Negative,Bentuk,No,No
"Parah potongan admin merchant nya nyekek banget, masa total customer order 40rb eh pas udah di potong admin merchant sisa 26rb, udah gua itung2 kira2 potongan nya 35%. Buset udah kaya hidup di zaman VOC aja🤣🤣🤣🤣 di saat aplikasi ijo sebelah potongan nya 30% di sini doang potongan 35%. Viralin ah",parah potong admin merchant nyekek banget total customer 40rb eh pas udah potong admin merchant sisa 26rb udah gua itung2 kira2 potong buset udah kaya hidup zaman voc aplikasi ijo belah potong doang potong viralin ah,2023-03-30 08:29:44,1,F&B,Negative,Bentuk,Yes,No
driver pengantar makanan dan minuman gak ramah jadi kesel,driver antar makan minum tidak ramah kesel,2026-04-24 10:47:22,1,F&B,Negative,Rasa,No,No
"Lumayan enak, harga murah, hanya saja tampilan resto dari luar kurang representatif. Agak berantakan.",lumayan harga murah tampil resto representatif beranta,2018-07-22T16:11:45.567Z,3,F&B,Netral,Harga,No,No
"lokasi antarnya tdk terjangka ke rmh sy, odhal aplikasi lain sperti kfc yg dkt dgn domino msh bs antar",lokasi antar tidak jangka rmh sy odhal aplikasi sperti kfc dkt domino bs,2023-12-13 12:04:44,3,F&B,Netral,Lainnya,No,No
"Saya kasih bintang 3, saran buat apk ini ya aku bberapa kali pesen makanan cari driver ga nyangkut, waktu 1 jam nunggu, kalo bisa apk ini ya max 30 menit biar customer nunggu gak lama bisa order ulang kalo 1jam ga dpt driver d cancel mau pesen lagi males, keburu ilang lapernya",kasih bintang saran apk bberapa sen makan cari driver tidak nyangkut waktu nunggu kalo apk max biar customer nunggu tidak ulang kalo 1jam tidak dpt driver cancel sen males keburu ilang lapernya,2025-01-30 16:54:20,3,F&B,Netral,Rasa,No,No
"Pengemasan luar biasa baik, untuk rasa menurut saya lebih dominan ke rasa original atw rasa asli kuacinya mau varian rasa apapun. Soalnya rasanya kurang dominan dan kurang sedikit rasa asin juga, yang agak kerasa itu varian rasa rumput laut. Untuk yang lain nya menurut saya kurang mendominasi rasanya, lebih ke original sih.",emas dominan original atw asli kuaci varian apa dominan asin rasa varian rumput laut dominasi original,unknown,4,F&B,Positive,Rasa,No,No
Tolong perbaiki appnya...kok region di Singapore..ga bisa dirubah ya ??,tolong baik appnya region singapore tidak rubah,2022-11-30 15:36:11,3,F&B,Netral,Lainnya,No,No
JANGAN MAU BELI DI SINI. CEK REVIEW PENJUALAN NYA BANYAK YG RUSAK DI KIRIM. SAYA KORBAN JUGA. CEK FOTO BARANG YANG SAYA ORDER. SUPAYA YANG LAIN TIDAK JADI KORBAN.. KACAU TOKO INI MENJUAL BARANG RUSAK.,jangan cek review jual rusak korban cek tidak korban kacau toko jual rusak,unknown,1,Elektronik,Negative,Lainnya,Yes,No
"konsumen bayar pakai shoppee paylater, transaksi masuk, besoknya pencairan ga masuk, ini hari kelima, gimana ini, uang buat belanja ga ada.,😠😠😠😠😠😠",konsumen bayar pakai shoppee paylater transaksi besok cair tidak gimana uang belanja tidak,2025-11-29 11:01:33,1,F&B,Negative,Harga,No,No
u went here as i heard their haleem was great. but unfortunately they serve haleem only during ramzan. this tempat is great for kebabs. biriyani is great too. the porsi size is quite huge.,went here as heard their haleem was great but unfortunately they serve haleem only during ramzan this is great for kebabs biriyani is great too the porsi size is quite huge,9/16/2018 14:55,3,F&B,Netral,Rasa,No,No
"Stop kontak kurang banyak, 2 di depan cafe dan 1 di ruang ulang tahun dan tidak ada fasilitas wifi di sini. Tidak direkomendasikan untuk makan sambil mengerjakan tugas.",stop kontak cafe ruang ulang tidak fasilitas wifi tidak rekomendasi makan tugas,2019-10-06T11:09:05.786Z,3,F&B,Netral,Lainnya,No,No
"it's not good,earlier it was good ,but today food is not good",it not good earlier it was good but today food is not good,10/6/2018 21:31,2,F&B,Negative,Lainnya,No,No
Min saya udah daftar restaurant saya di gofood knp prosesnya lama banget ya klo bisa di percepat biar restaurant saya bisa melalui gofood...,min udah daftar restaurant gofood knp proses banget klo cepat biar restaurant gofood,2020-03-04 14:19:53,3,F&B,Netral,Lainnya,No,No
"good tempat to chill out , lots of space the suasana is very nice live music , menu has lots of tea and coffee options , tastes good , a little on the mahal side , varieties of coffee also displayed",good to chill out lots of space the suasana is very nice live music menu has lots of tea and coffee options tastes good little on the mahal side varieties of coffee also displayed,7/1/2018 16:59,4,F&B,Positive,Rasa,No,No
"visited glass onion a month back. the restoran is very close to office, inside premises of emmar boulder hills. we went with office colleagues on a celebration treat. suasana was really good. we had experience of both indoor and outdoor dining. outdoor dining truly outscored indoor experience. food was good but a bit higher on the harga looking at porsi size. we ordered mediterranean platter, bruschetta for vegetarians. the mocktails were nice. it was couple of days before elections and apparently alcohol was not to be served. what really impressed me was that they followed rules. that's really good to see. for main course we ordered a north indian combo, a very customised pasta and couple more things. they tasted good. deserts were good but served delayed. overall nice experience.",visited glass onion month back the restoran is very close to office inside premises of emmar boulder hills we went with office colleagues on celebration treat suasana was really good we had experience of both indoor and outdoor ning outdoor ning truly outscored indoor experience food was good but bit higher on the harga looking at porsi size we ordered mediterranean platter bruschetta for vegetarians the mocktails were nice it was couple of days before elections and apparently alcohol was not to be served what really impressed me was that they followed rules that really good to see for main course we ordered north indian combo very customised pasta and couple more things they tasted good deserts were good but served delayed overall nice experience,5/12/2019 5:13,4,F&B,Positive,Rasa,No,No
"#foodengineeringg #ramadanspecial #reviewmode bbbq nation has come up with all new dawat -e - ramadan where they've bought in few of the best street foods of ramadan which really makes one visit and satisfying their foodie soul's! i was pretty excited to try out their ramadan special menu and the moment i enter i see a big raan marinated well on the pan and sizzling hot mutton chops searing on ghee! that view enticed me and i just walked toward it to see that beauty happening. i couldn't menunggu to try that super appetising chops and enak raan! besides they also got chicken shawarma and mutton haleem which is another different delicacy storyline... i had to take a big bowl of haleem with some birista and dash of lemon squeez and final touch with two spoons of ghee. yes that's my style! 😉 i walked to see few more exciting dishes and i found the legendary badami gosht! yes just the glance of it made my mouth water and besides murgh mussalam was also calling me with its own aroma, that spread of cream on it made it look like show stopper and make anyone try and lick their fingers... cannot miss thier gosht biryani 😋 one fine plate of heaven where every spice and meat married so well. perfectly tender meat and soft and fragrant basmati with a touch of ghee! only because of the rasa and being foodie i had two rounds of everything and was full... but there's always a another stomach for kulfi! pan-pista-malai, voila!",foodengineeringg ramadanspecial reviewmode bbbq nation has come up with all new dawat ramadan where they ve bought in few of the best street foods of ramadan which really makes one visit and satisfying their foodie soul was pretty excited to try out their ramadan special menu and the moment enter see big raan marinated well on the pan and sizzling hot mutton chops aring on ghee that view enticed me and just walked toward it to see that beauty happening couldn tunggu to try that super appetising chops and raan besides they also got chicken shawarma and mutton haleem which is another different delicacy storyline had to take big bowl of haleem with some birista and dash of lemon squeez and final touch with two spoons of ghee yes that my style walked to see few more exciting dishes and found the legendary badam gosht yes just the glance of it made my mouth water and besides murgh mussalam was also calling me with its own aroma that spread of cream on it made it look like show stopper and make anyone try and lick their fingers cannot miss thier gosht biryani one fine plate of heaven where every spice and meat married so well perfectly tender meat and soft and fragrant basmati with touch of ghee only because of the and being foodie had two rounds of everything and was full but there always another stomach for kulfi pan pista malai voila,5/23/2019 15:31,5,F&B,Positive,Rasa,No,No
Mau daftar aja susah. Ribet ngak user friendly. Ux ui nya tidak mudah di pahami padahal mau daftar jadi mitra grabfood bikin pusing,daftar susah ribet ngak user friendly ux ui tidak mudah paham daftar mitra grabfood bikin pusing,2022-09-22 12:28:28,2,F&B,Negative,Lainnya,No,No
"barang sesuai, packing aman, cepat sampai.",sesuai packing aman cepat,unknown,5,Kesehatan & Kecantikan,Positive,Lainnya,No,No
usually i order the same shake from this tempat it used to be so good. today i felt that the whipped cream being added had very bad smell and rasa. couldn't finish even half of it.,usually the same shake from this it used to be so good today felt that the whipped cream being added had very bad smell and couldn finish even half of it,8/29/2018 18:01,3,F&B,Netral,Rasa,No,No
"Menu KANGKUNG NGEBUL itu yg sangat berkesan. Terlihat khan. Kangkung Ngebul yg ""berasap""",menu kangkung ngebul kesan khan kangkung ngebul asap,2019-05-18T00:59:43.142Z,5,F&B,Positive,Rasa,No,No
"Server padat merayap dan sedang diperbaiki sempai waktu yang tidak bisa ditentukan, sampai kapan ya min?apa ada solusi lain?ada order masuk jadi tidak bisa Terimakasih min, mohon bantuannya",server padat rayap baik sempai waktu tidak tentu min solusi tidak terimakasih min bantu,2019-09-17 18:50:17,3,F&B,Netral,Lainnya,No,No
this tempat is best for ordering food and parcelling it. this tempat has no much suasana. they have the best chicken biryani especially the 600/- pack..... and is sepadan it!! majestic chicken and tandoori chicken are good ones!!,this is best for ordering food and parcelling it this has no much suasana they have the best chicken biryani especially the pack and is padan it majestic chicken and tandoori chicken are good ones,6/8/2018 15:08,4,F&B,Positive,Bentuk,No,No
TOLONG UPDATE BERI TOMBOL UNTUK MELAPORKAN DRIVER YANG TIDAK MENGAMBIL PESANAN TAPI MERCHANT YANG HARUS CANCEL... BERI EFEK JERA SUAPAYA MERCHANT TIDAK TERLALU DIRUGIKAN... KARNA CUSTOMER BEDA2 .. BANYAK MERCHAN YG MENGALAMI PESANAN UDAH JADI SIAP DIANTAR MALAH DRIVER TIDAK MENGAMBIL PESANAN.. DITELPON DICHAT KAGA DI BALES DAN TIDAK MAU MENCANCEL PESANAN TERSEBUT.. DAN MERCHANT PUN YG DIRUGIKAN..,tolong update tombol lapor driver tidak ambil pesan merchant cancel efek jera suapaya merchant tidak rugi customer beda2 merchan alami pesan udah antar driver tidak ambil pesan telpon dichat kaga bales tidak mencancel pesan merchant rugi,2025-03-20 23:21:24,1,F&B,Negative,Lainnya,No,No
"buat gofood jangan asal ganti driver dong. saya udah chat panjang lebar ke driver soal titik antar, drivernya malah ganti seenaknya jadi harus ketik dan jelasin ulang. yang bener lain kali sistemnya jgn buat pusing",gofood jangan ganti driver udah chat lebar driver titik drivernya ganti ketik jelasin ulang bener sistem jgn pusing,2025-10-05 13:23:23,3,F&B,Netral,Rasa,No,No
"Tempatnya bagus, pelayanannya perlu ditingkatkan lagi, pasti lebih baik.",tempat bagus layan tingkat,2020-02-23T14:03:54.914Z,3,F&B,Netral,Bentuk,No,No
"Tempatnya luas, sangat ramai pengunjung. Datang disambut oleh staff perempuan dibimbing ke tempat duduk di semi outdoor, namun tiba2 menghilang tidak diantar sampai tempat duduknya. Kami kebingungn karena disana ada beberapa meja yg ada isinya, dan semua meja yg kosong masih ada piring kotornya bekas pengunjung sebelumnya. Alhasil duduklah di salah satu meja tsb. Sudah bilang 3x dan ke 3 staff yg berbeda untuk minta tolong dibersihkan dan ingin pesan. Namun tidak ada 1 staffpun yg menghampiri. Dan anehnya malah dia bersihin meja yg tidak ada pengunjung yg duduk. Sudah terlanjur kesal akhirnya kami pulang lagi🤧. Kalau boleh saran itu staff2nya bisa ditraining lagi supaya lebih cekatan. Jumlah staffnya terlalu sedikit untuk kapasitas pelanggan yg besar",tempat luas ramai unjung sambut staff perempuan bimbing duduk semi outdoor tiba2 hilang tidak antar duduk kebingungn sana meja isi meja kosong piring kotor bekas unjung alhasil duduk salah meja tsb bilang 3x staff beda tolong bersih tidak staffpun hampir aneh bersihin meja tidak unjung duduk lanjur kesal pulang saran staff2nya ditraining cekat staffnya kapasitas langgan,2022-07-30T23:34:22.787Z,1,F&B,Negative,Bentuk,Yes,No
"dari 2 apk food lainnya, cuma shopee yg drivernya sering checklist sdh sampai resto pdhl masih dirumah, kdg ditelfon pun kaya br bgn tdr. yang disayangkan gabisa liat lokasi real time driver kdg sbg resto bingung mau req ganti driver tp takut driver sblmnya yg tdk dapat dihubungi sdg dijalan, ga diganti customer kelamaan nunggu, dr dlu sllu sy komplain soal ini tp gaada kemajuan pdhl potongan food paling besar dr 2 apk lainnya. helloowww",apk food shopee drivernya checklist resto pdhl rumah kdg ditelfon kaya br bgn tdr sayang gabisa liat lokasi real time driver kdg sbg resto bingung req ganti driver takut driver sblmnya tidak hubung sdg jalan tidak ganti customer nunggu dr dlu sllu sy komplain gaada maju pdhl potong food dr apk helloowww,2026-01-25 01:48:34,1,F&B,Negative,Bentuk,Yes,No
Fitur Terbaik:bagus Sepadan dengan Harga:sesuai Barang cepat sampai cuma 3 hari. Kurir nya jg ramah,fitur baik bagus padan harga sesuai cepat kurir ramah,unknown,5,Lainnya,Positive,Harga,No,No
"Tolong dong GPS ny di perbaiki lg ,jdi lebih detail gtu masa klo mau nentuin titik lokasi buat mesen gofood ga ad sdgkan klo mau pesen goride ada , gmna sih",tolong gps ny baik lg jdi detail gtu klo nentuin titik lokasi mesen gofood tidak ad sdgkan klo sen goride gmna,2025-03-07 19:17:07,3,F&B,Netral,Bentuk,No,No
"waste of time and money. starters served cold, main course was just on margin, very poor pelayanan, i repeate very poor pelayanan, too much of time taken by them to arrive at your tempat.",waste of time and money starters served cold main course was just on margin very poor layan repeate very poor layan too much of time taken by them to arrive at your,2/9/2019 0:13,1,F&B,Negative,Lainnya,No,No
Update versi 4.35 terbaru kok tambah error tidak muncul indikator aplikasi grab merchant di atas layar hp.,update versi baru error tidak muncul indikator aplikasi grab merchant layar hp,2021-09-25 11:58:59,3,F&B,Netral,Bentuk,No,No
"saat mau delivery, agak lemot gak bisa save alamat",delivery lot tidak save alamat,2024-08-21 13:03:57,3,F&B,Netral,Lainnya,No,No
"Mau jual pulsa ke pembeli selalu transaksi dalam proses dan prosesnya lama sering kali pembeli tidak sabar dan tidak jadi beli sedangkan transaksi tidak dapat di batalkan dan beberapa jam kemudian transaksi berhasil dan pulsa terkirim ke yang tidak jadi beli tadi, rugi dong saya kalo begini terus.",jual pulsa beli transaksi proses proses beli tidak sabar tidak transaksi tidak batal transaksi hasil pulsa kirim tidak rugi kalo,2024-02-28 18:22:14,1,F&B,Negative,Lainnya,No,No
"mantab, pas banget buat jadi hampers lebaran. thank you",mantab pas banget hampers lebaran thank you,unknown,5,F&B,Positive,Bentuk,No,No
follow my ig pinkpesco cafe di bandung yang udah lama hits gara ada airnya cocok buat lunch dinner atau sekedar nongki berjam sayangnya waktu aku kesana ujan terus jadi ga bisa duduk di poolnya tempatnya sendiri luas tapi ternyata bagian poolnya kecil ada 2 lantai di lantai atas ternyata cukup luas dan ada live musicnya untuk makanan surprisingly enaak loh aku cobain croissant con carne croissant yang flaky tp lembut dipadukan dengan bolognese sauce telur mayo dan sayuran creamy ngeblend rasanya dan ga eneg side dishnya ada kentang goreng yang cukup banyak dan garing temenku pesen pasta dan dia juga bilang enak untuk harga emang agak pricey kalo menurutku tapi masih sebanding sih dengan rasa dan tempat,follow my ig pinkpesco cafe bandung udah hits gara air cocok lunch dinner dar nongki jam sayang waktu kesana ujan tidak duduk poolnya tempat luas poolnya lantai lantai luas live musicnya makan surprisingly enaak loh cobain croissant con carne croissant flaky lembut padu bolognese sauce telur mayo sayur creamy ngeblend tidak eneg side dishnya kentang goreng garing temenku sen pasta bilang harga emang pricey kalo turut banding,unknown,3,F&B,Netral,Rasa,No,No
