Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag
"Saran, dikasih logo/tulisan 1more di silikon nya, terus untuk indikator charge dikasih lubang biar keliatan jelas ngecas/ngga. Overall puas sama barangnya.",saran kasih logo tulis 1more silikon nya terus indikator charge kasih lubang biar liat jelas ngecas tidak overall puas sama barang,unknown,5,Elektronik,Positive,Lainnya,No
"Sudah diperbaiki servicenya. Pesan makanan 19.42, makanan datang 19.57 luar biasa!",baik servicenya makan makan luar biasa,2026-03-15T12:56:26.114Z,5,F&B,Positive,Rasa,No
a roadside eatery to satiate sudden cravings for maggi after office hours. can't vouch for the hygiene of the tempat but it serves some really good variants of maggi. fried maggi is highly recommend especially with extra cheese and butter add-ons. 😋,roadside eatery to satiate sudden cravings for maggi after office hours can vouch for the hygiene of the tempat but it serves some really good variants of maggi fried maggi is highly recommend especially with extra cheese and butter add ons,1/4/2019 22:56,4,F&B,Positive,Lainnya,No
it was delivered 25 min late,it was delivered min late,7/8/2018 16:24,2,F&B,Negative,Lainnya,No
Dapat banyak promo gofood.. sangat bermanfaat,banyak promo gofood sangat manfaat,2026-01-29 18:49:42,5,F&B,Positive,Harga,No
"skrng lama bgt dpt drivernya kalau pesen gofood pake pengiriman biasa. giliran pake yg instan langsung dpt driver. sorry mau ganti aja pake shopeefood, murah, banyak promo, cepet, gesit!",skrng lama banget dpt drivernya kalau sen gofood pake kirim biasa gilir pake instan langsung dpt driver sorry mau ganti pake shopeefood murah banyak promo cepet gesit,2026-04-20 10:22:27,1,F&B,Negative,Harga,No
not good,not good,6/29/2018 8:39,2,F&B,Negative,Lainnya,No
WARNA TIDAK SESUAI DGN PERMINTAAN,warna tidak sesuai minta,unknown,1,Kerajinan & Pesta,Negative,Bentuk,Yes
@505_AJISAKHA Oke sekarang infokan promo fore bang.,ajisakha oke info promo fore bang,Mon Feb 24 13:44:08 +0000 2025,3,F&B,Neutral,Harga,No
"baru cobain cinroll nya bittersweet, tp ko rotinya ky roti kering ya, asli keras bgt.. tolong apa ini emang begini tekstur nya, krn harusnya cinroll kan lembut",baru cobain cinroll nya bittersweet ko roti ky roti kering asli keras banget apa emang begini tekstur nya harus cinroll kan lembut,unknown,2,F&B,Negative,Rasa,No
pertama masuk langsung kagok tempat apaan ini sangat gimmick sekali kayak sebelahnya karnivor tapi benarbenar kontras disini kayak loveable caring pokoknya sifatsifat yang lemah lembut konsepnya rumah jadi emang pinter2 nyari ruangan yang nyaman aja dapat ruangan kamar tidur di sini dan lumayan senang untuk makanan nyobain pasta teman dan nasi goreng yang udangnya besarbesar overall enak makanannya justified dengan harganya tapi disini all time favoritenya adalah desserts pertama dessertnya tampillannya menggoda selera banget lupa pesan dessertnya apa tapi pancake coklat depannya ynes kalau gak salah isinya marshmellow semua plus masih anget plus lagi manisnya nendang sangat tidak direkomendasikan bagi orang diabetes tapi bagi yang tidak diabetes silakan nikmati surga dunia ya,pertama masuk langsung kagok tempat apa sangat gimmick sekali kayak belah karnivor benarbenar kontras sini kayak loveable caring pokok sifatsifat lemah lembut konsep rumah jadi emang pinter2 nyari ruang nyaman ruang kamar tidur lumayan senang makan nyobain pasta teman nasi goreng udang besarbesar overall enak makan justified harga sini all time favoritenya desserts pertama dessertnya tampillannya goda selera banget lupa dessertnya apa pancake coklat depan ynes kalau tidak salah isi marshmellow semua plus anget plus manis nendang sangat tidak rekomendasi orang diabetes tidak diabetes sila nikmat surga dunia,unknown,5,F&B,Positive,Rasa,No
respon seller lama...chat seller ga pernah d balas,respon seller lama chat seller tidak pernah balas,unknown,2,Lainnya,Negative,Lainnya,No
kenapa selalu susah dapat driver buat gofood ya?,selalu susah driver buat gofood,2026-03-29 20:47:17,3,F&B,Neutral,Lainnya,No
"Kopi sayang enak oke, utk tempat oke, bagus pelayanan,",kopi sayang enak oke tempat oke bagus layan,2025-10-29T16:47:48.036Z,5,F&B,Positive,Rasa,No
"Kok daftar susah ya,buat aktifasi sms kga ke kirim2",kok daftar susah buat aktifasi sms kga kirim2,2017-07-31 09:29:43,3,F&B,Neutral,Lainnya,No
kenapa ya gofood sekarang susah banget untuk dapat driver?,gofood susah banget driver,2026-03-31 20:22:13,3,F&B,Neutral,Lainnya,No
"Hier gestopt voor lunch. Op zich goed eten, maar sfeer niet gezellig",hier gestopt voor lunch op zich goed eten maar sfeer niet gezellig,2024-08-08T05:18:29.632Z,3,F&B,Neutral,Lainnya,No
tas nya kurang bagus .. how how,tas nya kurang bagus how how,unknown,2,Fashion,Negative,Bentuk,No
seller annoying,seller annoying,unknown,2,Lainnya,Negative,Lainnya,No
"suara ok, barang nyampe dengan aman cm agak kuatir krn tidak bisa lacak kurir....",suara nyampe aman cm kuatir tidak lacak kurir,unknown,2,Lainnya,Negative,Bentuk,No
"if you love spicy food enrich with rasa and good kualitas then this is the bestest tempat to have your food , must wajib dicoba is afgaani chicken and fry biryani ❤️ and and kaju paneer as well ✌🏻",if you love spicy food enrich with rasa and good kualitas then this is the bestest tempat to have your food must wajib coba is afgaani chicken and fry biryani and and kaju paneer as well,4/19/2019 14:27,5,F&B,Positive,Rasa,No
"segel beda, seharusnya segel sein seperti yg kecil. seller kurang paham instruksi, seperti barang repack",segel beda segel sein kecil seller kurang paham instruksi repack,unknown,3,Elektronik,Neutral,Bentuk,No
gua disini cmn minum doang dan satu minuman sekitar 3025 caramel machiato kurang enak dan ice green tea latte bnr bnr gaenak bgt sampe gabisa diminum saking enegnya itu kyk pepsodent gt rasanya klo ice chocolate sih enak pelayanannya bagus tempat nya enak,gua sini cmn minum doang satu minum caramel machiato kurang enak ice green tea latte bnr bnr gaenak banget sampe gabisa minum saking enegnya kyk pepsodent gt rasa klo ice chocolate enak layan bagus tempat nya enak,unknown,5,F&B,Positive,Rasa,No
"the tempat should be visited when only having good biryani is your priority and not the ambiance, hospitality or hygiene. we visited the tempat with office colleagues for makan siang. the food tastes average other than the biryani which is simply awesome. we ordered tandoori chicken, chicken hariyali kabab, adarika chicken tikka, chicken & mutton biryani, double ka meetha. had sweet paan in the end.",the tempat should be visited when only having good biryani is your priority and not the ambiance hospitality or hygiene we visited the tempat with office colleagues for makan siang the food tastes average other than the biryani which is simply awesome we ordered tandoori chicken chicken hariyali kabab adarika chicken tikka chicken mutton biryani double ka meetha had sweet paan in the end,10/6/2017 11:02,3,F&B,Neutral,Rasa,No
enak bngtt snacktoknyaa mana aku belinya saturb dapeet dua lagiii sneng bngttt,enak bngtt snacktoknyaa mana beli saturb dapeet lagiii sneng bngttt,unknown,5,F&B,Positive,Rasa,No
"Saya sebelumnya ambil paket unlimited 14k / 4 minggu, ternyata penawaran diskon di grabfood, maximum hanya 50% (45% plus diskon ongkir) itupun dengan minimal pembelian 50k, sedang akun milik beberapa teman yang hanya ambil unlimited 9k / 2 minggu, penawaran diskon grabfood 56% untuk pembelian hanya di minimal 40k, kok bisa beda???",belum ambil unlimited 14k nyata tawar diskon grabfood maximum plus diskon ongkir itu minimal beli 50k sedang akun milik beberapa teman ambil unlimited 9k tawar diskon grabfood beli minimal 40k kok beda,2026-02-05 17:16:55,3,F&B,Neutral,Harga,No
Kecewa jahitanya gak rapih trus itu peganganya amburadul...,kecewa jahitanya tidak rapih trus peganganya amburadul,unknown,2,Fashion,Negative,Bentuk,Yes
barang rusak di kirim,rusak,unknown,1,Elektronik,Negative,Lainnya,Yes
"the worst experience. we told them that we'll be unlocking zomato gold and they said yes. come the bill without gold benefits... then they started arguing with us that we didn't tell them about zomato gold. p.s.: don't order pasta here , or maybe do if you like sloppy goo.",the worst experience we told them that we ll be unlocking zomato gold and they said yes come the bill without gold benefits then they started arguing with us that we didn tell them about zomato gold don pasta here or maybe do if you like sloppy goo,5/4/2019 19:50,1,F&B,Negative,Bentuk,No
"Good food, but no local cuisine",good food but no local cuisine,2019-10-10T13:14:01.330Z,3,F&B,Neutral,Lainnya,No
porsi size is very less! and the rasa? don't even ask! totally a waste of money!,porsi size is very less and the rasa don even ask totally waste of money,5/14/2018 18:28,1,F&B,Negative,Rasa,No
"sudah terima barang,,,walaupun Peking kurang sempurna ada penyok dalam pengiriman tapi masih bisa diperbaiki realpice dan berfungsi semua aslilohhh",walaupun peking kurang sempurna penyok kirim baik realpice fungsi semua aslilohhh,unknown,2,Lainnya,Negative,Bentuk,No
enak and timely delivery! dont miss the roomali shawarmas! im on a business trip to hyderabad and this shawarma kept me company while i worked into the night.,enak and timely delivery dont miss the roomali shawarmas im on business trip to hyderabad and this shawarma kept me company while worked into the night,4/29/2019 7:59,5,F&B,Positive,Rasa,No
"visited this tempat a couple of times.. i’ve experienced great pelayanan and kualitas.. however, i felt they’ve less options in buffet when compared to other restaurants.. overall a pengalaman baik!",visited this tempat couple of times ve experienced great layan and kualitas however felt they ve less options in buffet when compared to other restaurants overall alam baik,6/19/2018 15:24,3,F&B,Neutral,Bentuk,No
cakenya bikin ketagihan...,cakenya bikin tagih,unknown,3,F&B,Neutral,Harga,No
"wanted to have some good authentic andhra food and ulavacharu didn’t disappoint me , loved the food even though it was a bit spicy . the masam vedupu pulao and the masam miriyala are a wajib dicoba here , the andhra kodi kura didn’t quite live up to my expectations though . ended the meal with the rajahmundry rose milk which also ticked the box .pelayanan was fantastic throughout.overall enjoyed my experience here and would recommend this tempat to people looking for spicy authentic andhra food . cheers ! p.s- extra points for the motichur ladoo they gave us as a welcome snack .",wanted to have some good authentic andhra food and ulavacharu didn disappoint me loved the food even though it was bit spicy the masam vedupu pulao and the masam miriyala are wajib coba here the andhra kodi kura didn quite live up to my expectations though ended the meal with the rajahmundry rose milk which also ticked the box layan was fantastic throughout overall enjoyed my experience here and would recommend this tempat to people looking for spicy authentic andhra food cheers extra points for the motichur ladoo they gave us as welcome snack,1/19/2019 21:05,4,F&B,Positive,Rasa,No
"gila bgt, pesen grabfood makin kesini makin gk jelas padahal resto deket tp nyampe sejam lebih gk dianter malah kadang setengah jam lebih gk dpt"" drivernya gila kali yaa makin males make grab skrg",gila banget sen grabfood makin kesini makin tidak jelas padahal resto deket nyampe jam lebih tidak anter malah kadang tengah lebih tidak dpt drivernya gila kali yaa makin males make grab skrg,2025-07-21 21:57:18,3,F&B,Neutral,Lainnya,No
dirty chicken tikka masala...u cooked sand along with chicken,dirty chicken tikka masala cooked sand along with chicken,8/2/2018 0:06,1,F&B,Negative,Lainnya,No
aku yg salah sih ga sesuai ekspektasi,salah tidak sesuai ekspektasi,unknown,3,F&B,Neutral,Lainnya,No
Mantabb thanks .. 1 hari sampai,mantabb terima kasih,unknown,5,Lainnya,Positive,Lainnya,No
excellent tempat to party great corporate offer for makan siang and makan malam rooftop is awesome as big screen awesome food and drinks good and staf is good sunil who take care of our table... great tempat see u again,excellent tempat to party great corporate offer for makan siang and makan malam rooftop is awesome as big screen awesome food and drinks good and staf is good sunil who take care of our table great tempat see again,9/23/2018 2:36,5,F&B,Positive,Lainnya,No
paket mndarat dengan selamat.. kurir top... product the best,mndarat selamat kurir top product the best,unknown,5,Lainnya,Positive,Lainnya,No
"Semuanya oke, makanannya enak. Pelayanannya bagus",semua oke makan enak layan bagus,2025-12-12T13:49:37.398Z,5,F&B,Positive,Rasa,No
"we enjoy drinks and full of starters in veg and non veg. rooftop suasana really good. chicken 65, chicken pakoda, crispy corn was very good.",we enjoy drinks and full of starters in veg and non veg rooftop suasana really good chicken chicken pakoda crispy corn was very good,5/1/2019 12:08,4,F&B,Positive,Rasa,No
the treats were excellent; but i did not like the main dish; it was not fully cooked; other than that; the treats and pelayanan were very good.,the treats were excellent but did not like the main dish it was not fully cooked other than that the treats and layan were very good,unknown,3,F&B,Neutral,Lainnya,No
Alhamdulillah sampai meskipun datengnya lama trus juga mesin cuci nya aman berfungsi semua. Terima kasih buat admin nya🙏,alhamdulillah meski datengnya lama trus mesin cuci nya aman fungsi semua kasih buat admin nya,unknown,2,Lainnya,Negative,Lainnya,No
DS sukses Terima kasih atas kerjasamanya Sist,ds sukses kasih atas kerjasamanya sist,unknown,5,Lainnya,Positive,Rasa,No
Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan referal kode referral B01F84 saat registrasi. https://t.co/6vmIwwLFkV,coba aplikasi fore coffee dapat diskon beli pertama download masuk referal kode referral b01f84 registrasi,Wed Feb 26 12:57:10 +0000 2025,3,F&B,Neutral,Harga,No
"Bim di coba baru buka packing ,isi nya komplit . Smoga tdk ada masalah nanti di pakai. Brg Ori ,trima kasih",bim coba baru buka packing isi nya komplit smoga tidak masalah pakai brg original trima kasih,unknown,5,Lainnya,Positive,Bentuk,No
"tempat oke banget, keren",tempat oke banget bagus,2026-01-13T11:56:34.340Z,5,F&B,Positive,Lainnya,No
"Berfungsi dengan baik. Dapat flashsale harga murah, awalnya buat coba2 tapi ternyata oke. Bakal jadi andalan utk rebus telor.",fungsi baik flashsale harga murah awal buat coba2 nyata oke bakal jadi andal rebus telor,unknown,5,F&B,Positive,Harga,No
very salty,very salty,7/7/2018 13:58,3,F&B,Neutral,Lainnya,No
udh langganan banget kalo pengen dimsum langsung mluncur kesinii..,langgan banget kalo ken dimsum langsung mluncur kesini,3 hari lalu,4,F&B,Positive,Lainnya,No
"we ordered butter chicken, paneer makhani, dal makhani and mango lassi. the gravies had no distinctive rasa. they were overtly sweet and tasted nothing like the original dishes. the dal makhani was tolerable (but not good). since it's mango season, expected the mango lassi to be made of fresh ingredients (our fault for not checking). expected some semblance of authenticity after reading the reviews.",we ordered butter chicken paneer makhani dal makhani and mango lassi the gravies had no distinctive rasa they were overtly sweet and tasted nothing like the original dishes the dal makhani was tolerable but not good since it mango season expected the mango lassi to be made of fresh ingredients our fault for not checking expected some semblance of authenticity after reading the reviews,3/30/2019 13:38,1,F&B,Negative,Rasa,No
not upto the mark,not upto the mark,7/31/2018 22:23,1,F&B,Negative,Lainnya,No
ks bakers budget ramah anda rasa is fantanstic. .came with friends and family ..we loved it. .its home like i felt. .thank you ks bakers. ...,ks bakers budget ramah rasa is fantanstic came with friends and family we loved it its home like felt thank you ks bakers,11/20/2017 18:07,5,F&B,Positive,Rasa,No
"Rasaa makanannya enak, pelayannan nya baguss Maya",rasaa makan enak pelayannan nya baguss maya,2026-04-12T11:01:14.140Z,5,F&B,Positive,Rasa,No
"i'll be rating it as 3.5 stars than 4 stars. this tempat got good suasana and interior design. the pelayanan is good and even the starters are nice. the only tempat that it fails to impress is the main course, no matter which chicken curry u order they all rasa similar with slight change in the level of spice composition.",ll be rating it as stars than stars this tempat got good suasana and interior design the layan is good and even the starters are nice the only tempat that it fails to impress is the main course no matter which chicken curry they all rasa similar with slight change in the level of spice composition,2/19/2019 12:50,4,F&B,Positive,Rasa,No
the kokorec and sauced mussels of this branch next to the sea are quite good.,the kokorec and sauced mussels of this branch next to the sea are quite good,unknown,5,F&B,Positive,Lainnya,No
@shtpstngalready klo mau order fore/kopken bisa lewat aku wkwkwkkwkw,shtpstngalready klo mau fore kopken lewat wkwkwkkwkw,Wed Feb 26 07:31:52 +0000 2025,3,F&B,Neutral,Lainnya,No
"anjai akun gua kena saspen gara"" nungguin 1jam di lestoran ini",anja akun gua kena saspen gara nungguin 1jam lestoran,2025-01-20T15:43:16.923Z,1,F&B,Negative,Lainnya,No
"been to this tempat a few times before. known for its donuts also serves burgers, smoothies, coffee etc., had the big joy chicken burger (newly introduced) today along with iced coffee. the burger was pretty decent, not so great i would say. the iced coffee should have been more properly blended. my favourites at dunkin are burger - naughty lucy chicken burger ( 4/5 and for people who love cheese it is 4.5/5 ) donut - alive by chocolate (4.5/5) finally i would say the suasana is good - 4/5 ( nice hangout tempat near gachibowli ) food is decent with an exception for donuts (they are very good). so on the whole i would say 3.5/5 pelayanan - 4/5",been to this tempat few times before known for its donuts also serves burgers smoothies coffee etc had the big joy chicken burger newly introduced today along with iced coffee the burger was pretty decent not so great would say the iced coffee should have been more properly blended my favourites at dunkin are burger naughty lucy chicken burger and for people who love cheese it is donut alive by chocolate finally would say the suasana is good nice hangout tempat near gachibowli food is decent with an exception for donuts they are very good so on the whole would say layan,12/7/2017 0:25,3,F&B,Neutral,Lainnya,No
too late to serve,too late to serve,4/26/2018 19:36,3,F&B,Neutral,Lainnya,No
Barang lumayan oke tapi penyok sedikt di bawah dan gagang agak mengelupas. Mungkin lain kali bubble wrap untuk pancinya bukan kardusnya,lumayan oke penyok sedikt bawah gagang kelupas mungkin kali bubble wrap panci bukan kardus,unknown,2,Lainnya,Negative,Bentuk,No
tolong driver2 nya lebih di perhatikan orderan gofood pilih2 kurng Rama setiap order jrng yg ada kembalian ..,driver2 nya lebih perhati order gofood pilih2 kurng rama jrng kembali,2025-07-22 23:02:58,3,F&B,Neutral,Lainnya,No
"baguuss.. cmn beberapa foto makanan & minuman tidak ada,kenapa ya? tolong lengkapi dong fotonya🙏🏻biar semua orang tau🤌🏻ini jenis makanan apaa, minuman apaa😌🤌🏻🤌🏻gituu kalo misalnya gk ad kan gk tau yaa itu apa🤷‍♀️ya kan🙂 mending tambahin laahh😌💅🏻biar semua orang pada tau gitu loh😌🤌🏻ok😉👌🏻 untuk sementara segini, kalo udh di benerin 🤌🏻baru ku tambah lagi🙏🏻🗿 untuk sekarang gk dulu 🙏🏻😑bagus cmn ya gitu lah🙂🙂",baguuss cmn beberapa makan minum tidak lengkap foto biar semua orang tau jenis makan apaa minum apaa gituu kalo misal tidak ad kan tidak tau yaa apa kan mending tambahin laahh biar semua orang tau gitu loh gin kalo benerin baru ku tambah tidak dulu bagus cmn gitu,2026-04-12 14:50:11,4,F&B,Positive,Rasa,No
"ordered tropical sunrise sundae with chocolate syrup base, choco chips and fruit poison ice cream. both were mind blowing. fruit poison had exotic fruits like kiwi and strawberry and tasted really well. the tropical sundae had a cocoan and dark chocolaty after-rasa. they know their stuff well and i will prefer their items over cream stone for sure.",ordered tropical sunrise sundae with chocolate syrup base choco chips and fruit poison ice cream both were mind blowing fruit poison had exotic fruits like kiwi and strawberry and tasted really well the tropical sundae had cocoan and dark chocolaty after rasa they know their stuff well and will prefer their items over cream stone for sure,3/16/2019 15:23,4,F&B,Positive,Rasa,No
good salep was good; the employees were smiling..,good salep was good the employees were smiling,unknown,4,F&B,Positive,Lainnya,No
i have been on friday night and reached at round 10pm. it was almost full we hardly get space for standing. they occupied huge space and designed interior amazingly which definitely deserve a cover charge as its into business but one thing which nowhere make sense to taking 500 bucks for just entry out of 2k when every items harga also decent to take your business ahead. we could not order any snacks except one as we had to carry on hand and could spoil our party mood. i must say either they should revoke their concept of charging for entry or should be take responsibility to offer seats atleast when you are visiting as couple or in group. dj was playing good track and it was enjoyable moment we spent. zomato is showing 1200 for two ppl which is really surprising 😂 even though you cant step down to this tempat until unless spend 2k bucks so be aware and keep your pocket tight as this tempat is not for normal class people 😉.,have been on friday night and reached at round 10pm it was almost full we hardly get space for standing they occupied huge space and designed interior amazingly which definitely deserve cover charge as its into business but one thing which nowhere make sense to taking bucks for just entry out of 2k when every items harga also decent to take your business ahead we could not any snacks except one as we had to carry on hand and could spoil our party mood must say either they should revoke their concept of charging for entry or should be take responsibility to offer seats atleast when you are visiting as couple or in group dj was playing good track and it was enjoyable moment we spent zomato is showing for two ppl which is really surprising even though you cant step down to this tempat until unless spend 2k bucks so be aware and keep your pocket tight as this tempat is not for normal class people,1/26/2019 16:35,3,F&B,Neutral,Rasa,No
i didn't visit the restoran yet.. but ordered chicken biriyani here.. but that's not a biriyani.. that's a just cooked basmati rice with chicken 65.. they're calling it chicken biryani.. pathetic..will visit restoran once..heard otherwise about sea food here.. and update my review then,didn visit the restoran yet but ordered chicken biriyani here but that not biriyani that just cooked basmati rice with chicken they re calling it chicken biryani pathetic will visit restoran once heard otherwise about sea food here and update my review then,11/30/2018 15:35,1,F&B,Negative,Lainnya,Yes
biryani was oily,biryani was oily,5/19/2019 19:20,3,F&B,Neutral,Lainnya,No
Lokasi nya strategis... n makananya lumayan enak..,lokasi nya strategis makananya lumayan enak,2021-01-23T15:07:30.933Z,3,F&B,Neutral,Rasa,No
"Tingkatkan user friendly, tambahkan fungsi tombol back atau untuk memudahkan pindah menu",tingkat user friendly tambah fungsi tombol back mudah pindah menu,2020-06-14 22:23:11,3,F&B,Neutral,Lainnya,No
Kirim cepat dan produk bagus Tapi memang smua tombol bisa dipakai Tapi tombol Q nya saat ditekan bareng tombol lain g bisa gan ( baru kedapat masalhnya saat ubah camera dlm game ),cepat bagus memang smua tombol pakai tombol nya tekan bareng tombol gan baru dapat masalhnya ubah camera dlm game,unknown,2,Lainnya,Negative,Bentuk,No
"Bahannya tipis dan ukuran XL nya kekecilan, terlalu sempit utk dipakai",bahan tipis ukur xl nya kecil terlalu sempit pakai,unknown,3,Fashion,Neutral,Bentuk,No
Pengiriman lama sekali padahal satu daerah dengan seller,kirim lama sekali padahal satu daerah seller,unknown,2,Lainnya,Negative,Lainnya,No
"ordered chicken russian salad and chicken hot and sour soup. soup is ok ok, nothing special. they didn't have chicken russian salad. instead, sent me mix veg salad. overall i would rate 2.5/3",ordered chicken russian salad and chicken hot and sour soup soup is nothing special they didn have chicken russian salad instead sent me mix veg salad overall would rate,8/6/2018 14:39,3,F&B,Neutral,Lainnya,No
"Beli 3 tapi ada satu barang yang rusak, malah disuruh benerin sendiri",satu rusak malah suruh benerin sendiri,unknown,1,Perlengkapan Kantor,Negative,Lainnya,Yes
bagus sekali kualitas sisirnya!!! tombolnya mudah dipencet sehingga bulu gampang lepas. kucing saya juga suka banget tiap disisir sampe merem melek,bagus sekali kualitas sisir tombol mudah pencet bulu gampang lepas kucing suka banget tiap sisir sampe merem melek,unknown,5,Perawatan Hewan,Positive,Bentuk,No
"settingan tombol + dan - error alias kebalik, tapi biar lah",settingan tombol error alias balik biar,unknown,2,Lainnya,Negative,Lainnya,Yes
Good food,good food,2018-06-06T07:17:13.772Z,4,F&B,Positive,Lainnya,No
blom pernah gagal si tiap makan ke mujigae best korean foods ever,blom pernah gagal si tiap makan mujigae best korean foods ever,unknown,5,F&B,Positive,Lainnya,No
Fitur Terbaik:bagus Sepadan dengan Harga:ya,fitur baik bagus padan harga,unknown,5,Lainnya,Positive,Harga,No
sesuai pesan an packing aman sekali mantap rasa enakkk,sesuai an packing aman sekali bagus rasa enakkk,unknown,5,F&B,Positive,Rasa,No
Ga lengket lagi,tidak lengket,unknown,2,Lainnya,Negative,Lainnya,No
on time delivery,on time delivery,9/1/2018 1:24,5,F&B,Positive,Lainnya,No
Bintang nya 3 dlu yaa..pengiriman nya lama bgt hampir 2 mgu Brg nya bagus...,bintang nya dlu yaa kirim nya lama banget hampir mgu brg nya bagus,unknown,2,Lainnya,Negative,Bentuk,No
Pelanyanya sangat ramah Aca,pelanyanya sangat ramah aca,2026-04-22T03:44:00.026Z,5,F&B,Positive,Lainnya,No
"Bagus barang nya kaga ada yg rusak, Poko nya mantap dah 👍",bagus nya kaga rusak poko nya bagus dah,unknown,5,Lainnya,Positive,Rasa,No
Gak ada lawan bittersweet mah,tidak lawan bittersweet mah,unknown,3,F&B,Neutral,Lainnya,No
Masih perlu pengembangan,perlu kembang,2020-07-15 19:01:50,3,F&B,Neutral,Lainnya,No
Pesan jd susah hadee mn,jadi susah hadee mn,2021-01-25 09:56:36,3,F&B,Neutral,Lainnya,No
"barangnya sdh mendarat dg selamat, packing rapi , pengiriman cepat",barang darat selamat packing rapi kirim cepat,unknown,5,Lainnya,Positive,Bentuk,No
you ppl always miss the curd and raita and lemons on biriyani order form this application please provide all the things along with food. if you don't change this ppl definitely look your collapsing in soon.,you ppl always miss the curd and raita and lemons on biriyani form this application please provide all the things along with food if you don change this ppl definitely look your collapsing in soon,9/14/2018 15:43,1,F&B,Negative,Lainnya,No
Good place good ambient✨,good place good ambient,2025-10-21T11:59:01.299Z,5,F&B,Positive,Lainnya,No
pengiriman super cepat syg bag blkg ad penyok cm mls tuker unit biarin dah,kirim super cepat syg bag blkg ad penyok cm mls tuker unit biarin dah,unknown,2,Lainnya,Negative,Bentuk,No
"berbeda banget ukuran saat live shoping di tokped, dengan barang yang di kirimkan.",beda banget ukur live shoping tokped kirim,unknown,3,F&B,Neutral,Bentuk,No
we had an evening office party here and that too on a friday. the atmosphere was lively and the terrace view was sublime. the food tasted good though people won't visit the tempat for the same. a bit heavy on the pricing side but it was sepadan it.,we had an evening office party here and that too on friday the atmosphere was lively and the terrace view was sublime the food tasted good though people won visit the tempat for the same bit heavy on the pricing side but it was padan it,1/13/2019 23:06,4,F&B,Positive,Rasa,No
it's my birthday and had a great makan malam with my friends here. wonderful pelayanan and food. govind treated us so well. we were completely filled !!!,it my birthday and had great makan malam with my friends here wonderful layan and food govind treated us so well we were completely filled,5/23/2019 20:54,5,F&B,Positive,Lainnya,No
dapat tempat duduk di fore tuh sebuah keberuntungan,tempat duduk fore tuh buah untung,Thu Feb 27 12:12:00 +0000 2025,3,F&B,Neutral,Lainnya,No
"akses komunikasi dengan resto hanya dari resto (satu arah), jadi pada saat tidak mendapat driver, mereka bisa seenaknya membatalkan pesanan sementara konsumen sudah menunggu 30 menit - 1 jam. harus ada ketegasan, misal.. kalo 5 menit resto tidak dapat driver, batalkan saja!! agar konsumen bisa cari resto lain untuk memesan. atau aktifkan saja akses chat konsumen ke resto bila lewat waktu pengantaran. biar mereka diskusi. kalo memang mau menunggu ya ditunggu, kalo mau batal ya batal.",akses komunikasi resto resto satu arah jadi tidak dapat driver enak batal pesan konsumen tunggu tegas misal kalo resto tidak driver batal konsumen cari resto mes aktif akses chat konsumen resto bila lewat waktu antar biar diskusi kalo memang mau tunggu tunggu kalo mau batal batal,2025-04-13 21:36:23,3,F&B,Neutral,Rasa,No
Barangnya original 👍. Mudah dipasang. Gambarnya Bagus. cuma sayang pengiriman nya agak lama..,barang original mudah pasang gambar bagus cuma sayang kirim nya lama,unknown,5,Lainnya,Positive,Bentuk,No
Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral F4B58F saat registrasi. https://t.co/0wT0xEGMOz,coba aplikasi fore coffee dapat diskon beli pertama download masuk kode referral f4b58f registrasi,Wed Feb 26 10:43:06 +0000 2025,3,F&B,Neutral,Harga,No
"Kondisi box mika lilin sudah seperti di foto dan lilin juga ada cacatnya. Semestinya dibungkus pakai bubble wrap bukan hanya plastik tipis, pun plastiknya tidak dilem sama sekali. Cara seller package barang harus dibenarin lagi, lebih baik pakai kardus box daripada kardus mie instan selapis saja, untung barang yang dibeli tidak ada yang rusak. Saya benar-benar kecewa si dengan servis toko ini, bakal mikir berkali-kali untuk belanja disini lagi.",kondisi box mika lilin lilin cacat mesti bungkus pakai bubble wrap bukan plastik tipis plastik tidak lem sama sekali cara seller package dibenarin lebih baik pakai kardus box kardus mie instan selap untung beli tidak rusak benar benar kecewa si servis toko bakal mikir kali kali belanja sini,unknown,1,Kerajinan & Pesta,Negative,Bentuk,Yes
"the management here is greedy. the problem came when we asked for bill. in the bill they added 10% pelayanan charges and gst. we asked why again pelayanan charges when there is gst. first, they denied and later reduced 10% pelayanan charge. the online payment method took 15 min to verify the payment from pelayan to owner. one big suggestion is, please check your bill before payment. why should we pay 10% extra to these greedy people. i will never recommend this restoran. i also have both bills and gstin number with me.",the management here is greedy the problem came when we asked for bill in the bill they added layan charges and gst we asked why again layan charges when there is gst first they denied and later reduced layan charge the online payment method took min to verify the payment from layan to owner one big suggestion is please check your bill before payment why should we pay extra to these greedy people will never recommend this restoran also have both bills and gstin number with me,3/5/2019 14:05,1,F&B,Negative,Lainnya,No
