Review_Text,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
kualitas barang bagus sayangnya barang sama sekali tidak di packing saya sarankan meskipun pengiriman menggunakan instant kurir tetap barang itu harus di packing guna menjaga keamanan barang terima kasih,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
mav saya kasih bintang soalnya panci penyok bawahnya lumayan penyoknya packing kardusnya rusak semua,unknown,3,Multi-platform,Neutral,Lainnya,No,Elektronik,No
respon cepat dan barang sesuai dengan deskripsi,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
problem layar sentuhnya lambat sekali buka app nya tidak bisa di main game,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
responsif dn pengiriman cepat siip,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barang sudah diterima sesuai pesanan terimakasih,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barang bagus gk kurang satupun seller fast respon bgt karena salah tulis alamat tp alhamdulilah tetep sampe brgnya,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
keren banget recomended murah tapi gak murahan senang belanjadi sini murah meriah,unknown,5,Multi-platform,Positive,Harga,No,Lainnya,No
aku ga tau apakah ini produk sudah lama bgt di gudang atau gimana sebenernya produknya bagus bgt cuman kalau dilihat lebih detail pisaunya kaya ada sedikit baret2 mungkin baret debu dan kaya udh ada sidik jari orang dan kardusnya udh lumayan rusak ya yg ujung2 nya kalau untuk kado jadi kurang,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
keren keyboard nya sayangnya adanya red switch,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
gambar tdk sesuai tdk diberitahukan sebelumnya,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
harga murah dengan kualitas yg bagus banget ini sangat sangat worth it,unknown,5,Multi-platform,Positive,Harga,No,Fashion,No
pesanan sudah sampai handpone berfungsi,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
semua berfungsi dengan baik hanya saja mpad nya karena bekas di gulung jadi sedikit kaku tertekuk keatas untuk dibenarkan ke posisi yang sebagaimana mesti nya tak terlalu jadi masalah soal nya kalau sering dipakai pasti lama2 tidak kaku lagi,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
kak saya minta untuk pengembalian barang karena tidak sesuai yang saya pesan saya pesan yang hot and coll yang di kirim cuma yang hot saya pesan apa dikirimnya apa gimana nih,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
kursinya bagus pemasangan mudah dibantu video youtube fantech the only problem is pengiriman super lama produk dikirim dr jakut ke jaksel makan waktu hampir hari itupun harus ditanya2in dulu,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
sip deh pokoknya,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
hpnya sudah sampe cepet banget ya pasdibuka semua bagus ga ada kurang terimakasih,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
terlalu ringan tapi beli aja kalo sangat butuh wireless,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
mayan di range harganya,unknown,5,Multi-platform,Positive,Harga,No,Lainnya,No
barangnya sesuai deskripsi sudah saya pakai sangat pas dengan tangan saya yang jarinya jempol semua mantaap sellernya juga fast response dan komunikatif,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
ada satu kekurangan ya itu mic tidak bis digunakan,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
produk sampai dgn selamat seharusnya di repack biar lebih rapi ada bundling kartu cuma tdk bisa di klaim bonusnya,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
sebelumnya beli cuma bertahan tahun semoga kali ini lebih awet,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
min mau nya hal sepele gini di perhatikan ya yg satu nya bermasalah takut nya copot pulak,unknown,2,Multi-platform,Negative,Lainnya,No,Perabotan,No
gila packingnya tebel bgt wkwkw mantap nih recomended,unknown,2,Multi-platform,Negative,Rasa,No,Elektronik,Yes
barang bagus respons cepat thanks,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
berfungsi baik lengkap dengan keyboard amp stylus unit agak berat dengan keyboard terpasang sayangnya casing jadi dengan keyboard sehingga jika dilepas unit tidak terlindung case,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
keren barang ori bro sist keren pokoknya murah tapi ga murahan sayangnya ga bisa req warna sih hehe,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
bagus banget udah dicoba pungsi semua alhamdulillah thx,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
fitur terbaik baik sepadan dengan harga baik bagus banget blendernya berfungsi dengan baik terimakasih ya kak,unknown,5,Multi-platform,Positive,Harga,No,Elektronik,No
barangnya bagus tp pengirimannya lama tertahan di pos akhir kurir di jaksel bukan salah penjual sih bintang untk jasa pengiriman tokped,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
bagus sesuai dengan pesanan terima kasih semoga awet,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
ini mah bukan ukurn trnyata ini mah yg kecil yah bun,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
bagus bagus bagus sih ya bagus baguslah kalo bagus tapi saya bukan bagus,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
kecewa banget sumpah gak rekomended saya pesan minggu baru sampai begitu sampai barangnya cacat trus saya retur barang ribet pula ongkos retur ke penjual kita yg bayar pengiriman brg baru juga lama hari baru sampai jadi total minggu baru dapet barangnya dan yg paling bikin kesel responnya jarang banget saya chat berulang kali cuma kali dibalas itupun balasan yg ke harus saya maki dulu gak recomended lah,unknown,2,Multi-platform,Negative,Harga,Yes,Elektronik,No
barang oke packing rapi nyampenya pun lbih cepet dri tgl estimasi soalnya pakai ninjavan pokoknya top lah,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
barangnya bagu recommended terimakasih admin,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
terima kasih banyak seller ramah,unknown,5,Multi-platform,Positive,Lainnya,No,Elektronik,No
kualitas produk sangat baik harga produk sangat baik kecepatan pengiriman sangat baik,unknown,5,Multi-platform,Positive,Harga,No,Fashion,No
tampilan simple performa gooodd kualitas goooddd beliin misua yang kerjanya hampir jam dan dia sangat membutuhkan alat tempur biar tetep semangat mencari nafkah bestie begitulah kira kira botol merk ini memang cucok meong gak kaleng kaleng,unknown,2,Multi-platform,Negative,Bentuk,No,Perabotan,No
gamepad nya terbaik sesuai deskripsi mantabss deh all tombol berfungsi,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
kecewa kondisi mencuat seperti pada gambar terdapat bagian yg pecah di dalam saya tidak berani coba menghidupkan takut konslet yg pasti saya kecewa dengan barang ini padahal beli di official store lho,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
terima kasih paket sdh datang cuma gak bs d cas sama lemot aj gpp harga segitu,unknown,2,Multi-platform,Negative,Harga,No,Elektronik,No
ukuran muat 10kg kualitas standar harga murah masak 8kg daging pakai ini empuk nya tidak merata malah jadi cape 2x masak nya mungkin saya yg masih belum ngerti metode yg baik gmn ya thank you,unknown,3,Multi-platform,Neutral,Rasa,No,Fashion,No
barang sudah di terima belum di tester semoga gk ada kendala atau kerusakan minusnya garansi harus di aktifin manual kirain sudah aktif sejak awal pembelian waktu mau aktifin garansi di web nya udah login tapi saat ke menu bantuan lalu warranty selalu disuruh login lagi pada saat di klik login larinya ke profil entah beneran bisa claim garansi atau enggk nantinya ketika ada kendala di lihat ajalah wkwk,unknown,3,Multi-platform,Neutral,Lainnya,No,Lainnya,No
fungsinya baik barangnya oke semuanya aman sudah di unboxing dengan baik semoga awet dan benar ga kelupas ya,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
pengirimanan cukup lama dan sexy,unknown,3,Multi-platform,Neutral,Lainnya,No,Lainnya,No
tombol ga working mana udah yang urgent fn sama enter hadeh kecewa saya pas udah order yng red switch saya pikir yaudah blue aja gapapa yang penting bisa kepake dan bagus eh malah dikasih barang sampah najis,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
produk kurang bagus power nya lemah meski udh diganti kapasitor nya pengiriman jg lama,unknown,2,Multi-platform,Negative,Bentuk,No,Kesehatan,No
sudah dterima dan dicoba berfungsi dgn baik,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barangnya kurang bagus lecet parah tdk memuaskan dan pesan warna ungu yg dikirim malah merah,unknown,2,Multi-platform,Negative,Bentuk,Yes,Lainnya,No
barangya bagus bekerja normal kotak barangnya yg bubar remek tenan bintang dl overal ok,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
barang sampai dng selamat harga murah tp sayang plastiknya kyknya kurang kuat tp sesuai la sama harganya,unknown,2,Multi-platform,Negative,Harga,No,Lainnya,No
mantull seller fast response,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
bagus smoga awet barangnya,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
pengiriman agak lama mungkin krna byk orderan kali yah brang belum dibuka sih krna pesanan punya orang,unknown,3,Multi-platform,Neutral,Lainnya,No,Lainnya,No
paket rapi sesuai dekripsi,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
pengiriman cepat barang berfungsi baik keren abiezzz men semoga awet,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
barang tidak berfungsi setelah diretur minta diganti barang tidak pengganti tidak dikirim respon lama rugi ongkir bolak balik sangat mengecewakan,unknown,2,Multi-platform,Negative,Harga,Yes,Lainnya,No
warna putih ada beberapa noda item kaya oli tapi masih bisa di lap tapi tetep jadi ga seputih warna asli yg kena noda,unknown,3,Multi-platform,Neutral,Bentuk,No,Perabotan,No
mantap pengemasan rapi banget barang ori,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
barang realpic alhamdulillah toko nya amanah terimakasih lazada,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barang nya sdh sampai terimakasih sudah di ds kan,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
ga se silent yg plastik overall good,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
stok kosong ganti duit,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
barang nya penyok ka saya mau balikin lagi gimana caranya ya,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
lucu banget rice cookernya kecil bisa dibawa kemana2,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
pengiriman cepat barang ori tks seller,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
bagus sekali brgnya asli stainless steels pengiriman brgnya cepat sesuai terima kasih,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
gilaaa sih gede banget kipasnya dan kenceng badai pdhl level udah kenceng sayangnya adminnya slow respon,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
kualitas nya sih sesuai sama harganya kurang di indikator on off nya aja sih,unknown,2,Multi-platform,Negative,Harga,No,Fashion,No
paket sudah mendarat dengan selamat barang bagus cuma sayangnya gagang teko gak bisa berdiri jadi kalo buat air sudah mendidi pas mau angkat gagang y panas,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
pengiriman terlama yg baru ku alami dikirim tgl dan tgl baru sampe pdhal cm palembang ke belitang klo tokonyo amanah cm ekspedisi nya yg mmng ngulur wktu udah smpe belitang mlh di blikin lg ke palembang saya yakin yg sortir pket pasti karyawan baru mka nya kerja ga teliti,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
walaupun agak lama pengiriman nya overall is oke,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
pengiriman lambat sampai dalam hr kemasan dengan bubble wrap tebal aman tdk ada pecah pembelian sblmnya dengan dos,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,No
kualitas ok harga ok pengiriman cpt,unknown,5,Multi-platform,Positive,Harga,No,Fashion,No
maaf hanya bisa memberi bintang full bonusnya tidak lengkap hpnya sampai cepat terima kasih,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
makasih y oxone nya dh nympe pengiriman cepat makasih buat abang kurir malam ujan2 an dh mo anterin,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
sebagai warga negara indonesia kita sudah tidak asing lagi dengan slogan bhinneka tunggal ika slogan yang merupakan prinsip dari pandangan hidup negara kita terhadap kemajemukan suku suku yang ada di dalamnya berdasarkan hal tersebut dapat dismpulkan bahwa fungsi dari bhinneka tunggal ika adalah,unknown,5,Multi-platform,Positive,Rasa,No,Lainnya,No
barang rusak yg di kirim,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
alhamdulillah magicomnya sdh keterima bagus bngt ga ada cacat sm sekali semoga awet terimakasih,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
bagus berfungsi baik baru dicoba dalam keadaan kosong,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
packaging mantaap pake bubblewrap barang ori dan kualitasnya bagus respon penjual ramah dan cepat pengiriman sesuai perkiraan thanks sukses terus untuk usahanya,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
mousenya keren dengan harga segini udah dapat mouse yang sepantaran sama mouse mouse lain yang harganya lebih mahal hehe sekarang juga udah gen jadi switchnya sudah ganti jadi yang lebih bagus selain itu pelayanan dari ggs juga ramah dan baik wajib beli peralatan gaming disini,unknown,5,Multi-platform,Positive,Harga,No,Elektronik,No
mantep g ada yg penyok packingnya krn bwt kado,unknown,5,Multi-platform,Positive,Lainnya,No,Elektronik,No
barang sudah diterima dengan kondisi yang sangat baik packingnya rapi serta kurirnya ramah rekomen seller sukses selalu gan,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
parah bgt padahal baru nyalain perdana langsung error ga bisa nyala ditukar unit baru pun ga bisa harus ke service center pdhl ini buat kado kapok belanja disini,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
ada baut yg gaada waktu dibuka jadi musti nunggu lagi buat pihak fantech kirim lagi krn ini cm reseller cukup kesel sbnrnya krn butuh kursi nya segera dipakai dari toko ini jg udh cukup lama di pickup nya hrs nunggu itu baut dikirim alis makinmakin lama,unknown,3,Multi-platform,Neutral,Rasa,No,Perabotan,No
periuknya bgs tp kenapa hrs ada yg penyok kan sayang pdhl sy tunggu bgt barangnya,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
barangnya baguss sesuai deskripsi,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
mantap murah meriah,unknown,5,Multi-platform,Positive,Rasa,No,Lainnya,No
mendarat dengan mulus tanpa minus dipanci dkk kardus doang yang penyok tapi gpp yang penting isinya manthaapppppp,unknown,2,Multi-platform,Negative,Bentuk,Yes,Perabotan,No
cuman packingannya kardus shopee sama kardus oxone gk di pres sekalian jdnya di dlm longgar lbh baik di pres aja kalau packing supaya ngk gerak kesana kemari,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
kualitas suara bluetoothnya bagus tapi entah kenapa bagian kabel kurang bagus yaaa segitu aja keluhannya,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
pengait gantungannya patah ga jadi dijual karna pasti customer ga mau nextnya pengait gantungan jgn dirakit dulu,unknown,2,Multi-platform,Negative,Bentuk,No,Perabotan,No
maaf baru konfirmasi kemaren libur 2hari mouse terlalu ringan barang sesuai gambar sip,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
sukakkkkk gemes warna nyaa berfungsi dengan baikk sampai dengan selamat jugaa engga ada kendala mantap jiwa,unknown,5,Multi-platform,Positive,Rasa,No,Lainnya,No
smua bagus cuma kotak nya saja yang penyok,unknown,2,Multi-platform,Negative,Bentuk,Yes,Lainnya,No
trmksh seller barangnya sdh diterima dlm kondisi dan packingan yg baik sekali,unknown,5,Multi-platform,Positive,Lainnya,No,Elektronik,No
sudah sering belanja di seller ini tapi baru kali ini pengrimannya lama,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
hp ok tapi simcard nya gk bisa dipake expired 30oct2020 piye sis,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
paket diterima dengan baik aman dan packing rapi makasihh seller,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
bagus responsif cepat dan kurir langsung telp,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
mantap barang cepet datang cuma kerdus penyok meski dah di bubblewrap semoga awet,unknown,2,Multi-platform,Negative,Rasa,Yes,Lainnya,Yes
sangat suka pengiriman cepat kurir jne,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
bagus banget headsetnya sesuai ekspektasi seneng bgttt pengirimannya cepet bgt beli di minggu sore selasa paginya udah sampe produknya ori dan suaranya bagus bgttt,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
nice sekuttt barangnya,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barang sampai dengan selamat normal semua tanpa ada kendala cuma untuk pengirimannya terlambat cukup lama,unknown,3,Multi-platform,Neutral,Lainnya,No,Lainnya,No
barang sih oke cuma ekspedisi kacau banget udh tau di rumah banyak karangan bunga karena ada kemalangan paket main titip aja ke orang yang ga di kenal di sebarang rumah shooppe express nih duh,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
sebelumnya pernah beli merk nkia c1 harga 800an untuk admin olshop kita tapi lemot bangetttt buka apps tokped aja lemot pas coba advan d luar ekspetasi banget sih ini dikira kayak brand nkia ternyata ini lebih cepett jangankan buat buka apps tokped main pubg aja lancar bangett sih oh iya rencananya hp ini mau gw buat video reviewnya d yutub gw siapa tau bermanfaat buat tmen2 yg nyari hp murah biar gak kayak ane dulu nyesel banget beli hp nkia udah lemott belum 4g gk kepake banget dah mudah2an hp ini lancar seterusnya aamiin,unknown,2,Multi-platform,Negative,Harga,No,Elektronik,No
barang sesuai dengan deskripsi produk bagus mantap,unknown,5,Multi-platform,Positive,Rasa,No,Lainnya,No
alhamdulillah cepat sampai dah tidak kecewa panasnya awet sampai 12jam,unknown,2,Multi-platform,Negative,Bentuk,Yes,Lainnya,No
sicepat lama banget order mei sampai juni kardus dalam penyok2 sampain mau ancur pas dibuka ini ga tau salah expedisi atau fantecnya barang ok kirain rusak ternyata harus pake spliternnya baru bisa suara ok,unknown,2,Multi-platform,Negative,Bentuk,Yes,Lainnya,No
barang sudah diterima dengan baik trims,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
terimakasihh baranhnya semoga awettt,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
produk bagus tapi kenapa harus huruf biar dapet koinnnnn,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
rgb hanya menyala warna merah sudah di connect ke software tetep gabisa diganti,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
kualitas produk baik tp dalam pengemasan tempat gantungannya ada yg lepas,unknown,2,Multi-platform,Negative,Bentuk,No,Fashion,No
seller fast response barang sesuai terima kasih,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
mantap pengiriman cepat,unknown,5,Multi-platform,Positive,Rasa,No,Lainnya,No
makasih semoga bagus ya soal y blm di pake,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
diconnect ke laptop langsung nyambung dan langsung bisa dimainin tapi untuk diconnect ke hpku ngga bisa ternyata hpku vivo y15 emang gabisa connect atau gimana ya,unknown,2,Multi-platform,Negative,Lainnya,No,Elektronik,No
thanks om paket sdh diterima dgn baik sukses selalu,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barang nya bagus waktu pengirimannya yang kurang,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
percuma extra bubble ternyata ga ditebelin bubblenya mana ngasih kertas alamat dibagian samping pula padahal instruksi dari box bawaan sebelah atas nya disebelah mana nyampe nya dus penyok pula untung isinya aman,unknown,2,Multi-platform,Negative,Lainnya,Yes,Fashion,No
selama ini belanja di lazada ga pernah mengecewakan tp baru kali ini beli multi cooker sampai di rmh kompor blkng nya sdh dlm keadaan pecah dan pecahan nya di cari cuma ada separuh kalo pecahan nya lengkap ada kemungkinan pecah di exspedisi nya tp ini cuma separuh yg separuh nya ada di manakah,unknown,3,Multi-platform,Neutral,Lainnya,No,Lainnya,No
barang nya ternyata tidak kompatibel dgn zojirushi,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
makasih barang a udh sampe bagus gw suka pas banget dpet warna ungu,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
keseluruhan bagus cuma packing ny kurang rapih asal aj tdk menggunakan buble wrap,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
cuman lama pengirimannya,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
unit bagus pengemasan bagus,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
harga produk baik kecepatan pengiriman sangat baik kualitas baik,unknown,5,Multi-platform,Positive,Harga,No,Fashion,No
teko ny udah nympe mksih lazada,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
paket dynamonya baik berfungsi dgn baik cuma sayang kakinya krg pendek kaki pendek jadi blm terpsg dgn baik sukses terus,unknown,3,Multi-platform,Neutral,Bentuk,No,Lainnya,No
bagus hanya bunyi nya ga nyaring,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
harga terjangkau kualitas bagus ketajaman tajam real pic sesuai deskripsi ori warna dikirim sesuai pesanan cuman gunting keluar dr sarangnya jd lecet kayunya deh,unknown,2,Multi-platform,Negative,Bentuk,Yes,Fashion,No
kereeen bgt semoga bagus hp ny,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
bagus lucu imut2 banget pengiriman cepat thanks seller,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
pengiriman cepat tempat buat naruh centong nasinya nggak pas kurang lebar besar,unknown,2,Multi-platform,Negative,Bentuk,No,F&B,No
mantap pengiriman nya sesuai permintaan thanks gan,unknown,5,Multi-platform,Positive,Rasa,No,Lainnya,No
alhamdulillah barang pesanan aku udah sampe dengan selamat yaayy alhamdulillah juga barangnya bagus enak dipake murah pula barang dateng lngsng dipake sama adik akuu wkwk terimakasih seller semoga rejekinya ditambah sehat selalu dan selamat menunaikan ibadah puasa bagi yang menjalankan,unknown,5,Multi-platform,Positive,Rasa,No,F&B,No
sip mantab keyboard murah dengan kualitas stabs nya yg tidak murahan,unknown,5,Multi-platform,Positive,Harga,No,Elektronik,No
awalnya kirain rusak karna ga bisa nyala ternyata salah pasang dan harus pas posisi tempat blender dan pisaunya itu biar bisa nyala pengiriman aman barang sampe dgn selamat dan berfungsi dengan baik,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
barangnya bagus recommended untuk yg perlu mouse gaming murah beli saja barang sesuai,unknown,5,Multi-platform,Positive,Harga,No,Elektronik,No
mutu terjamin sni respon penjual baik,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barang sampai terimakasih namun ada bbrp bagian yg beret2,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
produk baik sesuai gambar sipp lah pokoknya,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
prestonya gak bekerja kaya panci biasa,unknown,2,Multi-platform,Negative,Lainnya,No,Perabotan,No
barang kondisi bagus pengiriman agak lama utk zoom tdk bisa menggunakan background tdk ditemukan netflix dan disney plus hotstar pada playstore telah dicob berulang kali apakah memang tidak bisa,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
sepadan dengan harga sepadan lah klo bisa murahin lagi hehe fitur terbaik nyaman desain gaming beuttttttttt dahhhhhhh ga keset kainnya lembut licin ga licin banget juga nyaman dah pokonya mah,unknown,5,Multi-platform,Positive,Harga,No,Elektronik,No
sesuai pesanan cuma pengiriman lama,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
semoga awet dan bermanfaat terimakasih sukses selalu,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
makasih kak barang sesuai yang di harapkan,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barang bagus hanya kardusnya penyok,unknown,2,Multi-platform,Negative,Bentuk,Yes,Lainnya,No
barang diterima dengan baik kemasan oke,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
pengiriman cepat lagi ada diskon jadi ga mahal packaging pake dus shopee jadi aman dapet tas dan termosnya bagus cuma sayang tutup warna merahnya rawan patah,unknown,3,Multi-platform,Neutral,Bentuk,No,Elektronik,No
barang berfungsi dengan baik dan tetap panas cukup lama,unknown,3,Multi-platform,Neutral,Lainnya,No,Lainnya,No
bagus ssi deskripsi packing aman,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
pengiriman cepet tapi barang kotor bared kaya sudah di pakai,unknown,2,Multi-platform,Negative,Bentuk,No,Lainnya,No
barang sesuai pesanan pengiriman lama di gojek,unknown,2,Multi-platform,Negative,Lainnya,No,Lainnya,No
mouse nya bagus banget suara kliknya juga g kedengeran keren pokoknya,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
cocok sekali buat miyako remote sayang sekali remote saya lagi rusak but overall oke nih modul fungsi sama seperti sebelumnya,unknown,5,Multi-platform,Positive,Lainnya,No,Elektronik,No
barang sudah di terima,unknown,5,Multi-platform,Positive,Lainnya,No,Lainnya,No
barang nya udah sampai tadi pagi alhamdulillah packing aman dan ga ada rusak sama sekali pas dicoba juga mesinnya berfungsi sempurna udah dicoba buat giling daging tadi memang di panduan max harus detik jd harus nyala mati nyala mati gunainnya wkwk,unknown,2,Multi-platform,Negative,Bentuk,Yes,Elektronik,Yes
pengiriman cepat namun packaging kurang rapih,unknown,2,Multi-platform,Negative,Bentuk,No,Elektronik,No
fitur terbaik sound quality and mic tampilan luar bagus clean bersih earpad nyaman kualitas suara mantap mic nya juga bagus,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
seller fast respond lgsg dikirim ga pake lama pengemasa rapih n aman kipas angin berfungsi dengan baik recommended,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
kondisi barang okee cuma sayang pengiriman nya lama dari dari ekspedisinya yang lama,unknown,3,Multi-platform,Neutral,Lainnya,No,Lainnya,No
sound mantap enak banget buat denger lagu bassnya mantep banget buat main game juga enakk suka pokoknya earcupnya lembut nyaman dan praktis tinggal plug and play,unknown,5,Multi-platform,Positive,Rasa,No,Elektronik,No
mulus banget mousenya dan nyaman di pake,unknown,5,Multi-platform,Positive,Bentuk,No,Elektronik,No
produk baik cuma saat barang datang kotak dalam keadan penyok dan hampir hancur karena bubble warp tidak mampu melindungi kemasan saran kedepannya diberikan dus pelindung lagi atau bublle warp yang lebih tebal karena kita tau semua pake selama perjalanan itu ditumpuk2 dan dibanting2,unknown,2,Multi-platform,Negative,Bentuk,Yes,Perabotan,No
agak kecewa di waktu ngirimnya aja,unknown,2,Multi-platform,Negative,Lainnya,Yes,Lainnya,No
barangnya bagus banget baru pertama order gak ngecewain deh sangat recommended dan bakal order lagi,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
sesuai deskripsi barang oke belum di coba mudah2an awet,unknown,5,Multi-platform,Positive,Bentuk,No,Lainnya,No
baru kali ini diminta bayar ongkir tambahan sama kurir,unknown,2,Multi-platform,Negative,Harga,No,Lainnya,No
