Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm,Dataset_Source,Data_Split
"fisikhp okehp, kualitas nowway, jelek banget",fisikhp okehp kualitas nowway jelek banget,26 Jul 2018,2,Lazada,Negative,Bentuk,No,Elektronik,No,Lazada,train
TV nya telah sampai dengan kondisi baik dan setelah di coba semua berfungsi dengan baik.Terima kasih..rugi klo sampai gk beli Smart TV ini..keren abieezz,tv kondisi coba fungsi kasih rugi klo smart tv bagus abieezz,27 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"cepat sampai tapi kapasitasnya hanya 12Gb, lebih dari itu maka file yg di copy akan rusak",cepat kapasitas 12gb file copy rusak,30 Mar 2017,1,Lazada,Negative,Bentuk,Yes,Elektronik,No,Lazada,train
"sudah diterima, tp tidak ada kartu garansinya",terima kartu garansi,30 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Puas. Barang cepat sampai packing bagus, top deh kualitas OK",puas cepat packing bagus top kualitas ok,22 Mei 2017,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Alhamdulillah enak dipake.. semoga terus awet aamiin hehe.. terimakasih...,alhamdulillah enak dipake moga awet aamiin terimakasih,23 Jan 2018,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
Pelayanannya bagus makanannya juga datengnya cepet Kak maya,layan bagus makan datengnya cepet kak maya,2026-05-08T12:28:14.976Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
Bertanya. Kalau HDD-nya emang 4TB?,hdd emang 4tb,2019-10-02,1,Lazada,Negative,Lainnya,No,Elektronik,No,Lazada,train
Terimakasi lazada. Barang bagus peking rapi. Terimakasi,terimakasi lazada bagus peking rapi terimakasi,30 Nov 2016,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Bagus n cepat responnya... Tv nya bagus n ga kalah dengan merk lain. Tolong info donk utk antena yg bagus utk tv ini,bagus cepat responnya tv bagus kalah merk tolong info donk antena bagus tv,27 Agu 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Barang sampai tepat waktu,,packing rapi,,pokonya puas",waktu packing rapi poko puas,09 Agu 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Beli 2. Tp dua2 nya yg dkrim flash gk bs buka film. Flash rusak.. Nyesal beli disini,dua2 dkrim flash bs buka film flash rusak nyesal,06 Sep 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No,Lazada,train
"Makanan okee, tempat okee, pelayanan okee... Mas Rere",makan okee okee layan okee mas rere,2026-02-15T05:03:10.397Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"memang ya,,mending merek yang yang arti nya warna Uhijau itu lebih bagus,,yang ini cuma lumayan..sesuai harga nya,,kualitas nya ya begitu lah..tapi yang penting fungsi nya buat simpan lebih banyak earphone,,charger,,power bank,,card reader,,flashdisk dll muat semua nya..hahaaaa,,mantaaap",mending merek warna uhijau bagus lumayan sesuai harga kualitas fungsi simpan earphone charger power bank card reader flashdisk dll muat hahaaaa mantaaap,03 Sep 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"toppp. terimakasih..barang sudah sampai,gratis ongkir tp cepet.sehari langsung smpe..",toppp terimakasih gratis ongkir cepet hari smpe,07 Mei 2018,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
Nice. sekuttt barangnya,nice sekuttt barang,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
Barang mantap. pengiriman cepat. rekomendasi banget.,bagus kirim cepat rekomendasi banget,29 Mar 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
"lumayan. packing bagus, cepet sampe juga, produknya bekerja dengan baik cuma kok totalnya cuma 30,74GB ya, padahal ini seharusnya 32GB",lumayan packing bagus cepet sampe produk total 74gb 32gb,24 Sep 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
ok barang sesuai pesanan..,ok sesuai pesan,2019-10-02,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Seruu..makanan enak-enak..suasana nyaman, pelayanan okee..fotografer the beesstt..",seruu makan enak enak suasana nyaman layan okee fotografer the beesstt,2026-04-05T10:50:07.066Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"Packagingnya rapi banget, cepet sampainya cuma sehari semenjak pemesanan, bisa digunakan sebagaimana mestinya👍🏻",packagingnya rapi banget cepet sampai hari semenjak mesan mesti,23 Jun 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Respon kirim cepat, barang nya bagus. Belum dites lebih detail lagi ( karena ini smart tv, banyak fitur yg belum dicoba ).. tp so far untuk penggunaan normal nonton tv lancar aja.. semoga after sales nya bagus ya.. thanks lazada & coocaa",respon cepat bagus tes detail smart tv fitur coba so far guna normal nonton tv lancar moga after sales bagus terima kasih lazada coocaa,09 Sep 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"gk bs ke buka filenya,gmn ini sangat kecewa,",bs buka filenya gmn kecewa,23 Des 2018,1,Lazada,Negative,Lainnya,Yes,Elektronik,No,Lazada,train
barangnya imut ternyata,barang imut,22 Jul 2017,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
seller jelek ga recommended mending ga usah belanja disini,seller jelek recommended mending belanja,unknown,1,Tokopedia,Negative,Bentuk,No,Hobi & Hiburan,No,PRDECT-ID,train
Barang sampeeeeeee ... tapi lamaaaaa ... bae laaah,sampeeeeeee lamaaaaa bae laaah,04 Mei 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
puas. puas dah blanja di lazada ... barang selalu ok .. makasi lazada n seller ..,puas puas dah blanja lazada ok makas lazada seller,16 Sep 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Puass!!. Dari beberapa paket pesanan di Lazada akhir tahun kmrin, barang ini yg dluan sampai, g banyak ribet, gak ditolak apalgi dikembalikan, dan barang sesuai dg gambar. Purrrfect!",puass pesan lazada kmrin dluan ribet tolak apalgi kembali sesuai purrrfect,14 Des 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"TV TCL LID oke dan memuaskan, agak kurang suara tv Terima kasih Seler dan Lazada",tv tcl lid oke muas suara tv kasih seler lazada,07 Agu 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Setelah dibuka dan dicoba laptopnya ok, ga ada masalah, barangnya sesuai dng speknya.👍👍😀",buka coba laptop ok barang sesuai dng speknya,03 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"belum tahu dimana keberadaannya, setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain. saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya. mengecewakan sekali pelayanan Deli meskipun diskon.",mana ada buka bungkus sama diskon sebaga beli salah selesai transaksi kabar satpam periksa kecewa layan deli diskon,unknown,1,Tokopedia,Negative,Harga,Yes,Perlengkapan Kantor,No,PRDECT-ID,train
"tidak berfungsi ,sangat kecewa tidak berfungsi,sangat kecewa",fungsi kecewa fungsi kecewa,19 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
PESAN 2 YG DIKIRIM CUMA 1. SUDAH MINTA UNTUK DIKIRIM KEKURANGANNYA.. BILANGNYA MAU DIKIRIM.. BEGITU DITANYA BERBELIT BELIT... JANGAN BELI DISINI. MERUGIKAN CUSTOMER!!,kurang bilang belit belit rugi customer,29 Jul 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No,Lazada,train
"bagus, mudah mudahan awet",bagus mudah mudah awet,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No,PRDECT-ID,train
Mantap original. flashdisk nya asli bagus mantap banget,bagus original flashdisk asli bagus bagus banget,03 Jun 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"barang sdh diterima beberapa hari yg lalu, sy coba copy beberapa file, dan hasil nya mengecewakan, file banyak yg tidak bisa terbaca dan eror trus.. kapok dah..",terima sy coba copy file hasil kecewa file baca eror trus kapok dah,24 Agu 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No,Lazada,train
"Pengiriman ok, tp pas dibuka dusnya, surfacenya kaya cacat bekas benda tajam jd kaya ad benang yg kluar, tp yaa emang murah sih mo gimana lg.",kirim ok pas buka dus surfacenya kaya cacat bekas benda tajam kaya ad benang kluar yaa emang murah mo gimana lg,unknown,2,Multi platform,Negative,Harga,Yes,Lainnya,No,Dipawidia,train
Ada laler nya,laler,2024-05-13T05:32:35.238Z,1,Google Maps,Negative,Lainnya,No,F&B,No,GoogleMaps,train
bagus sesuai dengan gambar,bagus sesuai,10 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Produk baik dan pengiriman cepat. Trims.,kirim cepat trims,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
barang berkualitas dan murah,kualitas murah,11 Mei 2017,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"makanannya enak, pelayannya sigap khadafi",makan enak layan sigap khadafi,2025-08-04T13:13:52.309Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"Sampai ditempat pegawai nya gk langsung datang, pas lihat menu okelah cukup bervariasi, pilihan jatuh di cumi goreng, saat ditanya ke pegawai nya dibilang kalau ini cumi goreng tepung tapi saat dihidangkan lebih mirip kerupuk cumi dari pada cumi goreng HAHAHA. KERUPUK CUMI WOI. Kok diletak di menu utama. Kok gak di menu snack sih?! , dan dari segirasa biasa aja, aneh juga, terbantu hanya krn saus sambel nya. Cah kangkungnya muaniss banget parah!!! pake udang ga segar juga. Mana alergi udang, udahlah. Tempatnya bau, campur aroma sampah dan bau pesing kucing. Tambahan, waitress nya yang sopan ya. Orang masih ngomong udah mau ditinggal. Kalo aku owner, dia pegawai, mending rekrut ulang, yang ada bisa merusak resto kalo gitu. Aduh tolong diperbaiki kualitas restonya dong, jangan omong kosong doang ya. Ternyata banyak yg ngeluh dengan rasa makanan, bentuk makanan dan jeleknya pelayanan. AMPUNLAH. Nyesal baru cek review setelah selesai makan.",tempat pegawai pas menu oke variasi pilih jatuh cumi goreng pegawai bilang cumi goreng tepung hidang kerupuk cumi cumi goreng hahaha kerupuk cumi woi letak menu utama menu snack segirasa aneh bantu saus sambel cah kangkung muaniss banget parah pake udang segar alergi udang udahlah tempat bau campur aroma sampah bau pesing kucing tambah waitress sopan ngomong udah tinggal kalo owner pegawai mending rekrut ulang rusak resto kalo gitu aduh tolong baik kualitas restonya omong kosong doang ngeluh makan bentuk makan jelek layan ampun nyesal cek review selesai makan,2024-06-30T16:31:09.428Z,1,Google Maps,Negative,Rasa,Yes,F&B,No,GoogleMaps,train
"Suasana cocok utk nongkrong , Tapi pelayanannya kurang memuaskan , kami tidak mendapatkan reminder bahwa menu sudah habis, setelah difollow up ke cashier baru diberitahukan. Beri ditingkatkan aplikasinya",suasana cocok nongkrong layan muas reminder menu habis difollow up cashier diberitahukan tingkat aplikasi,2026-04-02T10:37:34.075Z,3,Google Maps,Neutral,Rasa,No,F&B,No,GoogleMaps,train
"Best, rasa enak, staff ramah, tempat bersih. Terimakasih mas ivan sudah dibantu @ivan",best enak staff ramah bersih terimakasih mas ivan bantu ivan,2025-06-12T12:33:24.815Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
barang bagus sptnya ori,bagus sptnya original,11 Nov 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Barang ori,,",original,19 Sep 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"ASIK skrng kalo malem ada tontonan selamanya, makanan enakkk service dari mas rahmat _ rere _ka tiwi fast n tanggap ramah lagi good",asik skrng kalo malem tonton makan enakkk service mas rahmat rere ka tiwi fast tanggap ramah good,2026-02-06T12:31:37.349Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"Cover buku gak bagus, lem nya kualitas buruk sehingga cover dengan bukunya lepas, kualitas tulisan seperti fotokopi. Tidak rekomended untuk beli di sini...",cover buku bagus lem kualitas buruk cover buku lepas kualitas tulis fotokopi rekomended,unknown,1,Tokopedia,Negative,Bentuk,Yes,Hobi & Hiburan,No,PRDECT-ID,train
"pengiriman lama ,padahal sengaja pilih official store kirain bakal lebih cepat dari toko biasa,, pake kurir toko jadi ga bisa lacak posisi ada titik hijau sebesar lubang jarum di tengah layar ,, tolong bagaimana solusi nya,apakah saya mendapat garansi?? atau di tukar unit nya,, maaf telat buat ulasan nya",kirim sengaja pilih official store kirain cepat toko pake kurir toko lacak posisi titik hijau lubang jarum tengah layar tolong solusi garansi tukar unit maaf telat ulas,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,train
Lima Bintang,bintang,04 Feb 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Barang tidak sesuai gambar,sesuai,unknown,1,Tokopedia,Negative,Bentuk,Yes,Fashion,No,PRDECT-ID,train
terlihat mewah dengan warna yang keeerrrrrreeeeeennn habis.. cakeeepppp banget deh,mewah warna keeerrrrrreeeeeennn habis cakeeepppp banget,18 Feb 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
cool... cool..,cool cool,04 Sep 2015,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Mantap jiwa' sudah mendarat dengan selamat...puas belanja di lazada..,bagus jiwa darat selamat puas belanja lazada,05 Apr 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
bagus...tapi koq VGAnya R5 ya bukan R530 seperti yang dicantumkan diweb lazada..dan di detect hanya 1GB,bagus koq vganya r5 r530 cantum diweb lazada detect 1gb,16 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
batang mantapp,batang mantapp,04 Des 2018,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
percuma! ngga kebaca!!!,baca,25 Mar 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No,Lazada,train
Thanx lazada dh sampe cepet bgt.....,thanx lazada dh sampe cepet banget,05 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
gambar tempelnya tdk rapi .. dan bnyk yg ngelupas..,tempel rapi bnyk ngelupas,unknown,1,Tokopedia,Negative,Bentuk,No,Otomotif,No,PRDECT-ID,train
tempatnya keren dan makanya enak banget,tempat bagus enak banget,2026-03-06T12:35:47.864Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"paket telah di terima, packing rapi dan aman, produk ok",packing rapi aman ok,07 Jun 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"pelayanannya oke bgt, tapi makanannya yg aku pesen hambar semua. Udang balado masa berair.. pete cumi asin jg hambar, cm ada rasa asin dr cuminya.. tumis tauge hambar",layan oke banget makan sen hambar udang balado air pete cumi asin hambar cm asin dr cuminya tumis tauge hambar,2025-11-14T05:07:13.643Z,3,Google Maps,Neutral,Rasa,No,F&B,No,GoogleMaps,train
Bagus. Barang dah sampai dengan selamat walau lewat 1 hari.. Dah di tes bagus smua.. Moga awet.. Mksih lazada..,bagus dah selamat dah tes bagus smua moga awet mksih lazada,20 Nov 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
I really like Nako coffee dan ada staffnya dani baik super ramah tanya2 coffe2 yg best seller langsung di jawab dengan super ramah dan baik di pertahankan coffenya nako❤️‍🔥,really like nako coffee staffnya dan super ramah tanya2 coffe2 best seller super ramah tahan coffenya nako,2025-10-07T09:39:33.383Z,5,Google Maps,Positive,Lainnya,No,F&B,No,GoogleMaps,train
belom di tes booz semoga awet aja,bom tes booz moga awet,07 Nov 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Barang dan kemasan bagus serta pengiriman tepat waktu. Terimakasih,kemas bagus kirim waktu terimakasih,25 Mei 2016,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
harga murah qualitas ok respon cepat pengiriman cepat,harga murah qualitas ok respon cepat kirim cepat,unknown,5,Tokopedia,Positive,Harga,No,Perabotan,No,PRDECT-ID,train
"Niatnya sihh baik dibonusin Creative Planting Kit, tp kayaknya ga dipikirin matang2 ngemasnya gimana biar ga berantakan di dalam box nya.. alhasil justru barang2 yg dipesen jadi kotor kena tumpahan pasir..",niat sihh dibonusin creative planting kit kayak dipikirin matang2 ngemasnya gimana biar beranta box alhasil barang2 sen kotor tumpah pasir,unknown,2,Tokopedia,Negative,Bentuk,No,Kesehatan & Kecantikan,No,PRDECT-ID,train
????????. Kapan geratis :),gerat,2019-10-02,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"produk bagus, standard xiaomi, pwngiriman buat jakarta agak sedikit lama, padahal status udah di kurir, itu untuk bonus iflix 12 bulan gimana yah?, sama hooq kok cuma dapetnya bukan 6 bulan tapi 2 bulan",bagus standard xiaomi pwngiriman jakarta status udah kurir bonus iflix gimana yah hooq dapetnya,14 Mei 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Barang nya ok suaranya juga bagus cuma blutut nya gak konek konek gimna ini kak,ok suara bagus blutut konek konek gimna kak,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,train
ok walau lama,ok,unknown,2,Multi platform,Negative,Lainnya,No,Lainnya,No,Dipawidia,train
"nice. produk sesui harapan, pengiriman standar. cuma lazadanya yang agak eror, statusnya masih proses tau"" barang udah sampe",nice sesui harap kirim standar lazadanya eror status proses tau udah sampe,23 Agu 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
nyampenya laaaaaaaaaaaaaaammmmmmmmmaaaaaaaaa bingits.,nyampenya laaaaaaaaaaaaaaammmmmmmmmaaaaaaaaa bingits,29 Des 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
barang bagus dan berfungsi,bagus fungsi,26 Nov 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Fit on my WD HDD 😁,fit on my wd hdd,08 Sep 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"pengiriman tak sesuai perkiraan alias lebih cepat dari perkiraan, order tgl 11 siang, nyampe tgl 12 sore, mantul banget dah",kirim sesuai kira alias cepat kira tgl siang nyampe tgl sore mantul banget dah,11 Jun 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
bagus lumayan untuknharga segitu,bagus lumayan untuknharga segitu,06 Feb 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
barang diterima dengan baik,terima,17 Des 2017,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Barang msntabb, pake battrey remot/ kecil",msntabb pake battrey remot,19 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Fitur Terbaik:puas sesuai gambar, Pengiriman cepat barang bagus,dan puas belanja di sini,top markotop",fitur baik puas sesuai kirim cepat bagus puas belanja top markotop,unknown,5,Multi platform,Positive,Bentuk,No,Lainnya,No,Dipawidia,train
"keren! harga segini worthed banget. red switch nya enak dipake ngetik dan gak terlalu berisik. Pengiriman cepat, 2 jam setelah pesan langsung nyampe.",bagus harga gin worthed banget red switch enak dipake ngetik berisik kirim cepat nyampe,unknown,5,Multi platform,Positive,Harga,No,Lainnya,No,Dipawidia,train
"Puas. Puaa bngt. Ledny bgus hrga brshbat, mudah2 awet. Thanks Lazada",puas puaa bngt ledny bgus hrga brshbat mudah2 awet terima kasih lazada,29 Apr 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Puas. micro sd card-nya benar2 ORI. pesan tgl 28 mei datang tgl 29 mei,puas micro sd card benar2 original tgl mei tgl mei,28 Mei 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"pelayanan nya ramah banget, enak enak makanan nya terimakasi kak maya",layan ramah banget enak enak makan terimakasi kak maya,2026-02-05T08:33:54.249Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"begitu sampai langsung nonton drama korea. gambarnya jernih suaranyabjg oke. keren deh pokoknya. cuma bingung, gimana caranya cari chanel tv nasional (rcti, sctv, dll) . semoga awet",nonton drama korea gambar jernih suaranyabjg oke bagus pokok bingung gimana cari chanel tv nasional rcti sctv dll moga awet,15 Mei 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
barang blm di buka. kirim cepat sekali.. saya puas,buka cepat puas,19 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Senang. Barang nya sampai lebih cepat. Pesan jumat, senin sampai barang nya. Puas banget",senang cepat jumat senin puas banget,13 Okt 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Sesuai pesanan. Kapasitas 32 Gb tapi Realnya cuma 30 Gb... Alhamdulillah cepat sampai.. Terima kasih,sesuai pesan kapasitas gb real gb alhamdulillah cepat kasih,13 Des 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"kecewa belanja di tempat kamu, lain di pesan lain dikirim ??????",kecewa belanja,unknown,1,Tokopedia,Negative,Lainnya,Yes,Elektronik,No,PRDECT-ID,train
Good. Sesuai ekspektasi,good sesuai ekspektasi,16 Jun 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"packing sangat aman,pengiriman pun sangat cepat barang berkualitas gg lah pokoknya",packing aman kirim cepat kualitas gg pokok,28 Feb 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"tertulis 64 GB, di buka cm ada 2 GB... kecewa...",tulis gb buka cm gb kecewa,19 Feb 2019,1,Lazada,Negative,Lainnya,Yes,Elektronik,No,Lazada,train
Pengiriman lama 8 hari dan toko tidak aktiv untuk menjawab pertanyaan,kirim toko aktiv,unknown,2,Multi platform,Negative,Lainnya,No,Lainnya,No,Dipawidia,train
Lebih bagus yg model 40d3a gan Pengiriman cepat dan aman,bagus model 40d3a gan kirim cepat aman,10 Agu 2019,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
good choice to eat with family,good choice to eat with family,2026-03-29T13:24:35.708Z,5,Google Maps,Positive,Lainnya,No,F&B,No,GoogleMaps,train
"kualitas barang ok, gak ada respon dari penjual ketika di tanya soal pengiriman. jadi bintang 4 aja",kualitas ok respon jual kirim bintang,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,train
"mantulll,sesuai pict,pengiriman cepat,recomend deh pokok nya...",mantulll sesuai pict kirim cepat recommended pokok,27 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
tidak ke baca,baca,11 Agu 2016,1,Lazada,Negative,Lainnya,No,Elektronik,No,Lazada,train
pelayanan baik .makanan enak .,layan makan enak,2025-12-14T09:12:28.645Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
Barang selalu ok...murah meriah pula,ok murah riah,16 Agu 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
oke lah . tes ini itu.. barang oke sayang vip cardnya ga ada... moga awet barangnya... sayang pengirimanya rada lama,oke tes oke sayang vip cardnya moga awet barang sayang pengirimanya rada,11 Nov 2018,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"overall lancar smua,topcer dgn harga dbawah yg lainnya n proses pengiriman juga cepat.thanks lazada,coocaa,ninja.",overall lancar smua topcer harga dbawah proses kirim cepat terima kasih lazada coocaa ninja,08 Agu 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
Barangnya tidak seperti barang baru dan tanpa kemasan pabrik.,barang kemas pabrik,unknown,1,Tokopedia,Negative,Bentuk,No,Elektronik,No,PRDECT-ID,train
"Dwi top L warna brown, Nonny tunic L warna dusty, Willen top M warna Green",dwi top warna brown nonny tunic warna dusty willen top warna green,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,train
Cool stuff n faster transfer data. Two thumbs up,cool stuff faster transfer data two thumbs up,15 Mar 2017,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Kesini pas birthday, birthday treat nya oke. Suasanya bagus dan nyanan",kesini pas birthday birthday treat oke suasa bagus nyanan,2025-07-20T13:08:04.234Z,5,Google Maps,Positive,Bentuk,No,F&B,No,GoogleMaps,train
sampai dgn selamat.. txs,selamat txs,10 Jan 2019,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Sangat Memuaskan #itma,muas itma,2026-04-07T04:00:19.633Z,5,Google Maps,Positive,Lainnya,No,F&B,No,GoogleMaps,train
Bertanya. Dikirim pake gojek jakarta bisa ga.,pake gojek jakarta,2019-10-02,3,Lazada,Neutral,Lainnya,No,Elektronik,No,Lazada,train
Berfungsi dengan baik,fungsi,27 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
cepat sesuai pesanan,cepat sesuai pesan,16 Agu 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Barang oke. Thankss,oke thankss,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
Recommended. Pengirimannya cepat dan produk sama dengan yang ada di gambarr:),recommended kirim cepat gambarr,2019-10-02,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
mantap. barang sesuai pesanan,bagus sesuai pesan,16 Sep 2017,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
"Mantap barang, pengiriman cepat",bagus kirim cepat,10 Des 2018,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
barang mantab👍x10,mantab x10,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
gak bisa kebaca dh disimpan pas dibuka di pc lain data nya gak ada,baca dh simpan pas buka pc data,31 Jan 2018,1,Lazada,Negative,Bentuk,No,Elektronik,No,Lazada,train
"flashdisk berfungsi dgn baik, semoga awet..",flashdisk fungsi moga awet,04 Jun 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Sepadan dengan Harga:lumayan Fitur Terbaik:bagus Pengiriman super lama, penjualnya super duper lama jg balesnya pdhl lg aktif, tp yaudah yg penting udh sampe, Suaranya oke tp pas dtg ternyata agak kecil, tp worth to buy lahh, semoga bertahan lama",padan harga lumayan fitur baik bagus kirim super jual super duper balesnya pdhl lg aktif yaudah sampe suara oke pas dtg worth to buy lahh moga tahan,unknown,3,Multi platform,Neutral,Bentuk,No,Lainnya,No,Dipawidia,train
Pengiriman lama,kirim,12 Jan 2019,3,Lazada,Neutral,Lainnya,No,Elektronik,No,Lazada,train
"Barang sesuai yg di pict, berfungsi normal, sampai pun cepat. Recommended banget",sesuai pict fungsi normal cepat recommended banget,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
sip brng oke sesuai pesanan paking rapi,sip brng oke sesuai pesan paking rapi,unknown,5,Multi platform,Positive,Bentuk,No,Lainnya,No,Dipawidia,train
barang ori mantap 👍👍👍,original bagus,12 Des 2018,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
"Cepatt sampainya, barang asli, dan adminnya ramah",cepatt sampai asli adminnya ramah,unknown,5,Tokopedia,Positive,Bentuk,No,Lainnya,No,PRDECT-ID,train
produk baik..recomend sekali buat tv ukuran 32 inch,recommended tv ukur inch,24 Jun 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
