web-scraper-order,web-scraper-start-url,review,rating,pesanan,tanggal_pesan,Label,Label,,
1701446020-1150,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terimakasih rasa nya enk,5.0,Udang Keju - Mie Iblis lv 4 - Mie Iblis lv 3 - Udang Rambutan,Ordered on 3 August 2022,1,Baik,,
1701446020-1151,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terlalu banyak minyak,4.0,Mie Setan lv 1 - Mie Angel,Ordered on 5 August 2022,0,Buruk,,
1701446020-1152,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terlalu banyak minyak,4.0,Mie Iblis lv 1 - Mie Setan lv 1 - Udang Rambutan,Ordered on 4 August 2022,0,Buruk,,
1701446020-1153,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"kalau bisa di sediakan pakai level cabai 1,2,3,4 dan seterusnya. soalnya kalau menurut saya level 1masih terlihat terlalu pedas...😇🙏 kalau cabe 1,2,3 atau seterusnya bisa memperkirakan kepedasan ... itu saran saya, kalau saya biasanya pakai cabai 1😅",5.0,Mie Iblis lv 2 - Udang Keju - Mie Iblis lv 1 - Siomay - Mie Iblis lv 0,Ordered on 6 August 2022,0,Buruk,,
1701446020-1154,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie gacoan ngga pernah gagal se,5.0,Mie Iblis lv 4 - Pangsit,Ordered on 6 August 2022,1,Baik,,
1701446020-1155,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"tolong wadah nya jangan styrofoam, tolong pake box yg ada tulisannya.",4.0,Mie Iblis lv 0 - Udang Keju,Ordered on 5 August 2022,0,Buruk,,
1701446020-1156,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,gak ada tulisan levelnya yg mie :(,5.0,Mie Iblis lv 2 - Udang Keju - Udang Rambutan - Siomay - Mie Iblis lv 4,Ordered on 6 August 2022,0,Buruk,,
1701446020-1157,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pokokny enak bett dah awwwww,5.0,Mie Iblis lv 6 - Udang Keju - Udang Rambutan,Ordered on 6 July 2022,1,Baik,,
1701446020-1158,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"kecewa benget, pesen level 2 Mala tidak ada cabe sama sekali 😭",1.0,Mie Iblis lv 2 - Mie Iblis lv 3 - Udang Keju - Siomay,Ordered on 5 August 2022,0,Buruk,,
1701446020-1159,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,dari rasa enak . untuk kualitas pengemasan di tingkatkan lagi,5.0,Mie Iblis lv 2 - Mie Iblis lv 1 - Mie Angel - Mie Setan lv 1 - Mie Setan lv 4 - Mie Iblis lv 3 - Udang Keju,Ordered on 29 July 2022,1,Baik,,
1701446020-1160,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"pesen (2) level 0 . (2) level 1 . tp yg datang (3) level 1 , level 0 (1) . tolong lebih teliti lg.",4.0,Mie Iblis lv 0 - Udang Keju - Mie Iblis lv 1,Ordered on 5 August 2022,0,Buruk,,
1701446020-1161,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak!! pas bumbunyaa. pertahankan,5.0,Mie Iblis lv 2 - Mie Iblis lv 4 - Mie Iblis lv 0 - Mie Iblis lv 3 - Udang Keju,Ordered on 4 August 2022,1,Baik,,
1701446020-1162,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terima kasih pelayanannya,5.0,Mie Iblis lv 0 - Udang Keju - Siomay - Thai Green Tea,Ordered on 5 August 2022,1,Baik,,
1701446020-1163,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pangsit goreng nya letoy gak garing sama sekali dan mie nya terlalu Mateng jadi lembek,2.0,Mie Iblis lv 2 - Mie Iblis lv 1 - Mie Iblis lv 3 - Mie Iblis lv 4,Ordered on 1 August 2022,0,Buruk,,
1701446020-1164,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kemasan nya nda bagus,1.0,Mie Iblis lv 3 - Mie Angel,Ordered on 3 August 2022,0,Buruk,,
1701446020-1165,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"enakk seperti biasanya..., untuk kalii ini kemasannya mantap ga kotor bawahnya,have nice day....,untuk rasa mie nyaa tadi ada rasa asepnyaa",5.0,Udang Rambutan - Udang Keju - Mie Iblis lv 6 - Pangsit,Ordered on 4 August 2022,1,Baik,,
1701446020-1166,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Pangsitnya agak gosong,3.0,Udang Keju - Mie Iblis lv 3 - Mie Iblis lv 1 - Mie Iblis lv 0,Ordered on 4 August 2022,0,Buruk,,
1701446020-1167,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"kemasan yang ramah lingkungan akan sangat bagus, terutama ketika pelanggan memesan beberapa barang",4.0,Udang Keju - Mie Iblis lv 2,Ordered on 4 August 2022,1,Baik,,
1701446020-1168,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rasanya mulai berkurang juga di kasih kuahnya jadi ky kering 🙏,4.0,Mie Iblis lv 1 - Mie Angel - Pangsit,Ordered on 31 July 2022,0,Buruk,,
1701446020-1169,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sayang deh sama chef - nya!,5.0,Mie Iblis lv 3 - Udang Rambutan - Mie Iblis lv 4,Ordered on 2 August 2022,1,Baik,,
1701446020-1170,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesanan lengkap minus alat makan aja sama lama,3.0,Udang Keju - Mie Iblis lv 2 - Mie Iblis lv 6,Ordered on 3 August 2022,0,Buruk,,
1701446020-1171,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pelayananya lama,3.0,Mie Iblis lv 2 - Mie Iblis lv 1,Ordered on 3 August 2022,0,Buruk,,
1701446020-1172,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,lain kali kasih daging yaa,4.0,Mie Iblis lv 6 - Udang Rambutan - Genderuwo - Mie Iblis lv 1,Ordered on 2 August 2022,0,Buruk,,
1701446020-1173,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,wuenak sekali kerennn,5.0,Mie Setan lv 4 - Mie Iblis lv 2 - Siomay - Udang Rambutan,Ordered on 2 August 2022,1,Baik,,
1701446020-1174,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Tidak sesuai pesanan!,1.0,Mie Iblis lv 2 - Udang Keju - Teh - Udang Rambutan,Ordered on 2 August 2022,0,Buruk,,
1701446020-1175,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"slalu enak sih, aplgi udang kejuny tpi sausnya dkit:(",5.0,Udang Keju - Mie Angel,Ordered on 2 August 2022,1,Baik,,
1701446020-1176,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,meski pesen level 0 kan udah dikasih note kalo di kasih sambel dikit taruh pinggir. tp ga dikasih 😪,3.0,Mie Iblis lv 0 - Udang Keju,Ordered on 2 August 2022,0,Buruk,,
1701446020-1177,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,berantakan pas sampai,4.0,Udang Rambutan - Mie Iblis lv 6 - Siomay - Mie Iblis lv 4,Ordered on 12 July 2022,0,Buruk,,
1701446020-1178,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Bapak nya baik hati dan juga sabar,5.0,Mie Iblis lv 1 - Udang Keju,Ordered on 1 August 2022,1,Baik,,
1701446020-1179,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Per-udang-an enak banget Ya Allaaahh.. Masya Allaaaahhh 😭😭😭 Tapi sayaang gaa angeett. Sblmnya beli di cabang lain, lebih dari stgh jam an blm habis tapi panasnya masih kerasa looo. Tapi yaweslah, makasi yaaa",5.0,Udang Rambutan - Udang Keju - Siomay,Ordered on 31 July 2022,1,Baik,,
1701446020-1180,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak tapi enak yg kenjeran,5.0,Udang Rambutan - Mie Angel - Mie Iblis lv 2 - Mie Setan lv 2,Ordered on 31 July 2022,1,Baik,,
1701446020-1181,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Mantap cepat' makanan enak,5.0,Mie Iblis lv 2 - Mie Setan lv 4,Ordered on 29 July 2022,1,Baik,,
1701446020-1182,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tekstur mie nya sekarang agak beda ya,5.0,Mie Angel - Mie Setan lv 1 - Mie Iblis lv 3,Ordered on 24 July 2022,0,Buruk,,
1701446020-1183,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sehat selalu buat chef-nya dan anggota lainnya saya menyukai mknnya,5.0,Pangsit - Lemon Tea,Ordered on 30 July 2022,1,Baik,,
1701446020-1184,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kali ini g tau kenapa enakkk bgtttt.. sumpah.. kali ini bener2 puas sama gacoan. pertahanin terus kek gini ya,5.0,Udang Keju - Mie Iblis lv 3 - Pangsit,Ordered on 30 July 2022,1,Baik,,
1701446020-1185,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rasanya enak banget dan porsi yang pas di perut.,5.0,Mie Angel - Coklat - Udang Keju - Mie Iblis lv 2 - Tuyul,Ordered on 16 July 2022,1,Baik,,
1701446020-1186,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Level 1 pedesssss bgt😩🥹 biasanya enggak,3.0,Mie Iblis lv 1 - Udang Rambutan - Udang Keju,Ordered on 26 July 2022,0,Buruk,,
1701446020-1187,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ada menu minuman yang kurang di buatkan ... di pesanan ada tapi di nota ngak ada ...,3.0,Mie Iblis lv 2 - Udang Keju - Udang Rambutan - Siomay - Pocong - Genderuwo - Milo,Ordered on 29 July 2022,0,Buruk,,
1701446020-1188,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,udah langganan deh porsi bnyak murah bgt pas untuk ank kos an nih gak pernah ngecewain semua menunya,5.0,Mie Iblis lv 2 - Mie Iblis lv 1 - Udang Keju,Ordered on 26 July 2022,1,Baik,,
1701446020-1189,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,gakk enakk kalo mie udah basi udah kecut GK usah di jual kyak nggak niat jual aja kecewa bgt,5.0,Mie Iblis lv 1 - Siomay - Mie Iblis lv 4,Ordered on 27 July 2022,0,Buruk,,
1701446020-1190,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,uenakkk parahh si brooo,5.0,Udang Rambutan - Mie Iblis lv 4 - Mie Setan lv 2 - Mie Iblis lv 1 - Mie Angel,Ordered on 29 July 2022,1,Baik,,
1701446020-1191,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"karena pesenan ngk sesuai... pesen level 0, level 2 dan level 4. eh level 0 nya ngk ad... yg ad level 1",1.0,Mie Iblis lv 2 - Mie Iblis lv 0 - Mie Iblis lv 4 - Udang Rambutan - Udang Keju,Ordered on 29 July 2022,0,Buruk,,
1701446020-1192,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,klau bisa porsi mienya di tambah dikit kak.. hehe,3.0,Mie Setan lv 2 - Milo,Ordered on 29 July 2022,0,Buruk,,
1701446020-1193,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Rasa nya udah gk kyk dulu lagi waktu pertama beli sama udang keju nya juga udah beda rasa nya,3.0,Mie Iblis lv 1 - Udang Keju,Ordered on 28 July 2022,0,Buruk,,
1701446020-1194,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,lain kali untuk pesanan beda level di tulis secara jelas ya. kasian yg gasuka pedes jd harus makan yg pedes🙏🏻,4.0,Mie Iblis lv 1 - Mie Iblis lv 4 - Pangsit,Ordered on 29 July 2022,0,Buruk,,
1701446020-1195,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"mi enakkk, pangsit juga enak, minumannya apalagii enak bangett segerr",5.0,Mie Iblis lv 4 - Pangsit - Mie Setan lv 2 - Pocong,Ordered on 28 July 2022,1,Baik,,
1701446020-1196,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ke banyakan kecap,4.0,Udang Keju - Siomay - Mie Iblis lv 4 - Udang Rambutan,Ordered on 28 July 2022,0,Buruk,,
1701446020-1197,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Yo Wes Ngunu Iku Rasane...,5.0,Mie Angel - Mie Setan lv 2 - Coklat,Ordered on 25 July 2022,1,Baik,,
1701446020-1198,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Mantap bosq, semoga bisa beli lagi",5.0,Udang Keju - Mie Iblis lv 0,Ordered on 28 July 2022,1,Baik,,
1701446020-1199,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"sesuai pesanan, hanya ada yg miring jadi minyaknya ada yg tumpah",5.0,Mie Iblis lv 2 - Udang Rambutan - Mie Iblis lv 0 - Mie Iblis lv 3 - Mie Iblis lv 6,Ordered on 28 July 2022,1,Baik,,
1701446020-1200,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"mie nya agak bauh busuk, mie nya berkeringat dan lengket tolong klk jual lan yg berkualitas",1.0,Mie Angel - Mie Setan lv 1 - Udang Rambutan - Siomay,Ordered on 27 July 2022,0,Buruk,,
1701446020-1201,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sayang deeeh ama chefnya😍😘,5.0,Mie Iblis lv 2,Ordered on 27 July 2022,1,Baik,,
1701446020-1202,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak kok. tpi buat porsi mie nya agak kurang hihihi,4.0,Mie Angel,Ordered on 27 July 2022,1,Baik,,
1701446020-1203,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,1000 enaaaakkkkk,5.0,Mie Iblis lv 2 - Pangsit - Genderuwo - Mie Iblis lv 1,Ordered on 27 July 2022,1,Baik,,
1701446020-1204,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tambahin porsinya dong chef,5.0,Mie Iblis lv 8 - Mie Iblis lv 1 - Mie Iblis lv 0 - Pangsit,Ordered on 26 July 2022,1,Baik,,
1701446020-1205,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie nya bau gosong udang rambutannya keasinan,3.0,Mie Iblis lv 1 - Udang Rambutan,Ordered on 26 July 2022,0,Buruk,,
1701446020-1206,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rasanya enak dan ga bosenin,5.0,Mie Iblis lv 0 - Mie Iblis lv 2 - Mie Iblis lv 1 - Mie Angel,Ordered on 23 July 2022,1,Baik,,
1701446020-1207,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantap betul makanan nya,5.0,Mie Iblis lv 8 - Siomay - Udang Rambutan - Udang Keju,Ordered on 25 July 2022,1,Baik,,
1701446020-1208,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kurang guri gk enak rasa nya,1.0,Udang Rambutan - Mie Iblis lv 0 - Udang Keju,Ordered on 22 July 2022,0,Buruk,,
1701446020-1209,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,level 1 pedes nya kek level 8 hmm,3.0,Mie Iblis lv 0 - Mie Iblis lv 1 - Tuyul,Ordered on 21 July 2022,0,Buruk,,
1701446020-1210,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie nya lebih enak di cab kenjeran,4.0,Mie Angel - Udang Rambutan - Mie Iblis lv 1 - Pangsit,Ordered on 21 July 2022,1,Baik,,
1701446020-1211,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantap dan nikmat,5.0,Mie Iblis lv 2 - Udang Rambutan - Mie Iblis lv 1 - Mie Angel - Sundelbolong,Ordered on 24 July 2022,1,Baik,,
1701446020-1212,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,puass banget sampek perut kekenyangan😂😂😂😂,5.0,Mie Iblis lv 6 - Mie Iblis lv 2 - Coklat - Pangsit,Ordered on 23 July 2022,1,Baik,,
1701446020-1213,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"ud enk,,hnya gurih nya kurang",4.0,Mie Setan lv 8 - Siomay,Ordered on 22 July 2022,1,Baik,,
1701446020-1214,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,penyajian level tidak sesuai. level 0 dikasih cabe kaya level 1. level 1 seperti level diatasnya,3.0,Mie Iblis lv 1 - Mie Iblis lv 0,Ordered on 22 July 2022,0,Buruk,,
1701446020-1215,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantul pedesnya,5.0,Mie Iblis lv 4 - Orange,Ordered on 21 July 2022,1,Baik,,
1701446020-1216,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Porsinya tambah berkurang,2.0,Mie Iblis lv 1 - Udang Keju - Teh,Ordered on 21 July 2022,0,Buruk,,
1701446020-1217,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,gaada kecapnya (gda rasa) mienya terlalu matang tp oke lah gpp,4.0,Mie Iblis lv 1 - Mie Iblis lv 0 - Thai Green Tea,Ordered on 21 July 2022,0,Buruk,,
1701446020-1218,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,cucok tenan rasane!,5.0,Mie Angel,Ordered on 20 July 2022,1,Baik,,
1701446020-1219,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rasanya agak beda ya? kayaknya kecapnya kurang soalnya bener2 tipis bgt rasa manisnya. tp tetep enak kok. ditingkatin lg aja ya.,4.0,Pangsit - Mie Iblis lv 2,Ordered on 20 July 2022,0,Buruk,,
1701446020-1220,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"kurang sausnya , kemasannya kurang rapih",3.0,Udang Rambutan - Mie Iblis lv 0 - Pangsit - Mie Setan lv 1,Ordered on 20 July 2022,0,Buruk,,
1701446020-1221,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Mie cuma rasa pedas, tidak ada rasa lainnya. Udang keju nya Enak",3.0,Udang Rambutan - Udang Keju - Mie Setan lv 1 - Mie Setan lv 2 - Mie Iblis lv 1,Ordered on 17 July 2022,0,Buruk,,
1701446020-1222,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sip rekom deh tapi packing yang bagus ya hehe,5.0,Mie Iblis lv 1 - Udang Keju - Pocong,Ordered on 19 July 2022,1,Baik,,
1701446020-1223,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,cinta deh sama chefnya *lope unguu,5.0,Mie Iblis lv 4 - Mie Iblis lv 3 - Mie Iblis lv 1 - Udang Rambutan,Ordered on 15 July 2022,1,Baik,,
1701446020-1224,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terim kasih atas makanan nya,5.0,Mie Iblis lv 3 - Udang Keju,Ordered on 7 June 2022,1,Baik,,
1701446020-1225,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sterofoamnya ada yang pecah karena tergencet,4.0,Mie Iblis lv 2 - Udang Keju - Siomay - Mie Iblis lv 8,Ordered on 18 July 2022,0,Buruk,,
1701446020-1226,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,saya pesen level 1 kenapa pedes banget ya perasaan level 1 itu ga terlalu over pedesnya,5.0,Mie Iblis lv 1,Ordered on 18 July 2022,0,Buruk,,
1701446020-1227,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,selalu puas SM resto ini,5.0,Udang Keju - Mie Iblis lv 1 - Mie Iblis lv 0 - Siomay,Ordered on 15 July 2022,1,Baik,,
1701446020-1228,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terima kasih banyakkk :),5.0,Mie Iblis lv 1 - Udang Rambutan - Udang Keju - Siomay,Ordered on 13 July 2022,1,Baik,,
1701446020-1229,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,gk enak rasa nya,1.0,Mie Iblis lv 2 - Udang Rambutan,Ordered on 13 July 2022,1,Baik,,
1701446020-1230,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,MantaPkS......,5.0,Mie Iblis lv 1 - Siomay - Mie Angel,Ordered on 17 July 2022,1,Baik,,
1701446020-1231,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Mantap bosq, sampek ketagihan!",5.0,Mie Iblis lv 1 - Udang Rambutan,Ordered on 15 July 2022,1,Baik,,
1701446020-1232,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,untuk udang yg di bungkus mie rasanya pahit ya,3.0,Mie Angel - Siomay - Udang Rambutan,Ordered on 17 July 2022,0,Buruk,,
1701446020-1233,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ok mantap mantap,5.0,Mie Iblis lv 0 - Mie Iblis lv 1,Ordered on 17 July 2022,1,Baik,,
1701446020-1234,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"pesan jam 18:30, saat pick up jam 19:30 masih nunggu ±15 mnt",2.0,Mie Iblis lv 1 - Mie Setan lv 1,Ordered on 2 July 2022,0,Buruk,,
1701446020-1235,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,lumayan enak gak asin,1.0,Mie Setan lv 1 - Mie Iblis lv 3 - Siomay - Udang Rambutan - Pangsit,Ordered on 30 June 2022,1,Baik,,
1701446020-1236,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kemasan styrofoam nya gampang sobek kalau makanan nya hangat dan berbumbu,4.0,Siomay - Mie Iblis lv 2,Ordered on 16 July 2022,0,Buruk,,
1701446020-1237,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,makanannya enak,5.0,Mie Angel - Mie Setan lv 1 - Udang Keju,Ordered on 15 July 2022,1,Baik,,
