"NBa7we src","d4r55","RfnDt","eaLgGf","hCCjke","rsqaWe","ulsn","w8nwRe","dSlJg","Hzvxle","pkWtMe","dSlJg 2","NlVald","NlVald 2"
"https://lh3.googleusercontent.com/a-/ALV-UjWhHrChmOHansWB5BPKyo9mJ4ao4IXF5HT6vcmnJ2qqPEU1Tqs=w45-h45-p-rp-mo-ba5-br100","veronica yap","Local Guide · 124 ulasan · 619 foto","","","Diedit 7 tahun lalu","Buat yg ULANG TAHUN, bisa dapat STEAK GRATIS nih.. #TEAMNGIRIT 🤣🤣🤣

Lumayan kan kalau lagi ulang tahun bisa mampir ke double u steak, dapet steak …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWbq2LSgKf3iWgp7kOiKpz4l-6aWhLMg3oHXRO1tn1SQGjXUvlb=w45-h45-p-rp-mo-ba4-br100","Nadin himaya","Local Guide · 62 ulasan · 299 foto","","","2 tahun lalu","Good deal steak! Dengan kualitas, porsi, dan rasa dengan harga segini cukup good deal.
Kemaren pesen beberapa menu. Tapi highlight ada di signature de paris mereka …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXmd3zsvhkcqJ_jaHmRibCgP6gCzgiMMplgEJ1eP0IBgFCZMeY=w45-h45-p-rp-mo-ba4-br100","Fajar Chandra Nurhuda","Local Guide · 47 ulasan · 340 foto","","","5 bulan lalu","Sekarang tempatnya sudah pindah , lebih bagus, luas, rapih, ada kolam ikannya juga, tempat sholat juga ada, makanannya juga enak2, kemarin makan rib eye meltique, pokonya enak2 dah, langsung aja di gass.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocJU7U929yfCcY-5Akeqk1wJZB93HAulessBMHZJo5KWkbeheg=w45-h45-p-rp-mo-ba3-br100","Rachma Melati Sukmana","Local Guide · 39 ulasan · 29 foto","","","2 tahun lalu","Udah direkomendasiin temen dari tahun lalu tp baru sempet nyoba di tahun ini. Enak, walaupun tingkat kematangan steak-nya yang disajikan ga sesuai dengan pesanan tapi tetep enak. Saya pesan steak dengan kematangan medium well yang disajikan …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUGLERhn6bjSHu4guQu2NtqxBazDfNRKD3pXDFRPk453y7Bc_9O0A=w45-h45-p-rp-mo-ba4-br100","Mohamad Wahyu Vidyanto","Local Guide · 67 ulasan · 157 foto","","","7 tahun lalu","Sangat Puas, dari segi pelayanan sangat ramah, menawarkan refil minuman yang sudah mau habis, tempat sangat nyaman di lantai 2, pesan Finger Ribs 250 gram welldone enak, walaupun matang, daging tetap juicy + brocoly cheesenya juga enak …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjW8Mn9D4vC24LkuXkpLpxYyWoJv3kvvql-jNzzANmxKhAamPN_kGQ=w45-h45-p-rp-mo-ba3-br100","Amanda Fidienna Putri","Local Guide · 28 ulasan · 38 foto","","","8 tahun lalu","The best ...

Aku review dikit soal suasana, rasa, dan pelayanan. …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUMVeGKEC3ITaT7AQli4htAMLCGhxBmfIPn2E6FXF1HSFf7kTZm=w45-h45-p-rp-mo-ba2-br100","Nadia Puspa Sari","Local Guide · 16 ulasan · 16 foto","","","2 tahun lalu","Mendapatkan birthday treat disini, sangat mengenyangkan dengan dapat steak, spaghetti dan juga cake. Diiringi lagu zamrud dan staff yang sangat ramah. Untuk rasa steaknya enak, kematangan well done dengan saus cream mushroom, tipe daging yang lembut tetapi berisi. Untuk spaghettinya juga sangat enak. Terima kasih ^^","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a/ACg8ocLaBLoZV8ClQnBVtI7pmP5fq7_N8LhC76sbFtYZqh_s2RAsoiQ=w45-h45-p-rp-mo-ba3-br100","RIRI AYHE","Local Guide · 41 ulasan · 45 foto","","","2 tahun lalu","Udah beberapa kali ke DoubleU karena memang enak, worth it dan tertentunya sudah Halal MUI, tapi kemarin pas bgt lagi birthday nyobain promo dapat sirloin steak, spagethi + cake birthday. Kereeen! 🤤 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjV8yUjzmkWBLnXyNo2RNFLLoksXtaq2F982yckkgB61oDHZ43yn=w45-h45-p-rp-mo-ba3-br100","Belmesty Kamila","Local Guide · 22 ulasan · 27 foto","","","3 tahun lalu","Pesennya steak cafe de paris, 1 yg sirloin dan 1 norwegian salmon. Steak nya enak bgt, kematangannya pas, dan lembut. Cuma saos chimichurri + butter nya asin bgt, ditambah lagi pesenan potato wedges dan sauteed potatonya asin bgt. Jd …","Lainnya","","Suka","2","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXkjiFGy94SAY_IjNcvGWA5FSuSQ_OUxPWpw0uQE4JEtqbyE5Fj=w45-h45-p-rp-mo-ba5-br100","Yaskuna Dhira","Local Guide · 165 ulasan · 548 foto","","","2 tahun lalu","Tempat makan steak yang enak untuk rasa steaknya... Patut bgt buat di coba... Apalagi pad saya datang di hari Ulang tahun dapat 1 steak gratis...","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWgT7Uxf0AJ82wCMlLuqR3FM1J81SeZ3aipjCA71cb422QOmCGo=w45-h45-p-rp-mo-ba5-br100","Maman Sulaeman (Omeno)","Local Guide · 326 ulasan · 356 foto","","","2 tahun lalu","Sy driver grab...  Dapet orderan food di restoran ini.. luar biasa..mbak2 karyawati nya sangat ramah dan baik... Sambil nunggu sy diberikan es teh manis... Alhamdulillah...  Bukan karena es teh manis nya , tapi cara servis nya yg luar biasa …","Lainnya","","Suka","4","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjUyotgKPXLYqaKdcaIEitqU6CrzUiL1op_lv3fbxKMD2BCJq-yS=w45-h45-p-rp-mo-ba6-br100","muhamad nurdin","Local Guide · 626 ulasan · 258 foto","","","Diedit setahun lalu","The best steak house in bekasi. Tersedia juga menu khusus untuk yg berulng tahun ( dapet 1 menu birthday buat ug ulang tahun.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUc4Rjx8V7sw9Y0Ml8jZVnDdP_k6b8KQ9XGIDWHOqRclIdb13KeuQ=w45-h45-p-rp-mo-br100","khairul fajri","5 ulasan","","","7 bulan lalu","Asli ini steak terbaek di Bekasi dengan harga paling worth it
Sangat rekomendasi banget..gw pasti balik lagi kesini next","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjU8CkgBgGSzn8z0p3OJno6-RedZYAw6nHIYuIbdt6iaVR82HiY_=w45-h45-p-rp-mo-ba6-br100","Jenny Wahyuni","Local Guide · 331 ulasan · 1.751 foto","","","5 tahun lalu","Tempatnya keliatan kecil dari luar tapi di dalam space nya lumayan lah, ada parkir buat mobil juga aman. Stafnya nice and friendly. Kalo soal makanan gue kasi rate 3/5 ya soalnya gue pesen steak cafe De Paris awalnya gue pikir itu broth …","Lainnya","","Suka","3","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjVXQAqXnHjCur5t1VmB6j3BD5trrjObJFupWgnrQqPB1P3DyyI=w45-h45-p-rp-mo-ba4-br100","roy faisal","Local Guide · 86 ulasan · 217 foto","","","8 tahun lalu","u did a great job, Chef!!! Enak!
270k aman lah buat makan bedua (udah diitung minum loh ya)
200gr Nz Sirloin steak with creamy mushroom sauce boleh dicoba!!! kane!","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocISdFag2IupWwh71WZekNxmD5ocETz4_91zvasAWzmuoQUyRw=w45-h45-p-rp-mo-br100","Muhammad Fathir Gumilang","4 ulasan","","","8 bulan lalu","Cuman mau share aja, biasanya sering kesini dari jaman sebelum pindah ke tempat yg sekarang *waktu masih disebrang* cuman kali ini kebetulan emang sama anak dan kebetulan anak saya yang umurnya 3 tahun lagi makan es krim, dan entah kenapa …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjU6Z-XiILgriYeJ2BxvxSxwQVCfvA53Vc3wfuL9X6MQ-H7dfu8wRg=w45-h45-p-rp-mo-ba4-br100","Arkan Pandita Pratama","Local Guide · 36 ulasan · 171 foto","","","Diedit 3 tahun lalu","Kuliner yang ga pernah bosen.....harga terjangkau untuk sekelas steak bintang 5, interior menarik, menu2 nya juga variasi..the best menu menurut ku, meltique rib eye ,dengan tingkat kematangan well done...dengan saos mushroom nya,dan mashed …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVWtZz55aUrwtFJTfrnxqs0OWgE9qR_V9ChJYePq955hfjuRZ0u=w45-h45-p-rp-mo-ba3-br100","Hanny Racman","Local Guide · 37 ulasan · 87 foto","","","2 tahun lalu","Tempat favoritnya keluarga... Semua makanannya enak2. Harga terjangkau... Steaknya mantap ❤️","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVMVLDIn3apGrTfdQN78eejrXB9-y3M6Vk_o2LuRcOlskmG6ROF=w45-h45-p-rp-mo-ba5-br100","Anwar Nugraha","Local Guide · 226 ulasan · 532 foto","","","3 tahun lalu","Pelayanan ramah. Steak enak pilihannya jva bnyak bgtu jga dengan sausnya. Pokoknya mah mantappu jiwa. Bagi penikmat steak, Km bisa masukin resto ini kedalam list","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjV-w0qzkAnaUEWRK1aQYYfJ1XXxpaa4qyyCRgG52uz44lVNAhQI=w45-h45-p-rp-mo-ba3-br100","kartika kurnia","Local Guide · 13 ulasan · 48 foto","","","Diedit 2 tahun lalu","Makanannya enak, tempatnya juga cukup bagus, hanya saja tidak menyediakan wifi.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjU_NguaB9gw4fDF-lWiobHZTXT562rmq71kzMwYN5bMbcP0ht9ptA=w45-h45-p-rp-mo-ba5-br100","Finan Akbar","Local Guide · 147 ulasan · 698 foto","","","6 tahun lalu","Steak kelas dunia ada di Bekasi. Selalu ramai setiap hari saat jam makan siang dan malam. Dengar-dengar yang punya/masak adalah chef pengalaman 15 tahun di resto dan hotel terkenal.","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVhAjpksBWa8cz6ZFbCzG-DAE4CEM3X5wPw8Y0A0XBc_d8lrEPk=w45-h45-p-rp-mo-ba4-br100","Erlinda Listyanti","Local Guide · 148 ulasan · 66 foto","","","7 tahun lalu","Makanannya enak, tmptnya enak, pelayanannya cepat Dan ramah, next pasti balik kesini. Harganya worth sama yg Kita dapat. Daging steaknya tebel kebetulan pesen tenderloin, pendamping Dan sausnya enak gak bikin enek, semua OK.","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVgJxx-WpS_cWTULr_PPniZjJy3Fye3CEbdTbwxFw9MI--GG-OZ=w45-h45-p-rp-mo-ba3-br100","Irsa Miranti","Local Guide · 20 ulasan · 32 foto","","","2 tahun lalu","The steak is lit! Kematangan sesuai request, butter saucenya enak, balance out everything. Porsinya surprisingly besar bisa buat berdua.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjX51c5bCIScqkNKnwGhKzBDcabfhx_-PsK3g_FnRt_4rtUXEBdw=w45-h45-p-rp-mo-ba5-br100","Syarief Arbi","Local Guide · 249 ulasan · 687 foto","","","3 tahun lalu","Kalau dari tempatnya, tidak terlalu meyakinkan😅
Tapi rasa steaknya enaak banget. Ini sirloin steak cafe de paris kalau tdk salah. …","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWnCmUgl8emRJ0h30XIvA2O1GIjGxNzFxTox9Ak1otR2Oww-5NO=w45-h45-p-rp-mo-ba4-br100","Ismandra Nugraha","Local Guide · 45 ulasan · 137 foto","","","Diedit 3 tahun lalu","Best steak in Bekasi, untuk sekarang (semoga makin banyak restoran steak yang enak kayak gini). Pelayanan sangat ramah benar-benar dilayani dengan baik dari daftar waiting list sampai duduk di tempat makan. Pelayan punya knowledge yang baik …","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjWZJV_2JQ4BTotyjGnWOjGoZ1PGYaiPw1FMlWl9eCHoalZTdRzZ=w45-h45-p-rp-mo-ba2-br100","Achmad Sanusi","Local Guide · 21 ulasan · 26 foto","","","4 tahun lalu","Steaknya mantap, karena ada harga ada kualitas.
Pelayanannya sangat ramah terhadap pelanggan, dan bikin nagih buat balik lagi","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVY1zIq43mrii_SaAH95oFWRWyCADsiNLj5Q_Qev1EDvmXNC_Ds=w45-h45-p-rp-mo-ba3-br100","Windi Nugroho","Local Guide · 49 ulasan · 8 foto","","","7 tahun lalu","Baru pertama kali kesini malam tadi. Cuman karena ini bulan puasa kami udah pasrah kalau harus mengantri. Dan ya, sampai disana kami masuk ke daftar waiting list. …","Lainnya","","Suka","2","","Bagikan",""
"https://lh3.googleusercontent.com/a/ACg8ocLwvImjm6wfduhl1P0TfezEbNiaYT5ncFZQZ9_14QIE9BFE_Cc=w45-h45-p-rp-mo-ba5-br100","Iyan O’thinks #107","Local Guide · 284 ulasan · 764 foto","","","3 tahun lalu","Tempatnya bersih, gaya trendy, lengkap beserta toilet yg terawat dan mushola juga tersedia.. …","Lainnya","","Suka","2","","Bagikan",""
"https://lh3.googleusercontent.com/a/ACg8ocLi49UQehV1khe8LeWgD97z2Pwc6D7W0Oxneryx9YkJXkwDL6s=w45-h45-p-rp-mo-ba5-br100","Aa Manis","Local Guide · 273 ulasan · 515 foto","","","3 tahun lalu","Steaknya enak... Lembut... Tempat strategis... Dan nyaman... Parkiran luas... Harga lumayan.. Sesuai dg kualitas...","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocLSjNggR38dNbXszabZAx37ayfeAz3GquZKZizWsCULIu-SQw=w45-h45-p-rp-mo-ba3-br100","DamZ","Local Guide · 17 ulasan · 31 foto","","","10 bulan lalu","To be fair, saya kesana tidak mencoba makan steak nya, karena memang tidak doyan steak. Jadi review ini untuk makanan minum yang saya pesan:
1. Spaghetti carbonara, menurut saya terlalu asin, dan cream nya tidak terasa, …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUjUcilfnWSIxbBh0mMKVn2z_-XgYaxp922poX5a_etwe9F6No=w45-h45-p-rp-mo-ba4-br100","Todi","Local Guide · 75 ulasan · 201 foto","","","Diedit 4 tahun lalu","Birthday steak nya mantap tanpa syarat dan rasanya tetep enak tdk dibedakan dgn yg bayar, cuma tunjukin KTP atau SIM asli 👍
Teh manisnya juga bisa Refill, …","Lainnya","","Suka","2","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXpqtk8y3yNwp2nezIJusTlHTUehRRVxAm9lWBZ1LfwAP4VMe8=w45-h45-p-rp-mo-ba4-br100","Laksmita Ayu Praphesti","Local Guide · 79 ulasan · 97 foto","","","3 tahun lalu","Datang hari jumat jam makan malam antri sekitar 40 menit. Rasa steak nya enak, pelengkap dan sausnya juga enak enak. Pelayanan cepat walaupun ramai tetap dilayani dengan baik.","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjU3V8QgCXWjyrZVHyIufiWcec-fR48CpfwWtuIjlXtF1cgTY12i=w45-h45-p-rp-mo-ba6-br100","Yanton Pangaribuan","Local Guide · 351 ulasan · 1.040 foto","","","2 tahun lalu","Menu yang dipesan lumayan enak, harga worth dengan rasa, wajar selalu waiting list jika makan di sini.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXf1FobVprcnBrGeufvYwRIJ76uLNAGLeCc8D3BjufiP4dygK7W=w45-h45-p-rp-mo-ba2-br100","Anna Aralee","Local Guide · 13 ulasan · 12 foto","","","4 tahun lalu","Tempat cozy, pelayanan ramah, steak ny jg enak apalagi saus creamy mushromny mantapp, karna lg b'day dpt gratis steak premium, sebaik itu, love yg bnyk untuk chef widhi & staff nya....
Kuyy melipirr gaeesssss😊😊😊 …","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXb5a3cNhuWJ_JC0AfGGcoGnugXT6eeomr5CAuF7OgQLC7iPhhJ=w45-h45-p-rp-mo-ba6-br100","Andre Rosi Pradita","Local Guide · 481 ulasan · 783 foto","","","setahun lalu","Makanannya enak2 cukup worth it dengan harganya, cuman konsep ruangannya memang perlu diubah agar lebih terlihat nyaman dan tidak terlalu gelap.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUqsX3ZcRrRZAS_eBfwxAT-QWNIC5fR5D_9UAKddroSa1t8ZZg=w45-h45-p-rp-mo-ba4-br100","Angga Cahyo Lukito","Local Guide · 149 ulasan · 43 foto","","","Diedit 2 tahun lalu","makin kesini tingkat kematangan yang diminta makin ga sesuai, kemudian kualitas daging sepertinya menurun, kmrin saya pesen sirloin meltiq dagingnya baunya ga segar","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXpPOpltISUD7XspWxV0wyk8pTBPnEgrhDY6PESjm3_xsYUAyU=w45-h45-p-rp-mo-ba2-br100","Cesar Bayu","Local Guide · 9 ulasan · 12 foto","","","2 tahun lalu","Pantesan rame steaknya ok. Banyak yang ngantri. Menu nya juga banyak, bisa pilih saos, kentang dan sayur yang berbeda. Lokasinya kurang ok karena lahan parkir terbatas.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXfsD4GCWw2-JhbpjKlxAEiaoXqNX_hb2MNpepuScaWsWEdei8f=w45-h45-p-rp-mo-ba4-br100","Salma Fadia","Local Guide · 40 ulasan · 65 foto","","","3 tahun lalu","Nagih banget steak cafe de parisnya! so butteryyyy🤌🏻 salah satu menu yg harus dicoba di double u steak …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjX2fQ6eO5BRKTycZt5eiDzc7dO4AfHqE7w--vwQeshc_ZdTfvXr=w45-h45-p-rp-mo-ba5-br100","Antonia Riwindri Astuti","Local Guide · 274 ulasan · 902 foto","","","3 tahun lalu","Paket Lunch maupun wagyu-nya semua enak. Sajian steaknya sesuai standar international.... Untuk harga bersahabat dgn kantong, dibanding warung steak lain dgn menu serupa.... Utk wagyu yaaaa... Karna dagingnya lembut …","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a/ACg8ocLeVZJoK58x5ZqumpFxDJTKsa2utpV6HxJdRhMyx5lLvdZQYA=w45-h45-p-rp-mo-ba3-br100","Margareth Saragih","Local Guide · 42 ulasan · 5 foto","","","6 bulan lalu","Staff di lt 2 kurang bgt serviceny, setiap pesan orderan disini selalu ada aja yang salah dan ngga sesuai..","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXXYvVl3SBzPlCnmv-hqDfVGG_DdTduSE3om8RZvbpkLD5xGYn8dw=w45-h45-p-rp-mo-ba5-br100","yusti yusti","Local Guide · 397 ulasan · 707 foto","","","Diedit 2 tahun lalu","Stiknya enak, order meltique sirloin. Harganya cukup bersahabat untuk cita rasa stik yang juicy dan yummy. Es krimnya juga enak.","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWoku-jLDeLQ3pleGBWJrkngaM5l0N5bPYUb1prlLB2DqxeP1usNg=w45-h45-p-rp-mo-ba4-br100","haidar asshidiqie","Local Guide · 41 ulasan · 152 foto","","","4 tahun lalu","US prime beef sirloin medium well with mushroom sauce. French fries and spinach mushroom saute. Bayamnya juara sih enak bgt. Kentangnya jujur B aja. Agak nyesel kenapa ga pilih wedges cobak.. overall enak banget. Pasti balik lagi kesini. Thank you.","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXJQsS9V_QAiTeLe2Fjb69g9OgXd_Amy8E2I8ZE2wXv_wJBRjpkBg=w45-h45-p-rp-mo-ba5-br100","in time","Local Guide · 316 ulasan · 793 foto","","","8 tahun lalu","enak new zealand sirloin medium matangnya, namun kalau bisa jangan medium rare yaa, aduhh... memang agak matang sih yaa, jadinya masih amis, kalo bule mungkin cocok, tapi so far so good sih, sauce nya banyak kasihnya, wifinya tidak bisa diakses walaupun sinyalnya luar biasa","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXWy8lFRjfA6E_ptv0WHA9Sua7zpLxhGq16g8PZgGIhe18SS0wQ=w45-h45-p-rp-mo-ba6-br100","Sri Mulyani","Local Guide · 462 ulasan · 1.050 foto","","","4 tahun lalu","Nyobain pertama kali kesini karena direkomendasiin ..
Pas banget lg ada promo ramadhan utk sirloin 200 gr + drink = 120k (exclude PPN) …","Lainnya","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXlpNJjtY972EXjRjG7t1TZkpAiZL_bF8pinXNW012SBHhjDyVR=w45-h45-p-rp-mo-ba5-br100","ina karlina","Local Guide · 248 ulasan · 525 foto","","","3 tahun lalu","Semua makanannya enak disini kmrn nyobain appetizer platternya, steaknya jg enak, butternya super banyak. Kmrn pesan steak on 145rb, appetizer plater 55rb, sama minum jus 35rb total 200rban","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjW39xQYHF4LMeDkfGLER85KreHuoD07ZDymfQ8FiAMZFiOKnUY=w45-h45-p-rp-mo-ba3-br100","Zeno Harianto","Local Guide · 28 ulasan · 43 foto","","","6 bulan lalu","Cocok untuk rayakan ulangtahun disini","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjW4xknV-nTJqmLI_hb5pFs0gtvoRZ8ZYFGrI9o2rES8CoHfL3uejA=w45-h45-p-rp-mo-ba7-br100","Eki Sapta wandana","Local Guide · 451 ulasan · 9.140 foto","","","3 tahun lalu","Rekomen kalau soal rasa, Sekarang ada paket makan siangnya, murah meriah","Lainnya","","Suka","2","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXeSpRx8Q0H8R7QyfUpvbxT1jLM6wGVs_L2p1RTIKDD04TWj7wU=w45-h45-p-rp-mo-br100","Warastri Fida Candraningtyas","10 ulasan · 5 foto","","","2 tahun lalu","Excellence experience, terimakasih banyak untuk double u steak pelayanan dan rasa makanannya yg sangat enakkk, dan sangat ramah bangett aku lg birthday gaboleh bawa kue dapet lava cake gratis!😭🥰😍 cinta banget sm double u steak 😭😇😍 terimakasih banyak juga untuk mas yg agak putih gatau namanya pelayanannya top Thankyouuu …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjW_MtgWGNdXP9PCZd78BNaE6lsiwcOeXCdmlMhgvalTKQQcbMVklg=w45-h45-p-rp-mo-ba3-br100","N. Amalia","Local Guide · 60 ulasan · 19 foto","","","4 tahun lalu","Pilihan menu bervariasi, makanan enak, ke sini utk iftar harus waiting list ke restonya langsung tidak bisa by phone. Musola kecil, kmr mandi bersih oke, pelayanan cukup baik, mungkin ruang makannya bisa lebih rapi. Bagus utk pilihan makan steak di Bekasi.","","","Suka","1","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjX7q_9YlC7Aep7-n85i2WldJtK9RpG51RZXWB9y5FSskFeHFzW8=w45-h45-p-rp-mo-ba4-br100","Stefani Dwipuspita","Local Guide · 73 ulasan · 83 foto","","","7 tahun lalu","Tempatnya agak ke dalam bukan di jalan besar.. untuk parkir lumayan luas di sebelahnya.. makanan disini enak banget. Dagingnya lembut dan kerasa bumbu bakarannya. Untuk saus blackpaper recommended! Per orang kurang lenih 150-200ribu..","","","Suka","2","","Bagikan",""
"https://lh3.googleusercontent.com/a-/ALV-UjXzCie63ldfg4SiBzxUEf6aQU2CfBcw1RSfyp5ZPvNgQGAK9GtS=w45-h45-p-rp-mo-ba5-br100","Ary Retmono","Local Guide · 158 ulasan · 207 foto","","","6 tahun lalu","Ini tempat makan steak dg kualitas dan penyajian ala 5 star hotel, tapi dg harga yang tidak seperti 5 star hotel. Dagingnya enak & juicy, side dishesnya juga OK. Tempatnya yg cozy, pelayanannya cepat dan crew yg ramah2. …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVINyUlvXfGD1wI1hSZzW-FXyhFy6WXGBfkaE6zU42uvHwByjxX=w45-h45-p-rp-mo-ba3-br100","CR","Local Guide · 21 ulasan · 65 foto","","","3 tahun lalu","Pesen steak cafe de paris with wedges potato & tenderloin meltique with mashed potato n brocolli cheese. Kalo dibandingin lebih suka tenderloin sih juicy & masih ada seratnya jd ga banyakan lemak, maknyus. Mashed potatonya suka bgt😍 …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a/ACg8ocI5lxbsF9XCkTvo6o99xLQL2O_-6wnUwyh2oiiEf_6F7q9AmA=w45-h45-p-rp-mo-ba3-br100","M Gb 28","Local Guide · 11 ulasan · 21 foto","","","setahun lalu","Pesen Australian Steak with BBQ Sauce & Salmon mantap semua, ambience nya juga sekarang baru di renov keren","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjXB2-mlDbmhwQRvUdLdTMkIOWBQY4yS9DVptgcU8dGRLwmLdy3Q=w45-h45-p-rp-mo-ba4-br100","Rudi Harijanto","Local Guide · 72 ulasan · 169 foto","","","7 tahun lalu","Andalan utamanya steak daging sapi impor, ada juga steak ikan salmon, menu lainnya spagheti, pilihan saus: barbeque, creamy mushroom, black pepper,
semua menu wajib dicoba, penikmat steak dijamin tidak akan kecewa & selalu ingin …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjU9NzoVJLgLvX-PT26UBJcdq7clmCcXT6FpHTVJfrot456uneiq=w45-h45-p-rp-mo-ba4-br100","bekam aja","Local Guide · 54 ulasan · 52 foto","","","2 tahun lalu","Kok gini ya...

Sebelah meja ditawari menu terlebih dahulu, padahal datangnya bersamaan.. …","Lainnya","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjVw8ivOkFn3iF5GOOssWLlcsDCXVF_qnGuTJs3fygsRizplra40tQ=w45-h45-p-rp-mo-ba2-br100","dessy nindita","Local Guide · 20 ulasan · 28 foto","","","Diedit 4 tahun lalu","Tempat makan steak favorit ❤️ pertama kali makan steak langsung ke double u steak dan engga pernah makan steak ditempat lain💙💙💙💙💙 …","","","","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjUq9cE8UKAxsGtRPwC2szg53QsUL0ONc6R46Y3PErWKkSk-b-rcGA=w45-h45-p-rp-mo-ba4-br100","Muhammad Galih Wiratama","Local Guide · 35 ulasan · 116 foto","","","2 tahun lalu","Terimakasih Chef Widhi / Owner Double U Steak sudah memberikan sirloin steak cuma - cuma di hari ulang tahun saya. Pengalaman yang sangat berkesan bagi saya. Semoga rezeki terus mengalir sepanjang hari untuk Double U Steak.","Lainnya","","","","","Bagikan","Suka"
