Review_Text,Review_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm
kecewa wanginya biasa aja wanginya ga tahan jam boro2 bisa jam sprti iklannya masih bagus bibit parfum pinggir jalan deh,kecewa wangi wangi tahan jam boro2 jam sprti iklan bagus bibit parfum pinggir jalan,unknown,1,Tokopedia,Negative,Rasa,Yes,Kesehatan & Kecantikan,Yes
produk dan layanan bagus serta terpercaya,produk layan bagus percaya,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
seller responsif sekalii kaos kaki nyaman bgt dipake terima kasih,seller responsif sekali kaos kaki nyaman dipake terima kasih,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
beli barang tapi barang nya sendiri tidak pernah datang sementara status selesai pengembalian uang belum juga dilakukan sampai saat ini,beli barang barang status selesai kembali uang,unknown,1,Tokopedia,Negative,Lainnya,No,Fashion,No
lebih kecil ndak muat di mesin cuci elextrolux overal bhanya bagus anti air,ndak muat mesin cuci elextrolux overal bhanya bagus anti air,unknown,3,Tokopedia,Neutral,Bentuk,No,Perabotan,No
desainnya cantik warnanya cantik kualitas produk bagus,desain cantik warna cantik kualitas produk bagus,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
barang bagus sesuai deskripsi tinggal setting sesuai kertas petunjuk pengiriman cuma sehari pdahal jkt sby kalo mati bakal ke reset ulang mantap,barang bagus sesuai deskripsi tinggal setting sesuai kertas tunjuk kirim hari pdahal jkt sby mati reset ulang mantap,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
warna tidak sesuai permintaan padahal sudah di beri note tetap saja dikirim warna random,warna sesuai minta note kirim warna random,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
konsumen ga dianggap attitude merupakan hal pokok dan semestinya tetap dinomorsatukan,konsumen anggap attitude pokok mesti dinomorsatukan,unknown,1,Tokopedia,Negative,Lainnya,No,Kesehatan & Kecantikan,No
po udah sebulan gak sampai cm d kirim voucher dan di janjikan minggu k bulan juni di kirim cuman sampe skrg udh akhir bulan juni blm terima juga di chat gak balas,po bulan cm kirim voucher janji minggu juni kirim cuman skrg juni terima chat balas,unknown,1,Tokopedia,Negative,Lainnya,No,Ibu & Bayi,No
kualitas bahan bagus jahitannya rapi warnanya cantik model celananya cantik nyaman dipakai bahan menyerap keringat ukuran sesuai tidak menerawang bahannya adem bahannya lembut udh punya warna navy dan dark grey pengen lagi warna lain bagus pake banget,kualitas bahan bagus jahit rapi warna cantik model celana cantik nyaman pakai bahan serap keringat ukur sesuai terawang bahan adem bahan lembut warna navy dark grey ken warna bagus pake,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
kecewa berat kardus rusak padahal untuk kado,kecewa berat kardus rusak kado,unknown,1,Tokopedia,Negative,Bentuk,Yes,Ibu & Bayi,Yes
buku ori pengiriman cepat dan aman pakai bubble wrap,buku original kirim cepat aman pakai bubble wrap,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
tidak bisa hidup,hidup,unknown,1,Tokopedia,Negative,Lainnya,No,Hobi & Hiburan,No
mantap sekali sangat recommended respon seller bintang baru pesan tadi malam hari ini langsung datang,mantap recommended respon seller bintang pesan malam,unknown,5,Tokopedia,Positive,Rasa,No,Elektronik,No
peking aman dan rapi puas,peking aman rapi puas,unknown,5,Tokopedia,Positive,Bentuk,No,Lainnya,No
barang tidak sesuai gambar,barang sesuai gambar,unknown,1,Tokopedia,Negative,Bentuk,Yes,Fashion,No
ulasan hanya untuk product saja bukan untuk toko ya karena respon toko cukup baik produk ini kekurangannya adalah battery yg tidak bagus pengiriman pertama battery tidak dapat charging sy return datang product pengganti sempat sy pakai harian setelah itu battery keok dan gk mau charge gk bisa dipakai lagi entah produk yg dikirim kesaya kebetulan yg cacat atau memang product gamesir t4 tidka bagus,ulas product toko respon toko produk kurang battery bagus kirim battery charging return product ganti pakai hari battery keok charge pakai produk kirim saya cacat product gamesir t4 tidka bagus,unknown,2,Tokopedia,Negative,Bentuk,Yes,Elektronik,No
barang sesuai kualitasnya pelayanan toko bagus dan responsif,barang sesuai kualitas layan toko bagus responsif,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
cuman bisa dipanjangin sebelah sebelah yang nga bs dipanjangin sudah karatan karet yg dikasih mudah lepas nga dikasih kotak kondisi barang seperti barang seken nga dikasih baut sama karet kecil kalau emg ada double check dari pihak speeds knp hal sepele untuk satu produk aja bs begini kejadiannya,cuman dipanjangin belah belah nga bs dipanjangin karat karet kasih mudah lepas nga kasih kotak kondisi barang barang ken nga kasih baut karet emg double check speeds knp sepele produk bs jadi,unknown,1,Tokopedia,Negative,Bentuk,No,Hobi & Hiburan,No
yg beli wiskas junior bau bangke kucing gk pd doyan,beli wiskas junior bau bangke kucing doyan,unknown,1,Tokopedia,Negative,Rasa,No,Perawatan Hewan,No
semurah ini dan sebagus ini maaf ya telat baru ada kuota bajunya lagi dijemur ringan dipakai jahitannya rapi ukuran sesuai warnanya bagus bahan menyerap keringat tidak menerawang,murah bagus maaf telat kuota baju jemur ringan pakai jahit rapi ukur sesuai warna bagus bahan serap keringat terawang,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
kurang suka sama kainnya,suka kain,unknown,3,Tokopedia,Neutral,Bentuk,No,Ibu & Bayi,No
barangnya datang dalam keadaan tidak bagus,barang bagus,unknown,1,Tokopedia,Negative,Bentuk,No,Hobi & Hiburan,No
positive sesuai pesanan terima kasih pas ank sya suka,positive sesuai pesan terima kasih pas ank sya suka,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
produk diterma dengan baik pengirimannya juga luar biasa cepat dicoba juga pas banget untuk nintendonya,produk diterma kirim cepat coba pas nintendonya,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
stok vitamin wajib di luar permaduan ikhtiar menjaga kesehatan sempat ketar ketir karna packing hnya bubble wrap tnp dus air pouch tp pas unboxing alhamdulillah aman semua ed jauh smp dlm keadaan selamat thanks bgt seller,stok vitamin wajib madu ikhtiar jaga sehat ketar tir karna packing hnya bubble wrap tnp dus air pouch pas unboxing alhamdulillah aman ed smp dlm selamat thanks seller,unknown,5,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
entah knp skrg proses orderannya lama banget,knp skrg proses order,unknown,1,Tokopedia,Negative,Lainnya,No,Kesehatan & Kecantikan,No
barang sesuai gambar pengirimannya bisa lebih dipercepat akan lebih mantap,barang sesuai gambar kirim cepat mantap,unknown,4,Tokopedia,Positive,Bentuk,No,Fashion,No
satu pcs dipakai jam panas satu lagi tidak bisa fast charging dibuang ke tong sampah langsung,pcs pakai jam panas fast charging buang tong sampah,unknown,1,Tokopedia,Negative,Lainnya,No,Elektronik,No
potongannya rapi ukurannya sesuai warnanya cantik bahannya adem produk berkualitas produk sesuai dengan foto,potong rapi ukur sesuai warna cantik bahan adem produk kualitas produk sesuai foto,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
alamak buset packingnya kurang rapi di bungkus plastik putih transparan aja harusnya di bungkus plastik hitam aja biar rapih,alamak buset packingnya rapi bungkus plastik putih transparan bungkus plastik hitam biar rapih,unknown,2,Tokopedia,Negative,Bentuk,No,Ibu & Bayi,No
hati2 untuk yng beli alat ini saya baru pake kali dan besiny copot dari base nya seller tidak memberikan solusi padahal saya meminta replacement dan bukan refund saya sarankan untuk membeli merek lain dripda membeli brang defect dari toko ini,hati2 yng beli alat pake besiny copot base seller solusi replacement refund saran beli merek dripda beli brang defect toko,unknown,1,Tokopedia,Negative,Bentuk,Yes,Hobi & Hiburan,No
udah 2x beli ga awet banget yg pertama rusak rel nya macet beli lagi eh relnya kendor ga mau kenceng beltnya,2x beli awet rusak rel macet beli eh rel kendor kenceng beltnya,unknown,1,Tokopedia,Negative,Bentuk,Yes,Fashion,No
kura kuranya tidak mulus,kura kura mulus,unknown,1,Tokopedia,Negative,Lainnya,No,Perawatan Hewan,No
best bgt sih ini fast respon best price prosesnya cepet bgt satu lagi helpfull dibantuin ganti tgl karena di tgl pas booking mendadak ada halangan kirain bakal hangus tiketnya gak taunya dibantu proses reschedulenya pokoknya best bgt bakal jadi langganan,best fast respon best price proses cepet helpfull dibantuin ganti tgl tgl pas booking dadak halang kirain hangus tiket tau bantu proses reschedulenya pokok best langgan,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
sumpah ini bagus keren packing rapi bgt product aman sdh di test berfungsi cloud nya bnyk ga basah ga ada noise filter dpt pc pake battery jd praktis ditaro dmn aja top thanks seller,sumpah bagus keren packing rapi product aman test fungsi cloud bnyk basah noise filter pc pake battery jd praktis ditaro dmn top thanks seller,unknown,5,Tokopedia,Positive,Bentuk,No,Perabotan,No
barang cet sampai thanks seller fast respon nya,barang cet thanks seller fast respon,unknown,5,Tokopedia,Positive,Lainnya,No,Elektronik,No
mantaap semoga awet murah meriah tp fungsi nya sangat mbantu sekali utk pekerjaan rumah lbh irit pemakaian superpel jadi nya,mantaap moga awet murah riah fungsi mbantu kerja rumah lbh irit pakai superpel,unknown,5,Tokopedia,Positive,Harga,No,Perabotan,No
brang bagus kbel bisa cuma kalo di pake panas di pegangan lampunnya,brang bagus kbel pake panas pegang lampunnya,unknown,3,Tokopedia,Neutral,Bentuk,No,Elektronik,No
baru kali ini pesan di sini kecewa hasil print meleset dari desain seller dikasih masukan malah menyalahkan pembeli ga bakal beli lagi,pesan kecewa hasil print meleset desain seller kasih masuk salah beli beli,unknown,1,Tokopedia,Negative,Bentuk,Yes,Perlengkapan Kantor,Yes
barang rusak kok dikirim,barang rusak kirim,unknown,1,Tokopedia,Negative,Lainnya,Yes,Perabotan,No
kecewa sama toko official ini ga tau kenapa pesenan pertama ga dikonfirmasi sampe di batalin sistem karena ga direspon sama sekali pesanan kedua karena disuruh pesan lagi sama tokonya dan cuma dikonfirmasi doang ga dikirim sampe udah tinggal menit sebelum dibatalin sistem lagi tapi untungnya gara chat cs tokopedia akhirnya barang bakalan dikirim didetik terakhir ga cuma sampe situ aja payahnya barang baru diambil kurir tanggal dan pickup barang sama kurir lebih dari hari proses kirim pun lemot muter padahal udah lewat depan rumah baru tanggal jam malem paketnya sampe,kecewa toko official tau sen konfirmasi batalin sistem direspon pesan suruh pesan toko konfirmasi doang kirim tinggal menit dibatalin sistem untung gara chat cs tokopedia barang kirim detik situ payah barang ambil kurir tanggal pickup barang kurir proses kirim lot muter rumah tanggal jam malem paket,unknown,1,Tokopedia,Negative,Bentuk,Yes,Elektronik,Yes
kecewa sekali tidak sesuai descripsi ukuran yard boong banget sangat tipis sekali,kecewa sesuai descripsi ukur yard boong tipis,unknown,1,Tokopedia,Negative,Bentuk,Yes,Perlengkapan Kantor,Yes
kemasan rapi brg sesuai pesanan,kemas rapi brg sesuai pesan,unknown,5,Tokopedia,Positive,Bentuk,No,Perlengkapan Kantor,No
beli pieces dgn catatan warna yg berbeda tapi datang dgn warna yg sama kesemuanya,beli pieces catat warna beda warna semua,unknown,1,Tokopedia,Negative,Bentuk,Yes,Fashion,No
pie susunya jamuran duh parah bgt sih jualan,pie susu jamur duh parah jual,unknown,1,Tokopedia,Negative,Lainnya,Yes,F&B,No
gak ada pengaruh kutu msih hidup sdh saya tes langsung merasa ditipu nih semoga dapat karma dah lu,pengaruh kutu msih hidup tes tipu moga karma dah,unknown,1,Tokopedia,Negative,Rasa,Yes,Perawatan Hewan,No
aromanya bikin pusing dan mual,aroma bikin pusing mual,unknown,1,Tokopedia,Negative,Rasa,No,Kesehatan & Kecantikan,No
order dan gambar truck pemadam kok dikirim mobilan police not recommended,order gambar truck madam kirim mobil police not recommended,unknown,1,Tokopedia,Negative,Lainnya,No,Hobi & Hiburan,Yes
terimakasih barang sudah sampai dengan selamat,terimakasih barang selamat,unknown,5,Tokopedia,Positive,Lainnya,No,Hobi & Hiburan,No
sama sekali gk bisa dpake asli nyesel,dpake asli nyesel,unknown,1,Tokopedia,Negative,Bentuk,No,Elektronik,No
top banget kurir ramah banget udah langganan sicepat top dah terimakasih seller dan kurir gak lupa juga tokopedia terimakasih,top kurir ramah langgan sicepat top dah terimakasih seller kurir lupa tokopedia terimakasih,unknown,5,Tokopedia,Positive,Lainnya,No,Perlengkapan Kantor,No
untuk pengiriman antar pulau penjual hanya packing dg lapis kresek alhasil dusnya babakbelur penyok sobek sana sini padahal ini mau utk kado barang2 kecil saja di olshop lain dipakein bubble wrap kotak double mana lama bgt baru dikirim order sabtu dikirim senin shame on you,kirim pulau jual packing dg lapis kresek alhasil dus babakbelur penyok sobek kado barang2 olshop dipakein bubble wrap kotak double kirim order sabtu kirim senin shame on you,unknown,1,Tokopedia,Negative,Bentuk,No,Ibu & Bayi,No
tidak komunikatif wrn yg di pilih ga ada sdh chat conform minta kirim yg ada aja yg ga ada ga usa kirim malah di kirim wrn asal,komunikatif wrn pilih chat conform kirim usa kirim kirim wrn,unknown,4,Tokopedia,Positive,Lainnya,No,Kesehatan & Kecantikan,No
bagus sesuai ekspektasi,bagus sesuai ekspektasi,unknown,5,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
barang di terima banyak yg bocor keluar dan banyak yg kosong barang tidak sesuai deskripsi,barang terima bocor kosong barang sesuai deskripsi,unknown,2,Tokopedia,Negative,Bentuk,Yes,Elektronik,No
kancing nya baru bbrp kali pake copot kurang kuat,kancing bbrp pake copot kuat,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
bahan biasa gak seperti yg dibayangin,bahan dibayangin,unknown,2,Tokopedia,Negative,Bentuk,No,Fashion,No
pesanan ndk sesuai pesen m di kirim l,pesan ndk sesuai sen kirim,unknown,1,Tokopedia,Negative,Bentuk,No,Ibu & Bayi,No
kecewa dengan pelayanan toko ini ada barang bermasalah disuruh tekan komplain tetapi kenyataannya ribet dibelakangnya kapok belanja disini barang hanya senilai 7rb tetapi minta video sampai 3x barang tidak berfungsi masih saja menolak komplain semoga berkah,kecewa layan toko barang masalah suruh tekan komplain nyata ribet belakang kapok belanja barang nila 7rb video 3x barang fungsi tolak komplain moga berkah,unknown,1,Tokopedia,Negative,Lainnya,Yes,Kerajinan & Pesta,Yes
barang ok pengiriman cepat recommended seller,barang oke kirim cepat recommended seller,unknown,5,Tokopedia,Positive,Lainnya,No,Hobi & Hiburan,No
barang cepat sampai dlm keadaan baik,barang cepat dlm,unknown,5,Tokopedia,Positive,Lainnya,No,Perawatan Hewan,No
packing sama sekali gak ada dus bubble,packing dus bubble,unknown,1,Tokopedia,Negative,Bentuk,No,Lainnya,No
kualitas produk kurang memuaskan,kualitas produk muas,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
cepat amat sampai paketnya bahan satin bagus dan halus ramah banget orangnya,cepat paket bahan satin bagus halus ramah orang,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
review jujur ya port untuk kontroler player nya nggak berfungsi sudah coba tanya ke seller but no respon sudah coba reset colok cabut dan pindah2in kontroler tp tetap nggak berfungsi thanks,review jujur port kontroler player fungsi coba seller but no respon coba reset colok cabut pindah2in kontroler fungsi thanks,unknown,3,Tokopedia,Neutral,Lainnya,No,Elektronik,No
warnanya cantik baunya tidak menyengat harga terjangkau pengiriman cepat packing aman,warna cantik bau sengat harga jangkau kirim cepat packing aman,unknown,5,Tokopedia,Positive,Harga,No,Kesehatan & Kecantikan,No
bungkusannya ga kuat pecah,bungkus kuat pecah,unknown,3,Tokopedia,Neutral,Bentuk,No,Kesehatan & Kecantikan,No
barang bagus kualitas oke,barang bagus kualitas oke,unknown,4,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
pengemasan barang baik kondisi barang jg utuh tanpa cacat berfungsi normal dan lancar respon dan servis dari seler juga baik,kemas barang kondisi barang utuh cacat fungsi normal lancar respon servis seler,unknown,5,Tokopedia,Positive,Lainnya,No,Perabotan,No
ah apaan ga ngaruh apa2 yang ada bikin iritasi gatal gatal merah jadinya,ah ngaruh apa2 bikin iritasi gatal gatal merah,unknown,1,Tokopedia,Negative,Lainnya,No,Kesehatan & Kecantikan,No
penjual tidak komunikatif,jual komunikatif,unknown,1,Tokopedia,Negative,Lainnya,No,Hobi & Hiburan,No
ini pembelian ke2 sblmnya sdh beli yg army suka bgt makanya beli lg yg light grey ternyata size nya beda sm yg army pdhl pilihnya jg all size yg grey stlh dipake br sadar ada jahitan tdk rapi spt itu perlu ditingkatkan lg bagian qc nya nii,beli ke2 sblmnya beli army suka beli lg light grey size beda sm army pdhl pilih all size grey stlh dipake br sadar jahit rapi spt tingkat lg qc nii,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
ada kesalahan di mc dan hardisknya gak bisa digunain jd nya psnya masa gak ke isi game atau mc nya ngeblank padahal belinya bkn dgn duit yg sdikit dan harus beli kabel lagi karna salah kirim udah gt isi game sndri jadinya kecewaaaaa sumpah,salah mc hardisknya digunain jd psnya isi game mc ngeblank beli bkn duit sdikit beli kabel karna salah kirim gt isi game sndri kecewaaaaa sumpah,unknown,1,Tokopedia,Negative,Lainnya,Yes,Elektronik,No
pesanan cepat sampai d tujuan barang tiada kendala,pesan cepat tuju barang tiada kendala,unknown,4,Tokopedia,Positive,Lainnya,No,F&B,No
mantap tajam kualitas produk bagus produk sesuai,mantap tajam kualitas produk bagus produk sesuai,unknown,5,Tokopedia,Positive,Bentuk,No,F&B,No
sy pernah usaha jd sy tdk mau menjelekan usaha org sya toleransi klo pertama beli colokan rusak sy anggap kurir tpi transaksi ke ini lampu 2dari hanya nyala setengah bagaimana admin jualan tidak cek dulu sebelum pac d kirim jujur saya kecewa saya beli barang mungkin murah tapi bukan yg rusak donk cukup terakhir kali belanja di toko ini,usaha jd jelek usaha org sya toleransi beli colok rusak anggap kurir transaksi lampu 2dari nyala admin jual cek pac kirim jujur kecewa beli barang murah rusak donk belanja toko,unknown,1,Tokopedia,Negative,Harga,Yes,Elektronik,Yes
mantappp maaf ga sempet foto produknya makasih bonus pouchnya ka semoga sukses selalu,mantappp maaf sempet foto produk makasih bonus pouchnya ka moga sukses,unknown,5,Tokopedia,Positive,Rasa,No,Lainnya,No
busyeettt lamaaa amit nyampe brgnya pdhl udh 2x order,busyeettt lamaaa amit brgnya pdhl 2x order,unknown,1,Tokopedia,Negative,Lainnya,No,F&B,No
bahan tidak kulit tidak sesuai iklan,bahan kulit sesuai iklan,unknown,1,Tokopedia,Negative,Bentuk,Yes,Perabotan,No
enak banget bikin ketagihan,bikin tagih,unknown,5,Tokopedia,Positive,Rasa,No,F&B,No
seller fast respon nice packing kardus bubble wrap game udah pasti lancar jaya,seller fast respon nice packing kardus bubble wrap game lancar jaya,unknown,5,Tokopedia,Positive,Bentuk,No,Elektronik,No
enak isiannya banyak sausnya mantap,isi saus mantap,unknown,5,Tokopedia,Positive,Rasa,No,F&B,No
mantap langsung dipakai anak untuk belajar,mantap pakai anak ajar,unknown,5,Tokopedia,Positive,Rasa,No,Perlengkapan Kantor,No
ga berfungsi kecewa bgt,fungsi kecewa,unknown,1,Tokopedia,Negative,Lainnya,Yes,Perabotan,No
murah dan mudah digunakan setidaknya nya bermanfaat dan packing cukup aman tebal bubble wrapnya see you again,murah mudah manfaat packing aman tebal bubble wrapnya see you again,unknown,5,Tokopedia,Positive,Harga,No,Perlengkapan Kantor,No
well hari baru sampe fix pesanan terlama di tokped saya sobek pula bungkusnya ok thanks sampai dsini,well fix pesan lama tokped sobek bungkus oke thanks dsini,unknown,1,Tokopedia,Negative,Lainnya,No,Hobi & Hiburan,No
tulisannya kayak kopian atau cetakan ulang,tulis kopi cetak ulang,unknown,2,Tokopedia,Negative,Lainnya,No,Hobi & Hiburan,No
beneran waterproof bulu mata jadi lentik proses pesanan cepat packaging aman nggak menggumpal gampang dibersihkan packaging rapi,beneran waterproof bulu lentik proses pesan cepat packaging aman gumpal gampang bersih packaging rapi,unknown,5,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
mienya enak favorit keluarga sudah langganan beli mie sedap di toko os packing rapi dan dpt bonus makasih ya,mienya favorit keluarga langgan beli mie sedap toko os packing rapi bonus makasih,unknown,5,Tokopedia,Positive,Rasa,No,F&B,No
sudah beberapa kali beli pastel ini ga pernah ngecewain rasanya mantappp seller nya juga ramah banget,beli pastel ngecewain mantappp seller ramah,unknown,5,Tokopedia,Positive,Rasa,No,F&B,No
selalu puas dan langganan pengiriman super cepat top pokoknya,puas langgan kirim super cepat top pokok,unknown,5,Tokopedia,Positive,Lainnya,No,Lainnya,No
minta warna putih dikasih hijau seller banyak alasan babibu,warna putih kasih hijau seller alas babibu,unknown,1,Tokopedia,Negative,Bentuk,No,Perlengkapan Kantor,No
bagus pengiriman cepat,bagus kirim cepat,unknown,5,Tokopedia,Positive,Bentuk,No,Lainnya,No
fast response sponge nya juga bagus satu sisinya kasar material produk bagus,fast response sponge bagus sisi kasar material produk bagus,unknown,5,Tokopedia,Positive,Bentuk,No,F&B,No
bagus banget hasilnya matte dan ga kering di bibir di kulit gelap juga cocok dan tadi dicoba pake masker ga nyeplak lipstiknya cuma sayang warnya merahnya kurang nyala dibanding lipcream matte yg impulse tapi overall oke kok kalo make over keluarin warna baru lagi yang merahnya lebih nyala bakal order,bagus hasil matte kering bibir kulit gelap cocok coba pake masker nyeplak lipstik sayang warnya merah nyala banding lipcream matte impulse overall oke make over keluarin warna merah nyala order,unknown,4,Tokopedia,Positive,Bentuk,No,Kesehatan & Kecantikan,No
terimakaasih pesanan sudah sampai pas buat anak2,terimakaasih pesan pas anak2,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
mantap donk produk original,mantap donk produk original,unknown,5,Tokopedia,Positive,Rasa,No,Perabotan,No
produk tidak layak dimakan sudah jamuran beberapa pcs padahal tulisan expired date masih bulan lagi harap di qc ulang semua produk makanannya agar layak dimakan konsumen,produk layak makan jamur pcs tulis expired date harap qc ulang produk makan layak makan konsumen,unknown,1,Tokopedia,Negative,Lainnya,No,F&B,No
rangka besi sangat tipis dan lemah tertulis bahwa berat maksimum yang dapat ditopang adalah 40kg tapi belum sampai 10kg saja sudah ambruk karena keberatan,rangka besi tipis lemah tulis berat maksimum topang 40kg 10kg ambruk berat,unknown,2,Tokopedia,Negative,Bentuk,No,Perabotan,Yes
mantap sukses terus tokonya,mantap sukses toko,unknown,5,Tokopedia,Positive,Rasa,No,Lainnya,No
pengiriman cepat packing rapi dan aman jumlah sesuai dgn yg diorder terimakasih seller,kirim cepat packing rapi aman sesuai order terimakasih seller,unknown,5,Tokopedia,Positive,Bentuk,No,Lainnya,No
disuru pilih aromanya tapi yg dikirim gak sesuai coba donk klo dagang online yg sesuai pembeli pembeli adalah raja belinya pake uang kok tdk minta,disuru pilih aroma kirim sesuai coba donk dagang online sesuai beli beli raja beli pake uang,unknown,1,Tokopedia,Negative,Rasa,No,Otomotif,No
lampu nya nyala tapi bentar aja tahan nya habis itu mati terus di colon lagi hidup trus bentar aja mati ngak tau salahnya dimana,lampu nyala bentar tahan habis mati colon hidup trus bentar mati ngak tau salah mana,unknown,1,Tokopedia,Negative,Lainnya,Yes,Elektronik,No
alhamdulillah bagus material produk bagus produk sesuai produk berfungsi dengan baik,alhamdulillah bagus material produk bagus produk sesuai produk fungsi,unknown,5,Tokopedia,Positive,Bentuk,No,F&B,No
bohong gak dapat hadiah kapok beli d sini,bohong hadiah kapok beli,unknown,1,Tokopedia,Negative,Lainnya,Yes,Ibu & Bayi,No
sudah diterima dengan baik terimakasih,terima terimakasih,unknown,5,Tokopedia,Positive,Lainnya,No,Lainnya,No
alhamdulilah barangnya sudah sampe ukurannya juga besar sesuai yg di gambar mudah2an bermanfaat buat kegiatan belajar mengajar kami di pesantren,alhamdulilah barang ukur sesuai gambar mudah2an manfaat giat ajar ajar pesantren,unknown,5,Tokopedia,Positive,Bentuk,No,Perlengkapan Kantor,No
produk yang diterima lengkap lampunya terang pas di kepala pengiriman standard paket sampai dengan aman makasih,produk terima lengkap lampu terang pas kepala kirim standard paket aman makasih,unknown,5,Tokopedia,Positive,Bentuk,No,Hobi & Hiburan,No
masa isi nya hanya gram kan harusnya kg kesel,isi gram kg kesel,unknown,1,Tokopedia,Negative,Lainnya,No,Perawatan Hewan,No
kain jarik nya tipiiis banget kalo untk acara resmi lebih baik cari yang lain aja ada harga emang ada kwalitas,kain jarik tipiiis untk acara resmi cari harga kwalitas,unknown,3,Tokopedia,Neutral,Bentuk,No,Fashion,No
gabisa dimainin di ios versi dan keatasnya maksimum ios versi selain itu gabisa dipake,gabisa dimainin ios versi atas maksimum ios versi gabisa dipake,unknown,1,Tokopedia,Negative,Lainnya,No,Elektronik,No
pengemasannya lama mungkin krn high order saya kira kualitasnya yg kaya gimana gt soalnya harganya diskon tapi saya tau itu cuma click bait aja pas cek toko lain harganya lebih miring padahal untungnya ada cashback produk dtg udah ga simetris mungkin kelamaan di kurir masa alamat saya dibilang negative address kalo komplain ke kurir kemana ya btw kualitas barang dgn harga segitu ya positive lah tebal blm dicobain buat masak thanks seller,emas high order kualitas kaya gimana gt harga diskon tau click bait pas cek toko harga miring untung cashback produk dtg simetris kurir alamat bilang negative address komplain kurir mana btw kualitas barang harga segitu positive tebal dicobain masak thanks seller,unknown,4,Tokopedia,Positive,Harga,No,F&B,No
packing cm kresek tipis jd dus nya rusak gini kurang recomended cara packing aplg buat produk yg mudah rusak gini hadehh kecewa,packing cm kresek tipis jd dus rusak gin recomended packing aplg produk mudah rusak gin hadehh kecewa,unknown,1,Tokopedia,Negative,Bentuk,Yes,Ibu & Bayi,Yes
ujung hardcover pada penyok,ujung hardcover penyok,unknown,3,Tokopedia,Neutral,Bentuk,No,Hobi & Hiburan,No
respon cepat barang sesuai pesanan moga awet,respon cepat barang sesuai pesan moga awet,unknown,5,Tokopedia,Positive,Bentuk,No,Fashion,No
barang rusak di jual emang ngehek,barang rusak jual ngehek,unknown,1,Tokopedia,Negative,Lainnya,Yes,Hobi & Hiburan,No
bahannya nyaman nyaman di punggung beban tersebar merata desain ergonomis gampang dipakai penjualnya ramah banget bahannya fleksibel,bahan nyaman nyaman punggung beban sebar rata desain ergonomis gampang pakai jual ramah bahan fleksibel,unknown,5,Tokopedia,Positive,Bentuk,No,Ibu & Bayi,No
barangnya asli adminnya responsif rekomen deh buat beli lm disini pokoknya next bisa beli lagi ksini jadi aman ga perlu keluar rumah pertahankan ya seller,barang asli adminnya responsif rekomen beli lm pokok next beli ksini aman rumah tahan seller,unknown,5,Tokopedia,Positive,Bentuk,No,Lainnya,No
ga sesuai gambar d kirain kayu tau2 hanya kardus,sesuai gambar kirain kayu tau2 kardus,unknown,1,Tokopedia,Negative,Bentuk,No,Perawatan Hewan,No
pesan 50pc dikirim 25pc padahal bayar 50pc sangat kecewa,pesan 50pc kirim 25pc bayar 50pc kecewa,unknown,1,Tokopedia,Negative,Harga,Yes,Lainnya,No
bgs cepat respon dan pengirimanny,bagus cepat respon pengirimanny,unknown,4,Tokopedia,Positive,Lainnya,No,Fashion,No
kali ini kecewa kurang puas beli mukena dsini packing standar banyak noda kotor di bawahan mukena bagian atasan mukena bnyak benang keluar jd kurang rapih bahan seperti panas karna kasar bahan y warna pink y tidak soft seperti gambar maaf pink y seperti warna taplak meja hajatan selera sih klo sya ga suka beli saat flash sale ukr sih besar cukup untuk orang bb 70kg,kecewa puas beli mukena dsini packing standar noda kotor bawah mukena atas mukena bnyak benang jd rapih bahan panas karna kasar bahan warna pink soft gambar maaf pink warna taplak meja hajat selera sya suka beli flash sale ukr bb 70kg,unknown,2,Tokopedia,Negative,Bentuk,Yes,Fashion,No
