Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review Clean
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,"fast respond, packingnya bagus rapih, barang yg dikirim sesuai pesanan, terima kasih",Positive,Happy,fast respond packingnya bagus rapih barang yg dikirim sesuai pesanan terima kasih
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,4,bagus simple cuma menurut saya kurang keras suaranya... tapi bagus ??,Positive,Happy,bagus simple cuma menurut saya kurang keras suaranya tapi bagus
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,"Pengiriman cepat, packing rapih dan aman. Kualitas suara standar sebanding dengan harga",Positive,Happy,pengiriman cepat packing rapih dan aman kualitas suara standar sebanding dengan harga
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,4,Bagus mantab jernih,Positive,Happy,bagus mantab jernih
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,Barang bagus banget asli dengan harga sgni dpt quality wireless microphone kek gni the best,Positive,Happy,barang bagus banget asli dengan harga sgni dpt quality wireless microphone kek gni the best
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,produk mantap packingnya bagus,Positive,Happy,produk mantap packingnya bagus
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,Pesanan sdh diterima dlm keadaan baik dan cpt sampainya. Dpt bonus stik.Terima kasih seller dan kurir,Positive,Happy,pesanan sdh diterima dlm keadaan baik dan cpt sampainya dpt bonus stik terima kasih seller dan kurir
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,Produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar. Produk sudah dites / dicoba dan dapat berfungsi baik.,Positive,Happy,produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar produk sudah dites dicoba dan dapat berfungsi baik
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,Pengiriman Barang cepat dan sesuai spec barang,Positive,Happy,pengiriman barang cepat dan sesuai spec barang
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"barang sesuai keinginan, thx toko pedia.",Positive,Happy,barang sesuai keinginan thx toko pedia
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"barang sudah sampai, nanti di update bintang, mau cek kondisi barang dulu",Positive,Happy,barang sudah sampai nanti di update bintang mau cek kondisi barang dulu
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"lumayan lah, buat pemanasan",Positive,Happy,lumayan lah buat pemanasan
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"barang sesuai, thank you",Positive,Happy,barang sesuai thank you
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,5,"Bagus barangnya, cocok untuk latihan sticking ... ini untuk anak saya",Positive,Happy,bagus barangnya cocok untuk latihan sticking ini untuk anak saya
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,5,"bagus, barang sampai cepat",Positive,Happy,bagus barang sampai cepat
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,5,Trima kasih szsdrum barang sdh sampai.Sukses terus szsdrum. ??????,Positive,Happy,trima kasih szsdrum barang sdh sampai sukses terus szsdrum
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,4,"Pantulan bagus, lumayan lah",Positive,Happy,pantulan bagus lumayan lah
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,4,"barang sudah di terima, cuman ini ada bagian yang ngelupas di kayunya, tp ok lah, terima kasih.",Positive,Happy,barang sudah di terima cuman ini ada bagian yang ngelupas di kayunya tp ok lah terima kasih
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,5,safety packaging..terima kasih banyak.. semoga awet..top seller..,Positive,Happy,safety packaging terima kasih banyak semoga awet top seller
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,5,Barang bagus packing rapih mantap. Biar bintang yang berbicara,Positive,Happy,barang bagus packing rapih mantap biar bintang yang berbicara
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,5,Saya puas barangnya bagus sampai saat tidak ada masalah,Positive,Happy,saya puas barangnya bagus sampai saat tidak ada masalah
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,4,Produknya bagus dan berfungsi dengan baik,Positive,Happy,produknya bagus dan berfungsi dengan baik
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,4,"Positive product, sesuai deskripsi",Positive,Happy,positive product sesuai deskripsi
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,4,"Barang sudah di trima dgn baik dan rapi, suara nya oke... Thanks",Positive,Happy,barang sudah di trima dgn baik dan rapi suara nya oke thanks
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,barangnya ga dikirim sampai hari ini,Negative,Fear,barangnya ga dikirim sampai hari ini
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,"Tidak sesuai ekspektasi, suara mic tetap kecil ga ada perubahan",Negative,Fear,tidak sesuai ekspektasi suara mic tetap kecil ga ada perubahan
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,MENGECEWAKAN belanja disini. barang tidak sampai..ganti2kurir gak jelas.PENJUAL GAK KOPERATIF..,Negative,Anger,mengecewakan belanja disini barang tidak sampai ganti2kurir gak jelas penjual gak koperatif
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,penjual adalah calo. jual barang orang lain..di chat gak jelas.. hati2lah,Negative,Fear,penjual adalah calo jual barang orang lain di chat gak jelas hati2lah
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,2,"Ngga cocok sama HP Realme 5 Pro. Ngga konek, manual pake bahasa china sulit dipahami",Negative,Fear,ngga cocok sama hp realme pro ngga konek manual pake bahasa china sulit dipahami
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,2,GK NYALAH PARAH,Negative,Anger,gk nyalah parah
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,2,"deskripsi produk tdk jelas, usb tdk cocok di hp samsung",Negative,Sadness,deskripsi produk tdk jelas usb tdk cocok di hp samsung
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,"Pas pertama datang barang nggak berfungsi. Coba2 lagi akhirnya sempat berfungsi. Suara keterima dgn baik. Transaksi langsung saya klik selesai. Tapi besoknya ternyata error lagi sampai sekarang. Sebetulnya di sisi penjual nggak ada masalah, pertanyaan dijawab dgn baik. Cuma produk error setlh transaksi diklik selesai. Nggak yakin juga bakal bisa diretur. Kepaksa ulasan diedit jadi bintang 1. Jadi balik lagi deh pake yg model kabel.",Negative,Fear,pas pertama datang barang nggak berfungsi coba2 lagi akhirnya sempat berfungsi suara keterima dgn baik transaksi langsung saya klik selesai tapi besoknya ternyata error lagi sampai sekarang sebetulnya di sisi penjual nggak ada masalah pertanyaan dijawab dgn baik cuma produk error setlh transaksi diklik selesai nggak yakin juga bakal bisa diretur kepaksa ulasan diedit jadi bintang jadi balik lagi deh pake yg model kabel
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,"Barang nya sdh di coba, tapi tdk bisa berpungsi dgn baik, nggak bisa conek dgn iphone sy.",Negative,Sadness,barang nya sdh di coba tapi tdk bisa berpungsi dgn baik nggak bisa conek dgn iphone sy
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,Baru dipake 6x charger indikator udh ga nyala. Udh ga bisa dipake. Gimana ini? Sampe Sekarang belum ada tindakan nyata pengurusan garansi 28/10,Negative,Fear,baru dipake 6x charger indikator udh ga nyala udh ga bisa dipake gimana ini sampe sekarang belum ada tindakan nyata pengurusan garansi
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,Barang rusak di jual emang ngehek,Negative,Anger,barang rusak di jual emang ngehek
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,2,"produk ada goresan, ga rapi dan ada kotoran di pinggirannya. kiriman cepat smpe.",Negative,Fear,produk ada goresan ga rapi dan ada kotoran di pinggirannya kiriman cepat smpe
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,2,"barangnya bgus cman saya kurang puas dgn pakingya, gak rapi sama sekali,. sticknyapun cpot, . . tolong perbaiki lagi byar tokonya laris, .",Negative,Sadness,barangnya bgus cman saya kurang puas dgn pakingya gak rapi sama sekali sticknyapun cpot tolong perbaiki lagi byar tokonya laris
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,2,"kurang suka, bau karetnya sangat menyengat",Negative,Fear,kurang suka bau karetnya sangat menyengat
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,"Barang sampainya lama sekali, respon penjual lambat, mengecewakan.",Negative,Sadness,barang sampainya lama sekali respon penjual lambat mengecewakan
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,Qualitas jelek sekali. Bau seperti cat. Pad ya bergelombang,Negative,Fear,qualitas jelek sekali bau seperti cat pad ya bergelombang
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,"Pengirimannya sih cepat, tapi barangnya bruntusan gitu. Teman saya juga beli drum pad bahan karet dari malang tapi alus kok, ini yg saya beli malah bruntusan begitu. Ekspetasi saya tadinya bagus malah dapatnya yg jelekkan. Tdk sesuai foto yg di pajang oleh penjual.",Negative,Fear,pengirimannya sih cepat tapi barangnya bruntusan gitu teman saya juga beli drum pad bahan karet dari malang tapi alus kok ini yg saya beli malah bruntusan begitu ekspetasi saya tadinya bagus malah dapatnya yg jelekkan tdk sesuai foto yg di pajang oleh penjual
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,Barang tidak sesuai dengan yg di iklankan seperti nya bekas,Negative,Fear,barang tidak sesuai dengan yg di iklankan seperti nya bekas
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,Barang tidak sesuai gambar yang ditawarkan,Negative,Sadness,barang tidak sesuai gambar yang ditawarkan
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,banyak yang tergores seperti bekas.habis itu bagian bawah kayunya patah!!!,Negative,Fear,banyak yang tergores seperti bekas habis itu bagian bawah kayunya patah
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,Maap agak kecewa krn yg saya terima beda sama gambar. Bagian alas tdk bevel spt gambar.,Negative,Sadness,maap agak kecewa krn yg saya terima beda sama gambar bagian alas tdk bevel spt gambar
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,kata teman yg terjun di dunia musik barangnya kurang memuaskan. mohon diperbaiki lagi produknya. thx,Negative,Sadness,kata teman yg terjun di dunia musik barangnya kurang memuaskan mohon diperbaiki lagi produknya thx
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,kondisi drum pad nggak rapih masih banyak lem belepotan,Negative,Fear,kondisi drum pad nggak rapih masih banyak lem belepotan
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,1,"file CD kosong, tidak rekomendasi",Negative,Fear,file cd kosong tidak rekomendasi
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,2,Respon sangat lama sekali No recomended,Negative,Fear,respon sangat lama sekali no recomended
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,2,Barang tidak sesuai dengan warna. Saya mesan hitam di kasih warna brown. Pengiriman lama. Tp barang bagus,Negative,Fear,barang tidak sesuai dengan warna saya mesan hitam di kasih warna brown pengiriman lama tp barang bagus
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,1,SANGAT TIDAK RECOMMENDED!!!,Negative,Anger,sangat tidak recommended
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,2,pianika awalnya 1 tuts nada ga bunyi.. lalu suaranya kecil dan hilang...di chat no respon padahal lagi online ...,Negative,Fear,pianika awalnya tuts nada ga bunyi lalu suaranya kecil dan hilang di chat no respon padahal lagi online
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,2,"Pesan warna biru,dikirim warna pink.Padahal buat anak cowok,packing lelet sampai 24 jam,kecewa",Negative,Sadness,pesan warna biru dikirim warna pink padahal buat anak cowok packing lelet sampai jam kecewa
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,2,"Seller kurang komunikatif, saya pesan warna biru, tapi dikirim warna pink. dan tanpa pemberitahuan sebelumnya. Karena saya beli untuk kado, jadi tidak utk digunakan sendiri. Mohon kedepannya diperbaiki.",Negative,Fear,seller kurang komunikatif saya pesan warna biru tapi dikirim warna pink dan tanpa pemberitahuan sebelumnya karena saya beli untuk kado jadi tidak utk digunakan sendiri mohon kedepannya diperbaiki
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,1,selangnya robek. tasnya jg robel di sudut,Negative,Fear,selangnya robek tasnya jg robel di sudut
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,Barang yang diterima dalam kondisi yang tidak diinginkan.Pecah di salah satu tuts nya.,Negative,Fear,barang yang diterima dalam kondisi yang tidak diinginkan pecah di salah satu tuts nya
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,Gk di kirim.. Uang gojek hilang dehhh,Negative,Fear,gk di kirim uang gojek hilang dehhh
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,"customer servis=0. pesan same day delivery, baru nyampe besoknya itu pun malam. ketika di komplen, cuci tangan ga mau tau. really Negative. ga akan beli barang lagi di tokopedia.",Negative,Sadness,customer servis pesan same day delivery baru nyampe besoknya itu pun malam ketika di komplen cuci tangan ga mau tau really negative ga akan beli barang lagi di tokopedia
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,"barang 1 minggu baru nyampe,,, itu pun saya harus 2x ke JNE Pedati urusin baru barang sampai..... evaluasi bos! biar nggk gini lagi. cape, ribet urusinnya,,,,nggk dpt apa2",Negative,Fear,barang minggu baru nyampe itu pun saya harus 2x ke jne pedati urusin baru barang sampai evaluasi bos biar nggk gini lagi cape ribet urusinnya nggk dpt apa2
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,Saat di charger kenapa gak bisa hidup. Tolong beri Solusi. Saya tidak bisa pake,Negative,Fear,saat di charger kenapa gak bisa hidup tolong beri solusi saya tidak bisa pake
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,"kecewa, suara rekaman kecil sekali",Negative,Sadness,kecewa suara rekaman kecil sekali
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,sayang sekali mau tukar kerana ada yg tak fungsi tapi mahal di ongkir,Negative,Fear,sayang sekali mau tukar kerana ada yg tak fungsi tapi mahal di ongkir
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,2,build quality kurang ok,Negative,Sadness,build quality kurang ok
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,1,"Kualitas Jelek,,,Suara Mic Udah Max Suara Kecil ,,,",Negative,Sadness,kualitas jelek suara mic udah max suara kecil
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,1,"kecewa sama barangnya, suara yang di keluarin ga bisa gede, padahal udah paling maksimal",Negative,Sadness,kecewa sama barangnya suara yang di keluarin ga bisa gede padahal udah paling maksimal
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,1,barang tidak bisa di atur echo. sudah di putar tpi tetep tidak ada effect. tombol joga tidak bisa di pencet. pokoknya mengecewakan.,Negative,Sadness,barang tidak bisa di atur echo sudah di putar tpi tetep tidak ada effect tombol joga tidak bisa di pencet pokoknya mengecewakan
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,Jakarta Utara,195000,4.8,195000,917,1,produk tiruan cacad .gx bisa ricord .untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi. lebih baik beli merk taffware atau taffstudio yang sudah lama produksi v8. casing boleh sama tp kualitas jauh sekali. dri pada buang buang duit . clip on aja bisa ricord suara ini suondcard gx bisa . product sangat gx jelas,Negative,Fear,produk tiruan cacad gx bisa ricord untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi lebih baik beli merk taffware atau taffstudio yang sudah lama produksi v8 casing boleh sama tp kualitas jauh sekali dri pada buang buang duit clip on aja bisa ricord suara ini suondcard gx bisa product sangat gx jelas
Movies and Music,Soundcard USB Mini 7.1 Channel / Sound Card USB 7.1 External - TANPA MERK,Jakarta Timur,16000,4.6,6574,1467,2,NOISE BANGET SURANYAA GABISA DIPAKE,Negative,Anger,noise banget suranyaa gabisa dipake
Movies and Music,Soundcard USB Mini 7.1 Channel / Sound Card USB 7.1 External - TANPA MERK,Jakarta Timur,16000,4.6,6574,1467,2,lubang microfonnya error :(. bunyi nging terus jadi gabisa dipakai,Negative,Fear,lubang microfonnya error bunyi nging terus jadi gabisa dipakai
Movies and Music,Soundcard USB Mini 7.1 Channel / Sound Card USB 7.1 External - TANPA MERK,Jakarta Timur,16000,4.6,6574,1467,2,tidak untuk rekomended suara ancur nois nya kacau nyesel kualitas ga bagus. ga kepake,Negative,Sadness,tidak untuk rekomended suara ancur nois nya kacau nyesel kualitas ga bagus ga kepake
Movies and Music,Soundcard USB Mini 7.1 Channel / Sound Card USB 7.1 External - TANPA MERK,Jakarta Timur,16000,4.6,6574,1467,1,"ga bisa di pakai,,,",Negative,Fear,ga bisa di pakai
Movies and Music,Soundcard USB Mini 7.1 Channel / Sound Card USB 7.1 External - TANPA MERK,Jakarta Timur,16000,4.6,6574,1467,1,"sesuai dengan harga. kualitas sangat buruk. pas saya colok ke komputer saya terus colokin headphone jack ke port headphone jack di usb nya saya punya headset nyala yang kanan doang, headset saya pas dicolokin di hedphone jack biasa dua dua nya nyala. kualitas mic juga sangat buruk. bener bener jangan beli. beli vention sound card aja kualitas lebih bagus tapi lebih mahal sedikit. apalagi tidak sesuai dengan foto keliatan lebih murah. aduh saya ilang 20 ribuan untuk ini. ??",Negative,Fear,sesuai dengan harga kualitas sangat buruk pas saya colok ke komputer saya terus colokin headphone jack ke port headphone jack di usb nya saya punya headset nyala yang kanan doang headset saya pas dicolokin di hedphone jack biasa dua dua nya nyala kualitas mic juga sangat buruk bener bener jangan beli beli vention sound card aja kualitas lebih bagus tapi lebih mahal sedikit apalagi tidak sesuai dengan foto keliatan lebih murah aduh saya ilang ribuan untuk ini
Gaming,STIK PS2 ORI PABRIK WARNA STICK PS 2 ORIGINAL (OP) ELITE - Biru,Jakarta Barat,50000,4.9,3350,1248,2,beli 2 baru 2 hari pake stik yg 1nya malah eror suka mencet sendiri kecewa dah,Negative,Sadness,beli baru hari pake stik yg 1nya malah eror suka mencet sendiri kecewa dah
Gaming,Charging Dock Stik PS3 - Charger Stand Dock Stick PS 3,Jakarta Barat,50000,4.8,703,369,1,"tiba tiba patah, dasar baut patah, ane lem aja, moga masih bisa terpakai... mo di balikin rugi di ongkir, terima nasib aja",Negative,Sadness,tiba tiba patah dasar baut patah ane lem aja moga masih bisa terpakai mo di balikin rugi di ongkir terima nasib aja
Gaming,Charging Dock Stik PS3 - Charger Stand Dock Stick PS 4,Jakarta Barat,50000,4.8,703,369,1,"Barang yang sampai cacat, tidak ngisi baterai stick nya",Negative,Sadness,barang yang sampai cacat tidak ngisi baterai stick nya
Gaming,Charging Dock Stik PS3 - Charger Stand Dock Stick PS 5,Jakarta Barat,50000,4.8,703,369,2,"bisa hidup, tapi ga bisa ngecharge, di biarkan seharian batetai tidak terisi, berharap banyak sama alat ini, supaya stick nya anak anak bisa terpakai 2-2 nya",Negative,Sadness,bisa hidup tapi ga bisa ngecharge di biarkan seharian batetai tidak terisi berharap banyak sama alat ini supaya stick nya anak anak bisa terpakai nya
Gaming,Charging Dock Stik PS3 - Charger Stand Dock Stick PS 6,Jakarta Barat,50000,4.8,703,369,2,"Charging awal dkrim tp indikator ga nyala, dgnti charging baru, tp seluruh ongkir dibebankan k konsumen...",Negative,Sadness,charging awal dkrim tp indikator ga nyala dgnti charging baru tp seluruh ongkir dibebankan k konsumen
Gaming,"GameSir X2 Type-C Mobile Gaming Controller Gamepad PUBG E-Sports - Garansi 1 Bulan, X2 Bluetooth",Jakarta Barat,725000,4.9,363,246,3,"respon baik, packing baik, tapi perlu para pembeli tahu kalau barang ini ada masalah, harus kirim ke Medan. Pas ada masalah, waduh ngotot nya minta ampun. coba pikir pakai logika, mana ada firmware update no 0.0.0.0 dan setelah update, bisa hilang dan update lagi. Herannya kaga percaya sama costumer yang beli barang dan bayar ongkir ke medan. akhirnya barang tetap tidak di perbaiki atau di tukar, alasannya di periksa di sana tidak ada masalah. Ya silahkan saja buat yang mau belanja. Tapi tolong teliti.",Negative,Anger,respon baik packing baik tapi perlu para pembeli tahu kalau barang ini ada masalah harus kirim ke medan pas ada masalah waduh ngotot nya minta ampun coba pikir pakai logika mana ada firmware update no dan setelah update bisa hilang dan update lagi herannya kaga percaya sama costumer yang beli barang dan bayar ongkir ke medan akhirnya barang tetap tidak di perbaiki atau di tukar alasannya di periksa di sana tidak ada masalah ya silahkan saja buat yang mau belanja tapi tolong teliti
Gaming,Stick Ps3 OP Wireless Original Pabrik Hitam Controller,Jakarta Pusat,50000,4.7,1048,414,1,"ternyata stick ga dikirim pake dus nya, kyk beli barang bekas. ga sesuai deskripsi.",Negative,Fear,ternyata stick ga dikirim pake dus nya kyk beli barang bekas ga sesuai deskripsi
Gaming,Stick Ps3 OP Wireless Original Pabrik Hitam Controller,Jakarta Pusat,50000,4.7,1048,414,1,"Beli dua, yang satu jelek eror sama analog g bisa balik lagi, kecewa saya",Negative,Sadness,beli dua yang satu jelek eror sama analog g bisa balik lagi kecewa saya
Gaming,Memory card ps2 64Mb MC PS2 64 MB MEMORI PS2,Kota Tangerang Selatan,39500,4.8,843,370,1,"Tulisannya 64gb tapi isinya cuma 8gb,,, disuruh di cek... kagak di cek,, cape dweh..",Negative,Fear,tulisannya 64gb tapi isinya cuma 8gb disuruh di cek kagak di cek cape dweh
Gaming,Memory card ps2 64Mb MC PS2 64 MB MEMORI PS2,Kota Tangerang Selatan,39500,4.8,843,370,2,"memorynya sdh ke buka wktu sya trima. tdk ada segelan, kondisi sdh agak busam. aku coba sdh 3 kali blm bisa dipakai",Negative,Fear,memorynya sdh ke buka wktu sya trima tdk ada segelan kondisi sdh agak busam aku coba sdh kali blm bisa dipakai
Gaming,Memory card ps2 64Mb MC PS2 64 MB MEMORI PS3,Kota Tangerang Selatan,39500,4.8,843,370,3,"Seller lumayan responsif, kualitas brg sesuai harga, so so lah. Dicek di browser ps2 nya kebaca 64 mb, tp kalo udah dipake save di game cuman kebaca 8 mb. Ga semua game bisa ngebaca mc nya, sayangnya game game yg top yg ga mau ngebaca mc nya kaya god of war.",Negative,Fear,seller lumayan responsif kualitas brg sesuai harga so so lah dicek di browser ps2 nya kebaca mb tp kalo udah dipake save di game cuman kebaca mb ga semua game bisa ngebaca mc nya sayangnya game game yg top yg ga mau ngebaca mc nya kaya god of war
Gaming,Tas Airfoam Pouch Dompet Case Travel Bag Nintendo Switch - Silver,Kota Bekasi,100000,4.8,591,284,2,"Mau order warna hitam kosong (deskripsi produk ada), minta di cancel, tetep hajar dr penjual. Packing rapi tapi experience buruk",Negative,Sadness,mau order warna hitam kosong deskripsi produk ada minta di cancel tetep hajar dr penjual packing rapi tapi experience buruk
Gaming,Tas Airfoam Pouch Dompet Case Travel Bag Nintendo Switch - Silver,Kota Bekasi,100000,4.8,591,284,2,Tidak pas. Terlalu longgar membuat Nintendo Switch teroyak - oyak di dalam pouch,Negative,Fear,tidak pas terlalu longgar membuat nintendo switch teroyak oyak di dalam pouch
Gaming,SKU-1002 CONVERTER PS2 TO HDMI / GAME PLAYSTATION 2 KE HDMI,Jakarta Barat,45000,4.9,674,239,1,"Audio keluar gambar tidak, settingan di ps juga sudah di ganti bukan rgb lagi tetap tidak keluar gambarnya.",Negative,Fear,audio keluar gambar tidak settingan di ps juga sudah di ganti bukan rgb lagi tetap tidak keluar gambarnya
Gaming,SKU-1002 CONVERTER PS2 TO HDMI / GAME PLAYSTATION 2 KE HDMI,Jakarta Barat,45000,4.9,674,239,3,Maaf barang berfungsi..tapi sayang kalo d pake d tv beresolusi fhd gambar tetep pecah�,Negative,Fear,maaf barang berfungsi tapi sayang kalo d pake d tv beresolusi fhd gambar tetep pecah
Gaming,SKU-1002 CONVERTER PS2 TO HDMI / GAME PLAYSTATION 2 KE HDMI,Jakarta Barat,45000,4.9,674,239,3,pembelian ke 2...besok2 packingnya tolong di benahi...cuma bubble doang lakban seadanya...bolong sebelah,Negative,Fear,pembelian ke besok2 packingnya tolong di benahi cuma bubble doang lakban seadanya bolong sebelah
Gaming,Photofast Dual Slot Converter Micro SD to Memory Stick Pro Duo Adapter,Kota Tangerang Selatan,25000,4.7,1122,450,3,Memorynya g bisa diread sama pspnya padahal udah diganti sama memory lain,Negative,Sadness,memorynya g bisa diread sama pspnya padahal udah diganti sama memory lain
