Review_Text,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm,Review_Text_Preprocessed
Cocok untuk kumpul2,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,cocok kumpul2
"Tempatnya meyenangkan, pelayanannya ramah dan makanannya sesuai selera",9 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,tempat meyenangkan layan ramah makan sesuai selera
"Sering bgt kesini paling cocok buat arisan , pelayanan ramah makannya enak .",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,banget kesini cocok arisan layan ramah makan
"Makanan nya sangat enak, dan sangat Rama pelayanannya",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan rama layan
Restonya bersih nyaman pelayannya ok terima kasih kak susan,3 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,restonya bersih nyaman layan ok terima kasih kak sus
Sangat bagus dan nyaman.,setahun lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,bagus nyaman
Menu nya byk pilihan suasananya nyaman....musola bersih,2 tahun lalu,4,Google Maps,Positive,Bentuk,No,F&B,No,menu byk pilih suasana nyaman musola bersih
Abis joging mampir sini buat karaokean,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,abis joging mampir karaoke
"Makanan enak,tempat nya nyaman, pelayanan nya atas nama mas iman ramah",6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman layan nama mas iman ramah
"Kak Tiwi ramah 😍 Makanan enak, suasana nyaman, pelayanan memuaskan. …",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,kak tiwi ramah makan suasana nyaman layan muas
Makanan nya enak dan pelayanan nya cepet banget,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan cepet banget
enakk banget tempatnya nyaman dan mas yusuf mantap,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,enakk banget tempat nyaman mas yusuf mantap
makanan enak good ..tempat nyaman pelayanan mas zusup suanto oke,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan good nyaman layan mas zusup suanto oke
"Mantap semua seafoodnya freshh, pelayanan maya sangat ramah sigap",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantap seafoodnya freshh layan maya ramah sigap
sangat bagus pelayanannya makanannya enak mantap🥰✨✨✨ …,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bagus layan makan mantap
Makanan nusantara pas di lidah. Suka nasi goreng siantarnya 👍 …,5 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan nusantara pas lidah suka nasi goreng siantarnya
"tempatnya nyaman,pelayanan zusup susanto ramah, makanannya enak 👍🏻👍🏻👍🏻 …",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat nyaman layan zusup susanto ramah makan
ok,4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,ok
"Tempat nya luas, makanannya enak",8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,luas makan
"Cocok untuk makan bersama keluarga ,karna makanannya enak anak anak pasti suka",7 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,cocok makan keluarga karna makan anak anak suka
Lobster saus Padang nya mantap dan Pelayanan maya bagus ramah,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,lobster saus padang mantap layan maya bagus ramah
"Layanan, dua kata!!!",2 tahun lalu,2,Google Maps,Negative,Lainnya,No,F&B,No,layan
"Enak bgtt, keren... thankyou mas riski dan mas iman",11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,banget keren thankyou mas riski mas iman
"Makanannya enak, suasananya cozy dgn view danaunya yg menyejukkan mata.👍🏻 …",5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana cozy view danau sejuk
Makanannya enak2 dan pelayanannya juga bagus dan memuaskan,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enak2 layan bagus muas
Tempatnya nyaman & makanan enak,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat nyaman makan
mantap pelayanan dan servisnya mas iman yahutttt👍🏻 …,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mantap layan servis mas iman yahutttt
"udah yg ke-4x makan disini, so far makanannya enak dan pelayanannya ramah 👏🏻👏🏻 …",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,udah 4x makan so far makan layan ramah
Bagus,8 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bagus
tempat yg nyaman buat acara,setahun lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,nyaman acara
"Makanan dan minuman disini rekomen bgt, tempatnya nyaman, pokoknya mantap",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan minum rekomen banget tempat nyaman pokok mantap
"Tempat ini bagus untuk berkumpul dan makan, makanannya lezat.",6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bagus kumpul makan makan lezat
tapi Jordi,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,jordi
"Pelayanan nya baik,ramah, makanan nya lumayan enak. Thx mba maya dan mas ari",3 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,layan ramah makan lumayan thx mba maya mas ari
"Enak banget makananya, karyawannya baik baik + ramah. Mba maya gercep bangettt",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,banget makananya karyawannya ramah mba maya gercep bangettt
"Masya Allah semuanya hebat, yang terbaik adalah kecoa.",5 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,masya allah hebat baik kecoa
"makanannya enakk, tempatnya bersihhh cantikk, pokoknya mantabb dan kerenn",10 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enakk tempat bersihhh cantikk pokok mantabb kerenn
Makananya mantap! 👍 Sarah …,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makananya mantap sarah
Suasana n pelayanannya ok banget,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,suasana layan ok banget
"Makanan nya enak,tempat nya cozy, pegawai nya ramah",9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan cozy pegawai ramah
Makanan super enakkk. Menu lengkap. Pelayan cepat dan ramah,5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan super enakkk menu lengkap layan cepat ramah
"Makanannya enak, pelayanannya ramah dan extraaaaa 👏 …",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah extraaaaa
Masakan nya enak.. porsi nya kenyang.. ramah dan cepat pelayanan nya,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,masakan porsi kenyang ramah cepat layan
"pelayanannya bagus, tempatnya bersih rapih, makanannya gausa ditanya lagi. mantapp",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan bagus tempat bersih rapih makan gausa mantapp
"Makanan enak, pelayanan mas Yusuf baik dan ramah sekali. Terimakasih",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan mas yusuf ramah terimakasih
Masya allah enak bgt masakannya dan cocok sama lidah orang indonesia,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,masya allah banget masakan cocok lidah indonesia
Makan siang mantap rasanya enak enak,8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan siang mantap
Baiks sekali,5 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,baiks
Septi,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,septi
Nasi kebuli terenak d bsd tempat mudah d jangkau,3 tahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nasi kebuli enak bsd mudah jangkau
menu nya enak2.. porsinya banyak.. ga ada yg gagal.. tempat kids friendly,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,menu enak2 porsi gagal kids friendly
Makanannya enaaaakkkk. Five stars untuk rasanya! 😍 definitely will come back!! …,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enaaaakkkk five stars definitely will come back
"Makanan enakk, tempat oke nyaman,pelayanan Maya memuaskan",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enakk oke nyaman layan maya muas
layanan yusuf susanto terbaik.,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan yusuf susanto baik
"Bagus bgt tempatnya, menunya lezat sekaliiiiiii",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bagus banget tempat menu lezat sekaliiiiiii
"Makanannya enak, pelayan ramah semua, tempat cozy bgt.",6 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah cozy banget
Semua fasilitas keren abis pokoknya dah 👍 …,8 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,fasilitas keren abis pokok dah
"ENAKK BANGET MAKANANNYAA ,Pelayanan nyaa good jobb!! - mas imannn",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,enakk banget makanannyaa layan nyaa good jobb mas imannn
Enakkk banget masakannya terima kasih pak @yusuf susanto,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,enakkk banget masakan terima kasih yusuf susanto
Makanan enak Pelayanan ramah dari maya,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah maya
"Tempat dan kopinya enak, servicenya juga oke buat mas galih dan mas zul.",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,kopi servicenya oke mas galih mas zul
"makanan nya enak, mantap",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mantap
Makanannya enak2.. tempatnya nyaman. Pelayanannya juga memuaskan..,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enak2 tempat nyaman layan muas
"Rekomendasi banget,tempat nya bersih dan nyaman",2 tahun lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,rekomendasi banget bersih nyaman
"tempat bersih, suasana live music yg nyaman, rasa oke,pelayanan maya baik",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bersih suasana live music nyaman oke layan maya
Kaka kasir nya good bgt,5 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,kaka kasir good banget
rekomendasi banget,10 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,rekomendasi banget
"enak makanannya, mantap de... Mas Kurnia",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mantap de mas kurnia
"Pelayanan nya cepat ramah, untuk tempat nya bersih makanan nya pun enak 👍 …",11 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan cepat ramah bersih makan
"makanan ya sangat enak , tempat ya nyaman. dan pelayanan bagus",9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman layan bagus
"Makanan, rasa dan pelayanan mantap. Happy birthday utk mama",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan mantap happy birthday mama
"kopinya enak, anbience nya cukup ramai tp cepet pelayanan nyaa! thank you",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,kopi anbience ramai cepet layan nyaa thank you
"Makanannya enakk, dan suasana nya elegann",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enakk suasana elegann
Mantaapp,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,mantaapp
"Makanannya enak, suasana nyaman, dan pelayanan terbaik.. Rekomen suasana malam",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana nyaman layan baik rekomen suasana malam
"Makanan nya mantap, kelapa nya juga oke, pelayanan nya apalagi sangat besttt (maya)",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mantap kelapa oke layan besttt maya
"Makanannya enak, tempatnya nyaman, pasri diulang lg..",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempat nyaman pasri ulang lg
"Makanannya enak², tempatnya bersih, karyawannya ramah², harganya sesuai dengan rasa",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempat bersih karyawannya ramah harga sesuai
"Tempat oke,rasa makanan oke the best,pelayan oke Mas Yusup Susanto",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,oke makan oke best layan oke mas yusup susanto
Kurang cepat menyiapkan orderan,3 tahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,cepat order
Recommended enak Jus sirsak enak Pelayanan ramah² Terutama kak maya,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,recommended jus sirsak layan ramah kak maya
Makanan nya enak,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan
Tempatnya nyaman banget ya Syafik ❤️,setahun lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,tempat nyaman banget syafik
"makanannya the best semua, dengan view danau.. mantap",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan best view danau mantap
Goda tinta dan makan,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,goda tinta makan
"Makanan enak, penyajian cepat, pelayanannya ramah",2 tahun lalu,4,Google Maps,Positive,Rasa,No,F&B,No,makan saji cepat layan ramah
"Masakannya enak semua, rasanya ga mengecewakan Pelayanan pak yusup oke",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,masakan kecewa layan yusup oke
Dua motor saya Beli di Yamaha Flagship jemput,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,motor beli yamaha flagship jemput
"Makanan enak, tempat nyaman pelayanan maya ramahh",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaman layan maya ramahh
Makanan nya enak Pelayanan ka maya juga sangat bagus banget,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ka maya bagus banget
"Tempat dan makanan lumayan enak,,",3 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,makan lumayan
Masakan oke pelayanam nya baik atas nama yusuf susanto ramah,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,masakan oke pelayanam nama yusuf susanto ramah
"Pokok nya makanan disini well banget, view nya mantap",8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,pokok makan well banget view mantap
makanan enak pelayanan mantap mas kurnia,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan mantap mas kurnia
Makanan enak Tempat enak Layanan enak Cocok utk keluarga dan teman,2 tahun lalu,4,Google Maps,Positive,Rasa,No,F&B,No,makan layan cocok keluarga teman
"Best serviceee, thank youu",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,best serviceee thank youu
Pelayanannya cepat Tempatnya bersih Makananya enak @Septi Cs,5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan cepat tempat bersih makananya septi cs
"Tempat nya nyaman, pelayan nya juga pada ramah ramah 🫶🏻 the best pokok nyaaa 😍😍 …",7 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,nyaman layan ramah ramah best pokok nyaaa
Pelayanan dan masakannya sangat memuaskan,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan masakan muas
"Rasa makanan enak maknyus, pelayanan maya bagus oke semua, suasana nyman",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan maknyus layan maya bagus oke suasana nyman
"Tempat makan estetik, makanan semua enak, pelayanan baik🥰🥰🥰 …",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan estetik makan layan
Bagus tempatnya nyaman enak makannya,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,bagus tempat nyaman makan
Makananya enak Pelayanan yusuf ramah,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makananya layan yusuf ramah
"diajak bos makan disini... tempat luas, pelayanan bang Iman mantap.",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,ajak bos makan luas layan bang iman mantap
good food. good ambience. will definetely come back.,11 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,good food good ambience will definetely come back
"pelayanannya baikk, makanannya enak, tempatnyaa bersih👍🏻👍🏻👍🏻 (mas kurnia) …",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan baikk makan tempatnyaa bersih mas kurnia
"Tempat oke banget, makanan juga enak, waiters nya juga asik",5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,oke banget makan waiters asik
Untuk pelayan ka issa pelayan terbaik. Tolong kasih reweard untk ka issa the best!!,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan ka issa layan baik tolong kasih reweard untk ka issa best
Tempat luas Makanannya enak,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,luas makan
Oke,4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,oke
"Terima kasih, telah memberikan layanan terbaik buat kami dari SDN Cilandak Timur 05",setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,terima kasih layan baik sdn cilandak timur
"Makanannya enak euy, tempat luas dan pelayannya sopan dan ramah mas Rokhmatulloh",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan euy luas layan sopan ramah mas rokhmatulloh
Makanannya sangat enak dan pelayanan nya sangat baik mba maya,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan mba maya
Pelayanan ka maya dan rere sangat baik dan untuk makanan jaga oke banget,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan ka maya rere makan jaga oke banget
Waktu Penyakit Epilepsi Saya Mau Kambuh Pegawai nya Baik Menolong,10 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,waktu sakit epilepsi kambuh pegawai tolong
Makanan nya enak cocok buat keluarga,7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan cocok keluarga
Makanan Good Pelayanan Top Terimakasih Mas Zusup Susanto,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan good layan top terimakasih mas zusup susanto
#Lisa yang terbaik,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,lisa baik
"Enak, pelayanan baik, makaci kak Rere 💕 …",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,layan makaci kak rere
"Enak makanan nya, cepet lagi, pelayanan nya bagus",10 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan cepet layan bagus
#nakoholic dengan kak nesta,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,nakoholic kak nesta
"Makann enak, tempat nyaman dan staff ramah.. Very recommended for family..",2 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,makann nyaman staff ramah very recommended for family
"Pelayanan sangat ramah, tempat mudah di akses",5 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan ramah mudah akses
Enak makanannya dan pelayanan bagus cepatt ramahh,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan bagus cepatt ramahh
"Makanannya enak, pelayanannya bagus",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan bagus
Terbaik pelayanan terimakasih aroem bekasi. Makananya semua enak,10 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,baik layan terimakasih aroem bekas makananya
"Enak makanannya,hanya banyak nyamuk kalau udah malam...",2 tahun lalu,4,Google Maps,Positive,Rasa,No,F&B,No,makan nyamuk udah malam
"Harga trjngkau,mkn biasa stndr",8 bulan lalu,4,Google Maps,Positive,Harga,No,F&B,No,harga trjngkau mkn stndr
"Tempatnya asik bagus nyaman, makanan enak2. Pelayanan ramah, baik.",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat asik bagus nyaman makan enak2 layan ramah
"Ada banyak yang bisa dilihat untuk anak bayo jadi seru, makasih Kk Maya",3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,anak bayo seru makasih kk maya
"Makanan enakkkk, pelayanannya cepat, dan harga oke banget",7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enakkkk layan cepat harga oke banget
Endoooll marendooll mie rebus tsamara dagingnya banyak...,setahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,endoooll marendooll mie rebus tsamara daging
"Tempat nya bersih, pelayanannya ramah, mkannya enk"" . Puass lah...",4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,bersih layan ramah mkannya enk puass
"kakak2 pelayannya ramahh bgt, makanannya jg komplit, tempat oudoornya oke poenya",10 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,kakak2 layan ramahh banget makan jg komplit oudoornya oke poenya
"Makanan enak semua terutama Udang Madu, pelayanan maya bagus dan cepat ramah",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan udang madu layan maya bagus cepat ramah
"The best, pelayanannya baik Maya",3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,best layan maya
"Untuk makanan nya enak"" Semua Terus pelayanan nya cepat & ramah",5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan cepat ramah
Makanan enak sudah beberapa kali kesini + pelayanan yg baik,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan kesini layan
Makanannya enak dan suasananya sangat nyaman ❤️,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana nyaman
"Pelayanannya cepet banget, staffnya ramah. Besttt",6 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan cepet banget staffnya ramah besttt
Tempatnya nyaman makanannya enak cocok kumpul bersama keluarga dan sahabat,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat nyaman makan cocok kumpul keluarga sahabat
Makanan enak suasana nya enak pelayanan juga sangat ramah bintang 5 💕💕💕 …,8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana layan ramah bintang
Pria+ap,3 tahun lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,pria ap
Tempatnya nyaman,8 bulan lalu,5,Google Maps,Positive,Bentuk,No,F&B,No,tempat nyaman
Makanannya enak apalgi 8kan bakarnya. Tempatnya juga baguss plus wangi dan bersih,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan apalgi 8kan bakar tempat baguss plus wangi bersih
Makanannya enak semua pokoke the best,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan pokoke best
"Makanan oke mantap ,pelayanan maya murah senyum",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan oke mantap layan maya murah senyum
"Makanan nya enak2,tempatnya adem bikin nyaman🤏🏻 …",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enak2 tempat adem bikin nyaman
Sangat baik crew nya Makanan enak Tempat nyaman Shout out to pak m.rokhmatuloh,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,crew makan nyaman shout out to rokhmatuloh
Makanannya enak enak,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan
Makanannya enak. Soto semarangnya mantap. Pemandangannya oke. Service ok. Bestt!,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan soto semarangnya mantap pandang oke service ok bestt
"Soto semarang seger banget sayy, cuss mampir 🫶🏻 …",4 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,soto semarang seger banget sayy cuss mampir
Makanannya enak enak Dan pelayanan mas Rere good👍🏻 …,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan mas rere good
"Makanannya enak, tempatnya jg fancy Rekomended sih",8 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan tempat jg fancy rekomended
"Makanan enak,suasana yang nyaman serta layanan Yusuf Susanto yang sangat ramah",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan suasana nyaman layan yusuf susanto ramah
Makanan & pelayannya enak baik dan ramah semuanya🤲🤲🤲 …,4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ramah
Makanan nya enak...pelayanan nya juga cepat,7 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan cepat
"Makanan enak, pelayanan baik dan suasana nyaman.",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan suasana nyaman
makanan nya enak dan tempat nyaa nyaman dan pelayanan nya oke,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan nyaa nyaman layan oke
Makanannya enak2 dan pelayanannya ramah semua terutama mba maya,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enak2 layan ramah mba maya
Makanan dan pelayanannya memuaskan,3 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,makan layan muas
"Pelayanannya ramah, terimakasih kaka maya dan team",3 bulan lalu,4,Google Maps,Positive,Lainnya,No,F&B,No,layan ramah terimakasih kaka maya team
Makananya enak apalagi udang garlic Pelayanan Rere Maya sangat baik,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makananya udang garlic layan rere maya
"Makanannya mantap, pelayanan ok top markotop",4 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mantap layan ok top markotop
"Tempatnya nyaman, makanannya juga enak², the best👍🏻 …",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat nyaman makan best
"Makanan enak semua terutama cumi goreng tepung nya, pelayanan maya bagus dan cepat",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan cumi goreng tepung layan maya bagus cepat
"nyaman, enak, makananya fresh pelayanan dari mas Kurnia juga mantap",2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nyaman makananya fresh layan mas kurnia mantap
Makanannya enak. Mbak petugasnya juga ramah & sigap.,5 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan mbak tugas ramah sigap
delicious cuisine and good services,2 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,delicious cuisine good services
Makanannya sangat enakk dan pelayanan bagus' dan ramah',3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enakk layan bagus ramah
Makananya enak..tempatnya bersih pokoknya mantul@septi,2 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makananya tempat bersih pokok mantul septi
Makanan enak2.. Suasananya enak dan pelayanannya cepat dan ramah2..,9 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan enak2 suasana layan cepat ramah2
Tempatnya nyaman dan bersih seperti di pedesaan Makanan nya enak Pelayanan bagus,setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,tempat nyaman bersih desa makan layan bagus
good job,3 hari lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,good job
"Tempat nyaman, pelayanan oke, dan makanan enak yusuf susanto",3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,nyaman layan oke makan yusuf susanto
Makanan enak. Dan pelayanan ka sarah memuaskan,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,makan layan ka sarah muas
"Biarlah bintang berbicara, enak makanan yo",6 bulan lalu,4,Google Maps,Positive,Rasa,No,F&B,No,biar bintang bicara makan yo
pelayanan baik hati semua,7 bulan lalu,5,Google Maps,Positive,Lainnya,No,F&B,No,layan hati
Suasana tempat sejuk ada kolam ikan good mas zusup.susanto makanan enak,3 bulan lalu,5,Google Maps,Positive,Rasa,No,F&B,No,suasana sejuk kolam ikan good mas zusup susanto makan
"tempat mya dingin, makana nya enak, acara ulang tahun nya seru",setahun lalu,5,Google Maps,Positive,Rasa,No,F&B,No,mya dingin makana acara ulang tahun seru
